condition,T_offset,horizon,split,n,n_unc,rate,dir_win,dir_n,raw_long_win,vol_unit_med,onr_R_med,mfe_first_long,mfe_first_long_n,unc_mfe_first_long,delta_mfe_first_long,mean_t_mfe_long,mean_t_mae_long,mfe_first_short,mfe_first_short_n,unc_mfe_first_short,delta_mfe_first_short,mean_t_mfe_short,mean_t_mae_short,mfe_first_dir,mfe_first_dir_n,unc_mfe_first_dir,delta_mfe_first_dir,mean_t_mfe_dir,mean_t_mae_dir,mean_mfe_dir_R,mean_mae_dir_R,mean_mfe_long_R,mean_mae_long_R,p0p5R_long,p0p5R_long_n,unc_p0p5R_long,delta_p0p5R_long,p0p5R_short,p0p5R_short_n,unc_p0p5R_short,delta_p0p5R_short,p0p5R_dir,p0p5R_dir_n,unc_p0p5R_dir,delta_p0p5R_dir,p0p5R_resolved,p0p5R_amb,p0p5onrR_long,p0p5onrR_long_n,unc_p0p5onrR_long,delta_p0p5onrR_long,p0p5onrR_short,p0p5onrR_short_n,unc_p0p5onrR_short,delta_p0p5onrR_short,p0p5onrR_dir,p0p5onrR_dir_n,unc_p0p5onrR_dir,delta_p0p5onrR_dir,p0p5onrR_resolved,p0p5onrR_amb,p1R_long,p1R_long_n,unc_p1R_long,delta_p1R_long,p1R_short,p1R_short_n,unc_p1R_short,delta_p1R_short,p1R_dir,p1R_dir_n,unc_p1R_dir,delta_p1R_dir,p1R_resolved,p1R_amb,p1onrR_long,p1onrR_long_n,unc_p1onrR_long,delta_p1onrR_long,p1onrR_short,p1onrR_short_n,unc_p1onrR_short,delta_p1onrR_short,p1onrR_dir,p1onrR_dir_n,unc_p1onrR_dir,delta_p1onrR_dir,p1onrR_resolved,p1onrR_amb
price_near_ONH,5,15,Validation,149,774,0.1925064599483204,0.5033557046979866,149,0.5100671140939598,20.5,29.8125,0.47651006711409394,149,0.5077519379844961,-0.0312418708704022,7.946308724832215,7.610738255033557,0.5234899328859061,149,0.49224806201550386,0.0312418708704022,7.610738255033557,7.946308724832215,0.48322147651006714,149,0.47538860103626945,0.007832875473797685,7.906040268456376,7.651006711409396,1.5407324416198984,1.5783838569767399,1.5573977250307307,1.5617185735659076,0.5639097744360902,133,0.5140740740740741,0.04983570036201612,0.43609022556390975,133,0.48592592592592593,-0.04983570036201618,0.556390977443609,133,0.5200594353640416,0.03633154207956735,0.8926174496644296,0.10738255033557047,0.5428571428571428,140,0.5007012622720898,0.04215588058505304,0.45714285714285713,140,0.4992987377279102,-0.042155880585053096,0.5357142857142857,140,0.5035161744022504,0.032198111312035316,0.9395973154362416,0.04697986577181208,0.5273972602739726,146,0.49605263157894736,0.031344628695025245,0.4726027397260274,146,0.5039473684210526,-0.03134462869502519,0.5205479452054794,146,0.5118733509234829,0.008674594281996573,0.9798657718120806,0.0,0.5691056910569106,123,0.540453074433657,0.02865261662325358,0.43089430894308944,123,0.459546925566343,-0.02865261662325358,0.5528455284552846,123,0.5243506493506493,0.028494879104635218,0.825503355704698,0.0
price_near_ONH,5,30,Validation,149,774,0.1925064599483204,0.5234899328859061,149,0.5302013422818792,20.5,29.8125,0.4697986577181208,149,0.5109961190168176,-0.041197461298696836,16.604026845637584,13.906040268456376,0.5302013422818792,149,0.4890038809831824,0.04119746129869678,13.906040268456376,16.604026845637584,0.47651006711409394,149,0.47341115434500647,0.0030989127690874696,16.523489932885905,13.986577181208053,2.230137315212706,2.214664481383213,2.2547620806351727,2.1900397159607463,0.5606060606060606,132,0.5091743119266054,0.0514317486794551,0.4393939393939394,132,0.4908256880733945,-0.0514317486794551,0.553030303030303,132,0.5245398773006135,0.028490425729689517,0.8859060402684564,0.11409395973154363,0.55,140,0.4971830985915493,0.052816901408450745,0.45,140,0.5028169014084507,-0.05281690140845069,0.5428571428571428,140,0.5084745762711864,0.0343825665859564,0.9395973154362416,0.06040268456375839,0.5202702702702703,148,0.49286640726329445,0.027403863006975837,0.4797297297297297,148,0.5071335927367056,-0.027403863006975837,0.5135135135135135,148,0.5123537061118335,0.0011598074016799798,0.9932885906040269,0.006711409395973154,0.5652173913043478,138,0.5260930888575458,0.039124302446801984,0.43478260869565216,138,0.47390691114245415,-0.039124302446801984,0.5434782608695652,138,0.5261669024045261,0.01731135846503906,0.9261744966442953,0.0
price_near_ONH,5,5,OOS,84,412,0.20388349514563106,0.5476190476190477,84,0.5119047619047619,30.270833333333332,43.34375,0.4578313253012048,83,0.49385749385749383,-0.03602616855628904,3.0238095238095237,2.6547619047619047,0.5421686746987951,83,0.5061425061425061,0.03602616855628904,2.6547619047619047,3.0238095238095237,0.42168674698795183,83,0.4520884520884521,-0.030401705100500276,3.0714285714285716,2.607142857142857,0.9275417405304206,0.9309348126728763,0.8950179131939114,0.9634586400093855,0.4583333333333333,72,0.48314606741573035,-0.024812734082397037,0.5416666666666666,72,0.5168539325842697,0.024812734082396926,0.4861111111111111,72,0.5224719101123596,-0.0363607990012485,0.8571428571428571,0.11904761904761904,0.5147058823529411,68,0.4752186588921283,0.03948722346081285,0.4852941176470588,68,0.5247813411078717,-0.03948722346081285,0.5294117647058824,68,0.5510204081632653,-0.021608643457382892,0.8095238095238095,0.05952380952380952,0.4642857142857143,56,0.46938775510204084,-0.005102040816326536,0.5357142857142857,56,0.5306122448979592,0.005102040816326481,0.5,56,0.5612244897959183,-0.061224489795918324,0.6666666666666666,0.011904761904761904,0.35294117647058826,34,0.42441860465116277,-0.07147742818057451,0.6470588235294118,34,0.5755813953488372,0.07147742818057456,0.38235294117647056,34,0.5,-0.11764705882352944,0.40476190476190477,0.0
price_near_ONH,5,10,OOS,84,412,0.20388349514563106,0.5714285714285714,84,0.5595238095238095,30.270833333333332,43.34375,0.42857142857142855,84,0.5072815533980582,-0.0787101248266297,5.892857142857143,4.809523809523809,0.5714285714285714,84,0.49271844660194175,0.07871012482662965,4.809523809523809,5.892857142857143,0.4166666666666667,84,0.46359223300970875,-0.04692556634304207,5.928571428571429,4.773809523809524,1.3404451971044045,1.2288528328250021,1.2906966735278018,1.2786013564016048,0.4520547945205479,73,0.47714285714285715,-0.025088062622309226,0.547945205479452,73,0.5228571428571429,0.025088062622309115,0.4794520547945205,73,0.5257142857142857,-0.04626223091976517,0.8690476190476191,0.13095238095238096,0.5333333333333333,75,0.47580645161290325,0.05752688172043008,0.4666666666666667,75,0.5241935483870968,-0.05752688172043008,0.5466666666666666,75,0.5510752688172043,-0.004408602150537622,0.8928571428571429,0.07142857142857142,0.4861111111111111,72,0.47606382978723405,0.010047281323877055,0.5138888888888888,72,0.523936170212766,-0.01004728132387711,0.5277777777777778,72,0.550531914893617,-0.02275413711583918,0.8571428571428571,0.011904761904761904,0.4489795918367347,49,0.4581818181818182,-0.009202226345083497,0.5510204081632653,49,0.5418181818181819,0.009202226345083386,0.46938775510204084,49,0.5127272727272727,-0.04333951762523186,0.5833333333333334,0.0
price_near_ONH,5,15,OOS,84,412,0.20388349514563106,0.5595238095238095,84,0.5476190476190477,30.270833333333332,43.34375,0.40476190476190477,84,0.4587378640776699,-0.053975959315765154,8.773809523809524,7.083333333333333,0.5952380952380952,84,0.5412621359223301,0.053975959315765154,7.083333333333333,8.773809523809524,0.4166666666666667,84,0.4587378640776699,-0.042071197411003236,8.678571428571429,7.178571428571429,1.5989071320939745,1.621738642360579,1.6079011117126247,1.612744662741929,0.4507042253521127,71,0.4764705882352941,-0.025766362883181404,0.5492957746478874,71,0.5235294117647059,0.02576636288318146,0.4647887323943662,71,0.5235294117647059,-0.05874067937033972,0.8452380952380952,0.15476190476190477,0.5466666666666666,75,0.4827586206896552,0.06390804597701144,0.4533333333333333,75,0.5172413793103449,-0.06390804597701155,0.5466666666666666,75,0.5543766578249337,-0.007709991158267093,0.8928571428571429,0.08333333333333333,0.5189873417721519,79,0.49246231155778897,0.02652503021436292,0.4810126582278481,79,0.507537688442211,-0.02652503021436292,0.5443037974683544,79,0.550251256281407,-0.005947458813052586,0.9404761904761905,0.023809523809523808,0.5161290322580645,62,0.45962732919254656,0.05650170306551794,0.4838709677419355,62,0.5403726708074534,-0.05650170306551794,0.5483870967741935,62,0.531055900621118,0.017331196153075545,0.7380952380952381,0.0
price_near_ONH,5,30,OOS,84,412,0.20388349514563106,0.5119047619047619,84,0.5476190476190477,30.270833333333332,43.34375,0.40963855421686746,83,0.46958637469586373,-0.05994782047899627,17.321428571428573,12.630952380952381,0.5903614457831325,83,0.5304136253041363,0.05994782047899627,12.630952380952381,17.321428571428573,0.4457831325301205,83,0.49878345498783455,-0.05300032245771408,16.428571428571427,13.523809523809524,2.1779159645535024,2.3701541160668365,2.2645080667788657,2.2835620138414727,0.463768115942029,69,0.47147147147147145,-0.007703355529442457,0.5362318840579711,69,0.5285285285285285,0.007703355529442568,0.4782608695652174,69,0.5195195195195195,-0.04125864995430206,0.8214285714285714,0.17857142857142858,0.5675675675675675,74,0.4854111405835544,0.08215642698401315,0.43243243243243246,74,0.5145888594164456,-0.08215642698401315,0.5675675675675675,74,0.5570291777188329,0.010538389848734675,0.8809523809523809,0.10714285714285714,0.5308641975308642,81,0.4876847290640394,0.0431794684668248,0.4691358024691358,81,0.5123152709359606,-0.043179468466824855,0.5555555555555556,81,0.5492610837438424,0.006294471811713165,0.9642857142857143,0.03571428571428571,0.5068493150684932,73,0.4743935309973046,0.0324557840711886,0.4931506849315068,73,0.5256064690026954,-0.03245578407118854,0.5205479452054794,73,0.5175202156334232,0.0030277295720562147,0.8690476190476191,0.0
price_near_ONH,5,5,ALL,770,3600,0.21388888888888888,0.515625,768,0.5077922077922078,8.604166666666668,12.5,0.4734042553191489,752,0.48355076574021555,-0.010146510421066623,2.9597402597402596,2.777922077922078,0.526595744680851,752,0.5164492342597845,0.010146510421066512,2.777922077922078,2.9597402597402596,0.468,750,0.47613603886824807,-0.008136038868248041,2.96484375,2.7721354166666665,0.9489657777515804,0.936693252344598,0.9338629045231823,0.9550360545187412,0.4963924963924964,693,0.4976729754886752,-0.0012804790961787882,0.5036075036075036,693,0.5023270245113248,0.0012804790961787882,0.5028901734104047,692,0.5129728040012503,-0.010082630590845687,0.9,0.09090909090909091,0.5093167701863354,644,0.49818900230490615,0.011127767881429218,0.4906832298136646,644,0.5018109976950939,-0.011127767881429274,0.5171339563862928,642,0.5200663349917082,-0.0029323786054153977,0.8363636363636363,0.05454545454545454,0.4882032667876588,551,0.49293734154291924,-0.004734074755260442,0.5117967332123412,551,0.5070626584570808,0.004734074755260442,0.4990892531876138,549,0.5219298245614035,-0.022840571373789642,0.7155844155844155,0.0012987012987012987,0.47107438016528924,363,0.494568324757004,-0.023493944591714777,0.5289256198347108,363,0.505431675242996,0.02349394459171472,0.4793388429752066,363,0.4838709677419355,-0.004532124766728873,0.4714285714285714,0.0
price_near_ONH,5,10,ALL,770,3600,0.21388888888888888,0.5234375,768,0.5207792207792208,8.604166666666668,12.5,0.4779220779220779,770,0.4927657206455203,-0.014843642723442407,5.4363636363636365,4.944155844155844,0.522077922077922,770,0.5072342793544797,0.014843642723442296,4.944155844155844,5.4363636363636365,0.4778645833333333,768,0.4929893438025799,-0.015124760469246601,5.401041666666667,4.984375,1.3000256355346227,1.2925570729446367,1.286858054655497,1.3081967607923948,0.49707602339181284,684,0.49617102744097,0.0009049959508428129,0.5029239766081871,684,0.50382897255903,-0.000904995950842924,0.5021961932650073,683,0.5128617363344051,-0.01066554306939782,0.8883116883116883,0.11168831168831168,0.5128571428571429,700,0.4956843403205919,0.017172802536551013,0.48714285714285716,700,0.5043156596794082,-0.017172802536551013,0.5214899713467048,698,0.5226848974518334,-0.001194926105128613,0.9090909090909091,0.06233766233766234,0.4818435754189944,716,0.4940688018979834,-0.012225226478988993,0.5181564245810056,716,0.5059311981020166,0.012225226478989049,0.4887955182072829,714,0.5168908819133035,-0.02809536370602056,0.9298701298701298,0.0012987012987012987,0.497164461247637,529,0.5013795821836815,-0.004215120936044481,0.502835538752363,529,0.4986204178163185,0.004215120936044481,0.4981060606060606,528,0.5017864231838031,-0.0036803625777424576,0.687012987012987,0.0
price_near_ONH,5,15,ALL,770,3600,0.21388888888888888,0.53515625,768,0.5298701298701298,8.604166666666668,12.5,0.461038961038961,770,0.4937482634065018,-0.03270930236754077,7.931168831168831,7.136363636363637,0.538961038961039,770,0.5062517365934982,0.03270930236754077,7.136363636363637,7.931168831168831,0.4609375,768,0.4850182021842621,-0.024080702184262115,7.92578125,7.1484375,1.616923117337932,1.5720477466367146,1.6081637581437953,1.5843886706079755,0.49852507374631266,678,0.49432739059967584,0.004197683146636821,0.5014749262536873,678,0.5056726094003241,-0.004197683146636821,0.5022156573116692,677,0.5142110421430905,-0.011995384831421374,0.8805194805194805,0.11948051948051948,0.5162200282087447,709,0.4934709990889766,0.02274902911976806,0.4837799717912553,709,0.5065290009110234,-0.02274902911976806,0.521923620933522,707,0.5228037955310683,-0.0008801745975463016,0.9207792207792208,0.06493506493506493,0.4912751677852349,745,0.4933181688939437,-0.0020430011087088085,0.508724832214765,745,0.5066818311060562,0.0020430011087088085,0.49663526244952894,743,0.5177650429799427,-0.02112978053041381,0.9675324675324676,0.003896103896103896,0.52,625,0.5022191874359849,0.01778081256401509,0.48,625,0.497780812564015,-0.017780812564015036,0.521669341894061,623,0.512388162422574,0.009281179471486989,0.8116883116883117,0.0
price_near_ONH,5,30,ALL,770,3600,0.21388888888888888,0.5481770833333334,768,0.548051948051948,8.604166666666668,12.5,0.4343302990897269,769,0.4854045037531276,-0.05107420466340068,15.735064935064935,12.702597402597403,0.5656697009102731,769,0.5145954962468724,0.051074204663400735,12.702597402597403,15.735064935064935,0.4380704041720991,767,0.4774446623704119,-0.039374258198312806,15.643229166666666,12.809895833333334,2.222675439919402,2.160745113802319,2.218868702180349,2.1672663612390566,0.5007473841554559,669,0.49102990033222593,0.009717483823230011,0.4992526158445441,669,0.5089700996677741,-0.009717483823229955,0.5044910179640718,668,0.5164099129269927,-0.011918894962920867,0.8688311688311688,0.13116883116883116,0.5189873417721519,711,0.49239659367396593,0.026590748098185957,0.4810126582278481,711,0.5076034063260341,-0.026590748098185957,0.5246826516220028,709,0.5242182709993869,0.00046438062261588975,0.9233766233766234,0.07272727272727272,0.49214659685863876,764,0.49105145413870244,0.0010951427199363262,0.5078534031413613,764,0.5089485458612976,-0.0010951427199362707,0.4973753280839895,762,0.5166290868094702,-0.019253758725480685,0.9922077922077922,0.007792207792207792,0.5170454545454546,704,0.5019679079624584,0.015077546582996204,0.48295454545454547,704,0.4980320920375416,-0.015077546582996149,0.5156695156695157,702,0.5073170731707317,0.008352442498783974,0.9142857142857143,0.0
price_near_ONL,5,5,IS,376,2414,0.15575807787903895,0.5295698924731183,372,0.47074468085106386,5.729166666666666,7.03125,0.48641304347826086,368,0.48811544991511036,-0.0017024064368494907,2.8351063829787235,2.8058510638297873,0.5135869565217391,368,0.5118845500848896,0.0017024064368494907,2.8058510638297873,2.8351063829787235,0.5027472527472527,364,0.4723294723294723,0.030417780417780427,2.836021505376344,2.8010752688172045,1.0283075265775166,1.0128314648839265,1.0274852537401873,1.0097852531397988,0.5425219941348973,341,0.49628597957288767,0.04623601456200965,0.4574780058651026,341,0.5037140204271123,-0.04623601456200971,0.47337278106508873,338,0.5089118198874296,-0.035539038822340885,0.9069148936170213,0.0851063829787234,0.50920245398773,326,0.4968246213971666,0.012377832590563409,0.49079754601226994,326,0.5031753786028335,-0.01237783259056352,0.4984520123839009,323,0.5207305034550839,-0.02227849107118296,0.8670212765957447,0.0851063829787234,0.5241157556270096,311,0.49444150344097404,0.029674252186035588,0.4758842443729904,311,0.505558496559026,-0.029674252186035588,0.48534201954397393,307,0.5230439442658092,-0.03770192472183531,0.8271276595744681,0.0,0.5397489539748954,239,0.4919484702093398,0.047800483765555624,0.4602510460251046,239,0.5080515297906603,-0.04780048376555568,0.47257383966244726,237,0.48331977217249794,-0.010745932510050682,0.6356382978723404,0.0
price_near_ONL,5,10,IS,376,2414,0.15575807787903895,0.4489247311827957,372,0.5345744680851063,5.729166666666666,7.03125,0.448,375,0.4941860465116279,-0.04618604651162789,5.444148936170213,4.6063829787234045,0.552,375,0.5058139534883721,0.04618604651162794,4.6063829787234045,5.444148936170213,0.5525606469002695,371,0.4916036943744752,0.060956952525794306,4.604838709677419,5.438172043010753,1.3076638031668324,1.419831232384827,1.4307797050824869,1.2922065833197989,0.5386904761904762,336,0.4928435114503817,0.045846964740094476,0.46130952380952384,336,0.5071564885496184,-0.04584696474009453,0.4774774774774775,333,0.508678881388621,-0.031201403911143566,0.8936170212765957,0.10638297872340426,0.5075075075075075,333,0.49586776859504134,0.011639738912466169,0.4924924924924925,333,0.5041322314049587,-0.011639738912466169,0.5015197568389058,329,0.5236768802228412,-0.022157123383935384,0.8856382978723404,0.10372340425531915,0.543661971830986,355,0.49514991181657847,0.0485120600144075,0.4563380281690141,355,0.5048500881834215,-0.04851206001440739,0.46438746438746437,351,0.514489522960321,-0.050102058572856656,0.9441489361702128,0.0026595744680851063,0.5478547854785478,303,0.49568221070811747,0.05217257477043036,0.4521452145214521,303,0.5043177892918825,-0.05217257477043041,0.46179401993355484,301,0.4968004653868528,-0.03500644545329795,0.8058510638297872,0.0
price_near_ONL,5,15,IS,376,2414,0.15575807787903895,0.46236559139784944,372,0.526595744680851,5.729166666666666,7.03125,0.4627659574468085,376,0.4952341483630336,-0.032468190916225104,7.776595744680851,6.973404255319149,0.5372340425531915,376,0.5047658516369664,0.032468190916225104,6.973404255319149,7.776595744680851,0.5483870967741935,372,0.49266862170087977,0.055718475073313734,6.841397849462366,7.916666666666667,1.5731687486744685,1.7203210010485928,1.70778716443515,1.5801513950555552,0.5363636363636364,330,0.49082125603864735,0.04554238032498903,0.4636363636363636,330,0.5091787439613527,-0.04554238032498903,0.47706422018348627,327,0.5107421875,-0.033677967316513735,0.8776595744680851,0.12234042553191489,0.5060240963855421,332,0.4929641398093509,0.013059956576191245,0.4939759036144578,332,0.5070358601906492,-0.013059956576191356,0.5,328,0.5236346948141349,-0.023634694814134938,0.8829787234042553,0.11436170212765957,0.5390835579514824,371,0.49258160237388726,0.04650195557759518,0.4609164420485175,371,0.5074183976261127,-0.04650195557759523,0.46866485013623976,367,0.5141388174807198,-0.045473967344480004,0.9867021276595744,0.0026595744680851063,0.5419161676646707,334,0.4972347913524384,0.044681376312232235,0.45808383233532934,334,0.5027652086475616,-0.044681376312232235,0.4652567975830816,331,0.505589430894309,-0.040332633311227384,0.8882978723404256,0.0
price_near_ONL,5,30,IS,376,2414,0.15575807787903895,0.4435483870967742,372,0.5398936170212766,5.729166666666666,7.03125,0.4867021276595745,376,0.4799005387484459,0.0068015889111285865,14.60372340425532,13.215425531914894,0.5132978723404256,376,0.520099461251554,-0.0068015889111284755,13.215425531914894,14.60372340425532,0.521505376344086,372,0.4750733137829912,0.04643206256109478,13.06989247311828,14.774193548387096,2.16585734612597,2.208959004799737,2.191756090731384,2.169786016393932,0.5294117647058824,323,0.48838358872960946,0.041028175976272896,0.47058823529411764,323,0.5116164112703905,-0.04102817597627284,0.484375,320,0.5132433783108445,-0.028868378310844545,0.8590425531914894,0.14095744680851063,0.5,328,0.49204906860517944,0.00795093139482056,0.5,328,0.5079509313948205,-0.007950931394820504,0.5061728395061729,324,0.5236564079007809,-0.017483568394608073,0.8723404255319149,0.125,0.5386666666666666,375,0.4910379324718633,0.047628734194803346,0.4613333333333333,375,0.5089620675281368,-0.04762873419480346,0.46900269541778977,371,0.5124315212810788,-0.043428825863289056,0.9973404255319149,0.0026595744680851063,0.5305555555555556,360,0.4988753936122357,0.03168016194331985,0.46944444444444444,360,0.5011246063877642,-0.031680161943319796,0.4733893557422969,357,0.49954586739327883,-0.02615651165098193,0.9574468085106383,0.007978723404255319
price_near_ONL,5,5,Validation,143,774,0.1847545219638243,0.48951048951048953,143,0.4965034965034965,23.416666666666668,30.875,0.4642857142857143,140,0.4639580602883355,0.000327653997378774,3.0839160839160837,2.923076923076923,0.5357142857142857,140,0.5360419397116645,-0.000327653997378774,2.923076923076923,3.0839160839160837,0.5285714285714286,140,0.5006570302233903,0.027914398348038327,2.944055944055944,3.062937062937063,0.8781084105727729,0.9129163474072379,0.877433992421543,0.9135907655584679,0.45864661654135336,133,0.5091164095371669,-0.0504697929958135,0.5413533834586466,133,0.4908835904628331,0.0504697929958135,0.5338345864661654,133,0.5203938115330521,0.013440774933113353,0.9300699300699301,0.06993006993006994,0.4700854700854701,117,0.5146831530139103,-0.04459768292844024,0.5299145299145299,117,0.4853168469860896,0.044597682928440296,0.47863247863247865,117,0.5015479876160991,-0.022915508983620436,0.8181818181818182,0.055944055944055944,0.46938775510204084,98,0.5,-0.030612244897959162,0.5306122448979592,98,0.5,0.030612244897959218,0.46938775510204084,98,0.4982638888888889,-0.028876133786848057,0.6853146853146853,0.0,0.5230769230769231,65,0.5402985074626866,-0.01722158438576349,0.47692307692307695,65,0.4597014925373134,0.017221584385763544,0.47692307692307695,65,0.47761194029850745,-0.000688863375430504,0.45454545454545453,0.0
price_near_ONL,5,10,Validation,143,774,0.1847545219638243,0.5034965034965035,143,0.46853146853146854,23.416666666666668,30.875,0.5244755244755245,143,0.4806201550387597,0.04385536943676477,5.426573426573427,5.629370629370629,0.4755244755244755,143,0.5193798449612403,-0.043855369436764824,5.629370629370629,5.426573426573427,0.4965034965034965,143,0.5129533678756477,-0.016449871372151204,5.5174825174825175,5.538461538461538,1.266571951728085,1.2970754882863496,1.2507233119168781,1.3129241280975568,0.4645669291338583,127,0.5159883720930233,-0.05142144295916501,0.5354330708661418,127,0.48401162790697677,0.05142144295916501,0.5275590551181102,127,0.5189504373177842,0.008608617800325957,0.8881118881118881,0.11188811188811189,0.4666666666666667,120,0.5057636887608069,-0.03909702209414023,0.5333333333333333,120,0.4942363112391931,0.03909702209414023,0.48333333333333334,120,0.5043352601156069,-0.021001926782273583,0.8391608391608392,0.09090909090909091,0.4732824427480916,131,0.5,-0.026717557251908386,0.5267175572519084,131,0.5,0.026717557251908386,0.48091603053435117,131,0.5068870523415978,-0.02597102180724664,0.916083916083916,0.0,0.49514563106796117,103,0.5428571428571428,-0.04771151178918165,0.5048543689320388,103,0.45714285714285713,0.047711511789181704,0.5048543689320388,103,0.5123809523809524,-0.007526583448913549,0.7202797202797203,0.0
price_near_ONL,5,15,Validation,143,774,0.1847545219638243,0.5524475524475524,143,0.42657342657342656,23.416666666666668,30.875,0.5734265734265734,143,0.5077519379844961,0.0656746354420773,7.251748251748252,8.377622377622378,0.42657342657342656,143,0.49224806201550386,-0.0656746354420773,8.377622377622378,7.251748251748252,0.43356643356643354,143,0.47538860103626945,-0.041822167469835914,8.44055944055944,7.188811188811189,1.5685965135329156,1.4722193337330178,1.4413511845392772,1.5994646627266562,0.4645669291338583,127,0.5140740740740741,-0.04950714494021585,0.5354330708661418,127,0.48592592592592593,0.04950714494021585,0.5275590551181102,127,0.5200594353640416,0.007499619754068543,0.8881118881118881,0.11188811188811189,0.45528455284552843,123,0.5007012622720898,-0.04541670942656134,0.5447154471544715,123,0.4992987377279102,0.045416709426561286,0.4959349593495935,123,0.5035161744022504,-0.007581215052656909,0.8601398601398601,0.1048951048951049,0.45652173913043476,138,0.49605263157894736,-0.0395308924485126,0.5434782608695652,138,0.5039473684210526,0.0395308924485126,0.5,138,0.5118733509234829,-0.01187335092348285,0.965034965034965,0.0,0.4732142857142857,112,0.540453074433657,-0.06723878871937128,0.5267857142857143,112,0.459546925566343,0.06723878871937128,0.5267857142857143,112,0.5243506493506493,0.0024350649350649567,0.7832167832167832,0.0
price_near_ONL,5,30,Validation,143,774,0.1847545219638243,0.6293706293706294,143,0.3916083916083916,23.416666666666668,30.875,0.5944055944055944,143,0.5109961190168176,0.08340947538877674,12.846153846153847,16.46853146853147,0.40559440559440557,143,0.4890038809831824,-0.08340947538877685,16.46853146853147,12.846153846153847,0.38461538461538464,143,0.47341115434500647,-0.08879576972962183,16.88111888111888,12.433566433566433,2.2977401015612022,1.8238120044450945,1.8073150116429884,2.3142370943633086,0.46825396825396826,126,0.5091743119266054,-0.040920343672637194,0.5317460317460317,126,0.4908256880733945,0.04092034367263725,0.5317460317460317,126,0.5245398773006135,0.007206154445418278,0.8811188811188811,0.11888111888111888,0.448,125,0.4971830985915493,-0.04918309859154929,0.552,125,0.5028169014084507,0.049183098591549346,0.504,125,0.5084745762711864,-0.0044745762711864145,0.8741258741258742,0.1048951048951049,0.45774647887323944,142,0.49286640726329445,-0.03511992839005501,0.5422535211267606,142,0.5071335927367056,0.035119928390055066,0.5140845070422535,142,0.5123537061118335,0.0017308009304199956,0.993006993006993,0.006993006993006993,0.4351145038167939,131,0.5260930888575458,-0.0909785850407519,0.5648854961832062,131,0.47390691114245415,0.09097858504075201,0.5572519083969466,131,0.5261669024045261,0.031085005992420478,0.916083916083916,0.0
price_near_ONL,5,5,OOS,67,412,0.16262135922330098,0.5223880597014925,67,0.4925373134328358,33.958333333333336,39.25,0.4626865671641791,67,0.49385749385749383,-0.031170926693314727,2.925373134328358,2.955223880597015,0.5373134328358209,67,0.5061425061425061,0.031170926693314782,2.955223880597015,2.925373134328358,0.5522388059701493,67,0.4520884520884521,0.10015035388169718,2.925373134328358,2.955223880597015,0.9283927511199032,0.8167769777648992,0.8105187764816064,0.9346509524031961,0.4,60,0.48314606741573035,-0.08314606741573033,0.6,60,0.5168539325842697,0.08314606741573027,0.5833333333333334,60,0.5224719101123596,0.060861423220973765,0.8955223880597015,0.07462686567164178,0.423728813559322,59,0.4752186588921283,-0.05148984533280626,0.576271186440678,59,0.5247813411078717,0.05148984533280632,0.576271186440678,59,0.5510204081632653,0.025250778277412733,0.8805970149253731,0.04477611940298507,0.49019607843137253,51,0.46938775510204084,0.02080832332933169,0.5098039215686274,51,0.5306122448979592,-0.0208083233293318,0.5294117647058824,51,0.5612244897959183,-0.031812725090035965,0.7611940298507462,0.0,0.5,34,0.42441860465116277,0.07558139534883723,0.5,34,0.5755813953488372,-0.07558139534883723,0.5,34,0.5,0.0,0.5074626865671642,0.0
price_near_ONL,5,10,OOS,67,412,0.16262135922330098,0.5522388059701493,67,0.43283582089552236,33.958333333333336,39.25,0.5522388059701493,67,0.5072815533980582,0.044957252572091044,4.850746268656716,5.82089552238806,0.44776119402985076,67,0.49271844660194175,-0.04495725257209099,5.82089552238806,4.850746268656716,0.4626865671641791,67,0.46359223300970875,-0.0009056658455296462,5.656716417910448,5.014925373134329,1.4299660081729986,1.1617719998192284,1.10797866774405,1.4837593402481772,0.3770491803278688,61,0.47714285714285715,-0.10009367681498832,0.6229508196721312,61,0.5228571428571429,0.10009367681498826,0.6065573770491803,61,0.5257142857142857,0.08084309133489465,0.9104477611940298,0.08955223880597014,0.4262295081967213,61,0.47580645161290325,-0.04957694341618196,0.5737704918032787,61,0.5241935483870968,0.04957694341618191,0.5737704918032787,61,0.5510752688172043,0.022695222986074404,0.9104477611940298,0.05970149253731343,0.46875,64,0.47606382978723405,-0.00731382978723405,0.53125,64,0.523936170212766,0.00731382978723405,0.546875,64,0.550531914893617,-0.0036569148936169693,0.9552238805970149,0.0,0.45454545454545453,55,0.4581818181818182,-0.0036363636363636598,0.5454545454545454,55,0.5418181818181819,0.0036363636363635488,0.5454545454545454,55,0.5127272727272727,0.032727272727272716,0.8208955223880597,0.0
