condition,T_offset,horizon,split,n,n_unc,rate,dir_win,dir_n,raw_long_win,vol_unit_med,onr_R_med,mfe_first_long,mfe_first_long_n,unc_mfe_first_long,delta_mfe_first_long,mean_t_mfe_long,mean_t_mae_long,mfe_first_short,mfe_first_short_n,unc_mfe_first_short,delta_mfe_first_short,mean_t_mfe_short,mean_t_mae_short,mfe_first_dir,mfe_first_dir_n,unc_mfe_first_dir,delta_mfe_first_dir,mean_t_mfe_dir,mean_t_mae_dir,mean_mfe_dir_R,mean_mae_dir_R,mean_mfe_long_R,mean_mae_long_R,p0p5R_long,p0p5R_long_n,unc_p0p5R_long,delta_p0p5R_long,p0p5R_short,p0p5R_short_n,unc_p0p5R_short,delta_p0p5R_short,p0p5R_dir,p0p5R_dir_n,unc_p0p5R_dir,delta_p0p5R_dir,p0p5R_resolved,p0p5R_amb,p0p5onrR_long,p0p5onrR_long_n,unc_p0p5onrR_long,delta_p0p5onrR_long,p0p5onrR_short,p0p5onrR_short_n,unc_p0p5onrR_short,delta_p0p5onrR_short,p0p5onrR_dir,p0p5onrR_dir_n,unc_p0p5onrR_dir,delta_p0p5onrR_dir,p0p5onrR_resolved,p0p5onrR_amb,p1R_long,p1R_long_n,unc_p1R_long,delta_p1R_long,p1R_short,p1R_short_n,unc_p1R_short,delta_p1R_short,p1R_dir,p1R_dir_n,unc_p1R_dir,delta_p1R_dir,p1R_resolved,p1R_amb,p1onrR_long,p1onrR_long_n,unc_p1onrR_long,delta_p1onrR_long,p1onrR_short,p1onrR_short_n,unc_p1onrR_short,delta_p1onrR_short,p1onrR_dir,p1onrR_dir_n,unc_p1onrR_dir,delta_p1onrR_dir,p1onrR_resolved,p1onrR_amb
UNCONDITIONAL,5,15,OOS,412,412,1.0,0.5388349514563107,412,0.5242718446601942,32.395833333333336,46.65625,0.4587378640776699,412,0.4587378640776699,0.0,8.359223300970873,7.621359223300971,0.5412621359223301,412,0.5412621359223301,0.0,7.621359223300971,8.359223300970873,0.4587378640776699,412,0.4587378640776699,0.0,8.475728155339805,7.504854368932039,1.689070421388635,1.5326253954333275,1.5183098796563363,1.7033859371656261,0.4764705882352941,340,0.4764705882352941,0.0,0.5235294117647059,340,0.5235294117647059,0.0,0.5235294117647059,340,0.5235294117647059,0.0,0.8252427184466019,0.17475728155339806,0.4827586206896552,377,0.4827586206896552,0.0,0.5172413793103449,377,0.5172413793103449,0.0,0.5543766578249337,377,0.5543766578249337,0.0,0.9150485436893204,0.07281553398058252,0.49246231155778897,398,0.49246231155778897,0.0,0.507537688442211,398,0.507537688442211,0.0,0.550251256281407,398,0.550251256281407,0.0,0.9660194174757282,0.009708737864077669,0.45962732919254656,322,0.45962732919254656,0.0,0.5403726708074534,322,0.5403726708074534,0.0,0.531055900621118,322,0.531055900621118,0.0,0.7815533980582524,0.0
UNCONDITIONAL,5,30,OOS,412,412,1.0,0.4878640776699029,412,0.5315533980582524,32.395833333333336,46.65625,0.46958637469586373,411,0.46958637469586373,0.0,15.774271844660195,14.114077669902912,0.5304136253041363,411,0.5304136253041363,0.0,14.114077669902912,15.774271844660195,0.49878345498783455,411,0.49878345498783455,0.0,15.342233009708737,14.54611650485437,2.3410263097203923,2.158667668909852,2.1336891383863863,2.3660048402438587,0.47147147147147145,333,0.47147147147147145,0.0,0.5285285285285285,333,0.5285285285285285,0.0,0.5195195195195195,333,0.5195195195195195,0.0,0.808252427184466,0.19174757281553398,0.4854111405835544,377,0.4854111405835544,0.0,0.5145888594164456,377,0.5145888594164456,0.0,0.5570291777188329,377,0.5570291777188329,0.0,0.9150485436893204,0.08009708737864078,0.4876847290640394,406,0.4876847290640394,0.0,0.5123152709359606,406,0.5123152709359606,0.0,0.5492610837438424,406,0.5492610837438424,0.0,0.9854368932038835,0.014563106796116505,0.4743935309973046,371,0.4743935309973046,0.0,0.5256064690026954,371,0.5256064690026954,0.0,0.5175202156334232,371,0.5175202156334232,0.0,0.9004854368932039,0.0024271844660194173
UNCONDITIONAL,5,5,ALL,3600,3600,1.0,0.526595744680851,3572,0.4888888888888889,10.166666666666666,14.71875,0.48355076574021555,3526,0.48355076574021555,0.0,2.933333333333333,2.8402777777777777,0.5164492342597845,3526,0.5164492342597845,0.0,2.8402777777777777,2.933333333333333,0.47613603886824807,3499,0.47613603886824807,0.0,2.9493281075027995,2.824188129899216,0.9898715220148622,0.9598247590747025,0.9660295920955723,0.9840252057399816,0.4976729754886752,3223,0.4976729754886752,0.0,0.5023270245113248,3223,0.5023270245113248,0.0,0.5129728040012503,3199,0.5129728040012503,0.0,0.8952777777777777,0.09833333333333333,0.49818900230490615,3037,0.49818900230490615,0.0,0.5018109976950939,3037,0.5018109976950939,0.0,0.5200663349917082,3015,0.5200663349917082,0.0,0.8436111111111111,0.04833333333333333,0.49293734154291924,2761,0.49293734154291924,0.0,0.5070626584570808,2761,0.5070626584570808,0.0,0.5219298245614035,2736,0.5219298245614035,0.0,0.7669444444444444,0.0002777777777777778,0.494568324757004,1749,0.494568324757004,0.0,0.505431675242996,1749,0.505431675242996,0.0,0.4838709677419355,1736,0.4838709677419355,0.0,0.48583333333333334,0.0002777777777777778
UNCONDITIONAL,5,10,ALL,3600,3600,1.0,0.5078387458006719,3572,0.5047222222222222,10.166666666666666,14.71875,0.4927657206455203,3594,0.4927657206455203,0.0,5.3725,5.131388888888889,0.5072342793544797,3594,0.5072342793544797,0.0,5.131388888888889,5.3725,0.4929893438025799,3566,0.4929893438025799,0.0,5.317469204927212,5.187569988801791,1.3560768255475266,1.3232472179651311,1.324576959279654,1.3558060583534854,0.49617102744097,3134,0.49617102744097,0.0,0.50382897255903,3134,0.50382897255903,0.0,0.5128617363344051,3110,0.5128617363344051,0.0,0.8705555555555555,0.12916666666666668,0.4956843403205919,3244,0.4956843403205919,0.0,0.5043156596794082,3244,0.5043156596794082,0.0,0.5226848974518334,3218,0.5226848974518334,0.0,0.9011111111111111,0.06277777777777778,0.4940688018979834,3372,0.4940688018979834,0.0,0.5059311981020166,3372,0.5059311981020166,0.0,0.5168908819133035,3345,0.5168908819133035,0.0,0.9366666666666666,0.0016666666666666668,0.5013795821836815,2537,0.5013795821836815,0.0,0.4986204178163185,2537,0.4986204178163185,0.0,0.5017864231838031,2519,0.5017864231838031,0.0,0.7047222222222222,0.0011111111111111111
UNCONDITIONAL,5,15,ALL,3600,3600,1.0,0.5212765957446809,3572,0.5033333333333333,10.166666666666666,14.71875,0.4937482634065018,3599,0.4937482634065018,0.0,7.691111111111111,7.490833333333334,0.5062517365934982,3599,0.5062517365934982,0.0,7.490833333333334,7.691111111111111,0.4850182021842621,3571,0.4850182021842621,0.0,7.73936170212766,7.442889137737962,1.6463216783784942,1.61011427658437,1.591850490154533,1.6656428142702413,0.49432739059967584,3085,0.49432739059967584,0.0,0.5056726094003241,3085,0.5056726094003241,0.0,0.5142110421430905,3061,0.5142110421430905,0.0,0.8569444444444444,0.14305555555555555,0.4934709990889766,3293,0.4934709990889766,0.0,0.5065290009110234,3293,0.5065290009110234,0.0,0.5228037955310683,3267,0.5228037955310683,0.0,0.9147222222222222,0.07055555555555555,0.4933181688939437,3517,0.4933181688939437,0.0,0.5066818311060562,3517,0.5066818311060562,0.0,0.5177650429799427,3490,0.5177650429799427,0.0,0.9769444444444444,0.0025,0.5022191874359849,2929,0.5022191874359849,0.0,0.497780812564015,2929,0.497780812564015,0.0,0.512388162422574,2906,0.512388162422574,0.0,0.8136111111111111,0.0011111111111111111
UNCONDITIONAL,5,30,ALL,3600,3600,1.0,0.5165173572228443,3572,0.5111111111111111,10.166666666666666,14.71875,0.4854045037531276,3597,0.4854045037531276,0.0,14.821666666666667,13.983611111111111,0.5145954962468724,3597,0.5145954962468724,0.0,13.983611111111111,14.821666666666667,0.4774446623704119,3569,0.4774446623704119,0.0,14.919652855543113,13.892777155655095,2.265905714059438,2.1532528069513077,2.1250372743129238,2.293323053148967,0.49102990033222593,3010,0.49102990033222593,0.0,0.5089700996677741,3010,0.5089700996677741,0.0,0.5164099129269927,2986,0.5164099129269927,0.0,0.8361111111111111,0.1638888888888889,0.49239659367396593,3288,0.49239659367396593,0.0,0.5076034063260341,3288,0.5076034063260341,0.0,0.5242182709993869,3262,0.5242182709993869,0.0,0.9133333333333333,0.08027777777777778,0.49105145413870244,3576,0.49105145413870244,0.0,0.5089485458612976,3576,0.5089485458612976,0.0,0.5166290868094702,3548,0.5166290868094702,0.0,0.9933333333333333,0.005833333333333334,0.5019679079624584,3303,0.5019679079624584,0.0,0.4980320920375416,3303,0.4980320920375416,0.0,0.5073170731707317,3280,0.5073170731707317,0.0,0.9175,0.003611111111111111
vol_expansion_high,5,5,IS,821,2414,0.34009942004971,0.5281862745098039,816,0.47990255785627284,5.416666666666667,5.25,0.5018773466833542,799,0.48811544991511036,0.013761896768243798,2.879415347137637,2.811205846528624,0.4981226533166458,799,0.5118845500848896,-0.013761896768243853,2.811205846528624,2.879415347137637,0.4779874213836478,795,0.4723294723294723,0.005657949054175493,2.9424019607843137,2.7549019607843137,0.9629066351202832,0.9273778829899589,0.9098248899571598,0.9808922378405794,0.48433420365535246,766,0.49628597957288767,-0.011951775917535212,0.5156657963446475,766,0.5037140204271123,0.011951775917535157,0.4967148488830486,761,0.5089118198874296,-0.012196971004380996,0.9330085261875761,0.06090133982947625,0.4950213371266003,703,0.4968246213971666,-0.0018032842705663077,0.5049786628733998,703,0.5031753786028335,0.0018032842705663077,0.5007153075822603,699,0.5207305034550839,-0.02001519587282352,0.856272838002436,0.1218026796589525,0.49174917491749176,606,0.49444150344097404,-0.002692328523482279,0.5082508250825083,606,0.505558496559026,0.0026923285234823346,0.502495840266223,601,0.5230439442658092,-0.020548103999586287,0.7381242387332522,0.0,0.4966887417218543,604,0.4919484702093398,0.004740271512514493,0.5033112582781457,604,0.5080515297906603,-0.004740271512514549,0.4941569282136895,599,0.48331977217249794,0.010837156041191565,0.7356881851400731,0.001218026796589525
vol_expansion_high,5,10,IS,821,2414,0.34009942004971,0.49264705882352944,816,0.5200974421437271,5.416666666666667,5.25,0.4792682926829268,820,0.4941860465116279,-0.014917753828701086,5.414129110840438,4.946406820950061,0.5207317073170732,820,0.5058139534883721,0.014917753828701086,4.946406820950061,5.414129110840438,0.505521472392638,815,0.4916036943744752,0.013917778018162796,5.138480392156863,5.223039215686274,1.2795951815612732,1.2718264682422624,1.245663557702689,1.308078330328948,0.4807436918990704,753,0.4928435114503817,-0.012099819551311286,0.5192563081009296,753,0.5071564885496184,0.01209981955131123,0.4959893048128342,748,0.508678881388621,-0.012689576575786843,0.9171741778319124,0.0828258221680877,0.49213161659513593,699,0.49586776859504134,-0.0037361519999054016,0.5078683834048641,699,0.5041322314049587,0.0037361519999054016,0.5064748201438849,695,0.5236768802228412,-0.017202060078956305,0.8514007308160779,0.14494518879415347,0.4973544973544973,756,0.49514991181657847,0.0022045855379188573,0.5026455026455027,756,0.5048500881834215,-0.0022045855379188017,0.4873501997336884,751,0.514489522960321,-0.027139323226632595,0.9208282582216809,0.001218026796589525,0.5013550135501355,738,0.49568221070811747,0.005672802842017988,0.4986449864498645,738,0.5043177892918825,-0.005672802842018043,0.4897680763983629,733,0.4968004653868528,-0.007032388988489902,0.8989037758830695,0.0048721071863581
vol_expansion_high,5,15,IS,821,2414,0.34009942004971,0.49754901960784315,816,0.5091352009744214,5.416666666666667,5.25,0.48477466504263095,821,0.4952341483630336,-0.01045948332040264,7.577344701583435,7.142509135200974,0.5152253349573691,821,0.5047658516369664,0.010459483320402696,7.142509135200974,7.577344701583435,0.5061274509803921,816,0.49266862170087977,0.013458829279512363,7.290441176470588,7.432598039215686,1.5518961887241989,1.53045731742767,1.4987101855629092,1.5853237550243384,0.48058902275769744,747,0.49082125603864735,-0.01023223328094991,0.5194109772423026,747,0.5091787439613527,0.01023223328094991,0.49595687331536387,742,0.5107421875,-0.014785314184636134,0.9098660170523751,0.09013398294762484,0.492816091954023,696,0.4929641398093509,-0.0001480478553279041,0.507183908045977,696,0.5070358601906492,0.0001480478553278486,0.5057803468208093,692,0.5236346948141349,-0.017854347993325637,0.8477466504263094,0.1510353227771011,0.49436795994993743,799,0.49258160237388726,0.0017863575760501682,0.5056320400500626,799,0.5074183976261127,-0.0017863575760501682,0.4836272040302267,794,0.5141388174807198,-0.03051161345049308,0.9732034104750305,0.001218026796589525,0.5044814340588989,781,0.4972347913524384,0.007246642706460471,0.49551856594110116,781,0.5027652086475616,-0.0072466427064604155,0.4961340206185567,776,0.505589430894309,-0.009455410275752252,0.951278928136419,0.0048721071863581
vol_expansion_high,5,30,IS,821,2414,0.34009942004971,0.5134803921568627,816,0.5468940316686967,5.416666666666667,5.25,0.46163215590742995,821,0.4799005387484459,-0.01826838284101595,14.931790499390987,13.344701583434835,0.53836784409257,821,0.520099461251554,0.01826838284101595,13.344701583434835,14.931790499390987,0.4583333333333333,816,0.4750733137829912,-0.01673998044965791,14.772058823529411,13.519607843137255,2.1025355954945075,1.988266949947497,1.9684366664329949,2.1197877614706044,0.478796169630643,731,0.48838358872960946,-0.009587419098966488,0.521203830369357,731,0.5116164112703905,0.009587419098966543,0.5013774104683195,726,0.5132433783108445,-0.011865967842525027,0.8903775883069428,0.10962241169305725,0.48826979472140764,682,0.49204906860517944,-0.0037792738837718054,0.5117302052785924,682,0.5079509313948205,0.003779273883771861,0.5088495575221239,678,0.5236564079007809,-0.014806850378657033,0.830694275274056,0.16930572472594396,0.49142156862745096,816,0.4910379324718633,0.0003836361555876744,0.508578431372549,816,0.5089620675281368,-0.0003836361555877854,0.4845869297163995,811,0.5124315212810788,-0.027844591564679333,0.9939098660170523,0.0048721071863581,0.5,804,0.4988753936122357,0.0011246063877642931,0.5,804,0.5011246063877642,-0.0011246063877642376,0.4981226533166458,799,0.49954586739327883,-0.0014232140766330392,0.9792935444579781,0.012180267965895249
