session_date,year,period,hold_min,cost_points,entry,stop,exit_kind,gross_points,net_points
2010-06-28,2010,Train,3,1.0,1842.5,1848.0,time,-0.25,-1.25
2010-06-28,2010,Train,3,2.0,1842.5,1848.0,time,-0.25,-2.25
2010-06-28,2010,Train,5,1.0,1842.5,1848.0,time,-1.0,-2.0
2010-06-28,2010,Train,5,2.0,1842.5,1848.0,time,-1.0,-3.0
2010-06-28,2010,Train,10,1.0,1842.5,1848.0,time,0.25,-0.75
2010-06-28,2010,Train,10,2.0,1842.5,1848.0,time,0.25,-1.75
2010-06-28,2010,Train,15,1.0,1842.5,1848.0,time,1.0,0.0
2010-06-28,2010,Train,15,2.0,1842.5,1848.0,time,1.0,-1.0
2010-07-26,2010,Train,3,1.0,1881.0,1884.8125,time,-1.75,-2.75
2010-07-26,2010,Train,3,2.0,1881.0,1884.8125,time,-1.75,-3.75
2010-07-26,2010,Train,5,1.0,1881.0,1884.8125,time,-1.5,-2.5
2010-07-26,2010,Train,5,2.0,1881.0,1884.8125,time,-1.5,-3.5
2010-07-26,2010,Train,10,1.0,1881.0,1884.8125,time,-1.0,-2.0
2010-07-26,2010,Train,10,2.0,1881.0,1884.8125,time,-1.0,-3.0
2010-07-26,2010,Train,15,1.0,1881.0,1884.8125,time,-2.25,-3.25
2010-07-26,2010,Train,15,2.0,1881.0,1884.8125,time,-2.25,-4.25
2010-08-16,2010,Train,3,1.0,1824.0,1830.5625,time,-0.75,-1.75
2010-08-16,2010,Train,3,2.0,1824.0,1830.5625,time,-0.75,-2.75
2010-08-16,2010,Train,5,1.0,1824.0,1830.5625,time,1.5,0.5
2010-08-16,2010,Train,5,2.0,1824.0,1830.5625,time,1.5,-0.5
2010-08-16,2010,Train,10,1.0,1824.0,1830.5625,time,-1.25,-2.25
2010-08-16,2010,Train,10,2.0,1824.0,1830.5625,time,-1.25,-3.25
2010-08-16,2010,Train,15,1.0,1824.0,1830.5625,time,-0.5,-1.5
2010-08-16,2010,Train,15,2.0,1824.0,1830.5625,time,-0.5,-2.5
2010-09-13,2010,Train,3,1.0,1917.75,1920.8125,time,0.0,-1.0
2010-09-13,2010,Train,3,2.0,1917.75,1920.8125,time,0.0,-2.0
2010-09-13,2010,Train,5,1.0,1917.75,1920.8125,time,-0.5,-1.5
2010-09-13,2010,Train,5,2.0,1917.75,1920.8125,time,-0.5,-2.5
2010-09-13,2010,Train,10,1.0,1917.75,1920.8125,time,2.25,1.25
2010-09-13,2010,Train,10,2.0,1917.75,1920.8125,time,2.25,0.25
2010-09-13,2010,Train,15,1.0,1917.75,1920.8125,time,2.25,1.25
2010-09-13,2010,Train,15,2.0,1917.75,1920.8125,time,2.25,0.25
2010-11-08,2010,Train,3,1.0,2186.5,2190.0,time,1.0,0.0
2010-11-08,2010,Train,3,2.0,2186.5,2190.0,time,1.0,-1.0
2010-11-08,2010,Train,5,1.0,2186.5,2190.0,time,1.5,0.5
2010-11-08,2010,Train,5,2.0,2186.5,2190.0,time,1.5,-0.5
2010-11-08,2010,Train,10,1.0,2186.5,2190.0,time,1.75,0.75
2010-11-08,2010,Train,10,2.0,2186.5,2190.0,time,1.75,-0.25
2010-11-08,2010,Train,15,1.0,2186.5,2190.0,time,2.75,1.75
2010-11-08,2010,Train,15,2.0,2186.5,2190.0,time,2.75,0.75
2011-01-03,2011,Train,3,1.0,2264.0,2270.75,time,0.5,-0.5
2011-01-03,2011,Train,3,2.0,2264.0,2270.75,time,0.5,-1.5
2011-01-03,2011,Train,5,1.0,2264.0,2270.75,time,0.75,-0.25
2011-01-03,2011,Train,5,2.0,2264.0,2270.75,time,0.75,-1.25
2011-01-03,2011,Train,10,1.0,2264.0,2270.75,time,1.5,0.5
2011-01-03,2011,Train,10,2.0,2264.0,2270.75,time,1.5,-0.5
2011-01-03,2011,Train,15,1.0,2264.0,2270.75,time,1.75,0.75
2011-01-03,2011,Train,15,2.0,2264.0,2270.75,time,1.75,-0.25
2011-01-10,2011,Train,3,1.0,2274.0,2277.0,time,0.75,-0.25
2011-01-10,2011,Train,3,2.0,2274.0,2277.0,time,0.75,-1.25
2011-01-10,2011,Train,5,1.0,2274.0,2277.0,time,-1.25,-2.25
2011-01-10,2011,Train,5,2.0,2274.0,2277.0,time,-1.25,-3.25
2011-01-10,2011,Train,10,1.0,2274.0,2277.0,time,-1.25,-2.25
2011-01-10,2011,Train,10,2.0,2274.0,2277.0,time,-1.25,-3.25
2011-01-10,2011,Train,15,1.0,2274.0,2277.0,stop,-3.0,-4.0
2011-01-10,2011,Train,15,2.0,2274.0,2277.0,stop,-3.0,-5.0
2011-01-18,2011,Train,3,1.0,2319.0,2323.75,time,0.0,-1.0
2011-01-18,2011,Train,3,2.0,2319.0,2323.75,time,0.0,-2.0
2011-01-18,2011,Train,5,1.0,2319.0,2323.75,time,-0.25,-1.25
2011-01-18,2011,Train,5,2.0,2319.0,2323.75,time,-0.25,-2.25
2011-01-18,2011,Train,10,1.0,2319.0,2323.75,time,-1.25,-2.25
2011-01-18,2011,Train,10,2.0,2319.0,2323.75,time,-1.25,-3.25
2011-01-18,2011,Train,15,1.0,2319.0,2323.75,time,-0.5,-1.5
2011-01-18,2011,Train,15,2.0,2319.0,2323.75,time,-0.5,-2.5
2011-01-31,2011,Train,3,1.0,2274.5,2279.5,time,2.75,1.75
2011-01-31,2011,Train,3,2.0,2274.5,2279.5,time,2.75,0.75
2011-01-31,2011,Train,5,1.0,2274.5,2279.5,time,1.25,0.25
2011-01-31,2011,Train,5,2.0,2274.5,2279.5,time,1.25,-0.75
2011-01-31,2011,Train,10,1.0,2274.5,2279.5,time,0.75,-0.25
2011-01-31,2011,Train,10,2.0,2274.5,2279.5,time,0.75,-1.25
2011-01-31,2011,Train,15,1.0,2274.5,2279.5,time,4.25,3.25
2011-01-31,2011,Train,15,2.0,2274.5,2279.5,time,4.25,2.25
2011-02-07,2011,Train,3,1.0,2350.5,2354.0625,time,0.0,-1.0
2011-02-07,2011,Train,3,2.0,2350.5,2354.0625,time,0.0,-2.0
2011-02-07,2011,Train,5,1.0,2350.5,2354.0625,time,1.75,0.75
2011-02-07,2011,Train,5,2.0,2350.5,2354.0625,time,1.75,-0.25
2011-02-07,2011,Train,10,1.0,2350.5,2354.0625,time,4.0,3.0
2011-02-07,2011,Train,10,2.0,2350.5,2354.0625,time,4.0,2.0
2011-02-07,2011,Train,15,1.0,2350.5,2354.0625,time,3.0,2.0
2011-02-07,2011,Train,15,2.0,2350.5,2354.0625,time,3.0,1.0
2011-03-21,2011,Train,3,1.0,2265.25,2270.3125,time,0.0,-1.0
2011-03-21,2011,Train,3,2.0,2265.25,2270.3125,time,0.0,-2.0
2011-03-21,2011,Train,5,1.0,2265.25,2270.3125,time,0.25,-0.75
2011-03-21,2011,Train,5,2.0,2265.25,2270.3125,time,0.25,-1.75
2011-03-21,2011,Train,10,1.0,2265.25,2270.3125,time,0.25,-0.75
2011-03-21,2011,Train,10,2.0,2265.25,2270.3125,time,0.25,-1.75
2011-03-21,2011,Train,15,1.0,2265.25,2270.3125,time,-0.25,-1.25
2011-03-21,2011,Train,15,2.0,2265.25,2270.3125,time,-0.25,-2.25
2011-03-25,2011,Train,3,1.0,2319.0,2321.0,time,-1.5,-2.5
2011-03-25,2011,Train,3,2.0,2319.0,2321.0,time,-1.5,-3.5
2011-03-25,2011,Train,5,1.0,2319.0,2321.0,time,-1.25,-2.25
2011-03-25,2011,Train,5,2.0,2319.0,2321.0,time,-1.25,-3.25
2011-03-25,2011,Train,10,1.0,2319.0,2321.0,stop,-2.0,-3.0
2011-03-25,2011,Train,10,2.0,2319.0,2321.0,stop,-2.0,-4.0
2011-03-25,2011,Train,15,1.0,2319.0,2321.0,stop,-2.0,-3.0
2011-03-25,2011,Train,15,2.0,2319.0,2321.0,stop,-2.0,-4.0
2011-04-14,2011,Train,3,1.0,2300.25,2304.375,time,-0.5,-1.5
2011-04-14,2011,Train,3,2.0,2300.25,2304.375,time,-0.5,-2.5
2011-04-14,2011,Train,5,1.0,2300.25,2304.375,time,-1.0,-2.0
2011-04-14,2011,Train,5,2.0,2300.25,2304.375,time,-1.0,-3.0
2011-04-14,2011,Train,10,1.0,2300.25,2304.375,time,-0.5,-1.5
2011-04-14,2011,Train,10,2.0,2300.25,2304.375,time,-0.5,-2.5
2011-04-14,2011,Train,15,1.0,2300.25,2304.375,time,0.0,-1.0
2011-04-14,2011,Train,15,2.0,2300.25,2304.375,time,0.0,-2.0
2011-05-02,2011,Train,3,1.0,2411.25,2414.1875,time,0.0,-1.0
2011-05-02,2011,Train,3,2.0,2411.25,2414.1875,time,0.0,-2.0
2011-05-02,2011,Train,5,1.0,2411.25,2414.1875,time,-0.25,-1.25
2011-05-02,2011,Train,5,2.0,2411.25,2414.1875,time,-0.25,-2.25
2011-05-02,2011,Train,10,1.0,2411.25,2414.1875,time,-2.25,-3.25
2011-05-02,2011,Train,10,2.0,2411.25,2414.1875,time,-2.25,-4.25
2011-05-02,2011,Train,15,1.0,2411.25,2414.1875,time,-1.75,-2.75
2011-05-02,2011,Train,15,2.0,2411.25,2414.1875,time,-1.75,-3.75
2011-05-05,2011,Train,3,1.0,2388.25,2392.5625,time,0.0,-1.0
2011-05-05,2011,Train,3,2.0,2388.25,2392.5625,time,0.0,-2.0
2011-05-05,2011,Train,5,1.0,2388.25,2392.5625,time,-1.75,-2.75
2011-05-05,2011,Train,5,2.0,2388.25,2392.5625,time,-1.75,-3.75
2011-05-05,2011,Train,10,1.0,2388.25,2392.5625,time,-3.75,-4.75
2011-05-05,2011,Train,10,2.0,2388.25,2392.5625,time,-3.75,-5.75
2011-05-05,2011,Train,15,1.0,2388.25,2392.5625,time,-2.5,-3.5
2011-05-05,2011,Train,15,2.0,2388.25,2392.5625,time,-2.5,-4.5
2011-05-06,2011,Train,3,1.0,2401.75,2405.375,time,-0.75,-1.75
2011-05-06,2011,Train,3,2.0,2401.75,2405.375,time,-0.75,-2.75
2011-05-06,2011,Train,5,1.0,2401.75,2405.375,time,0.25,-0.75
2011-05-06,2011,Train,5,2.0,2401.75,2405.375,time,0.25,-1.75
2011-05-06,2011,Train,10,1.0,2401.75,2405.375,time,3.25,2.25
2011-05-06,2011,Train,10,2.0,2401.75,2405.375,time,3.25,1.25
2011-05-06,2011,Train,15,1.0,2401.75,2405.375,time,-1.0,-2.0
2011-05-06,2011,Train,15,2.0,2401.75,2405.375,time,-1.0,-3.0
2011-05-25,2011,Train,3,1.0,2307.5,2310.375,time,-0.75,-1.75
2011-05-25,2011,Train,3,2.0,2307.5,2310.375,time,-0.75,-2.75
2011-05-25,2011,Train,5,1.0,2307.5,2310.375,time,-0.25,-1.25
2011-05-25,2011,Train,5,2.0,2307.5,2310.375,time,-0.25,-2.25
2011-05-25,2011,Train,10,1.0,2307.5,2310.375,time,1.75,0.75
2011-05-25,2011,Train,10,2.0,2307.5,2310.375,time,1.75,-0.25
2011-05-25,2011,Train,15,1.0,2307.5,2310.375,time,-0.25,-1.25
2011-05-25,2011,Train,15,2.0,2307.5,2310.375,time,-0.25,-2.25
2011-06-06,2011,Train,3,1.0,2296.75,2299.3125,time,-0.75,-1.75
2011-06-06,2011,Train,3,2.0,2296.75,2299.3125,time,-0.75,-2.75
2011-06-06,2011,Train,5,1.0,2296.75,2299.3125,time,-0.25,-1.25
2011-06-06,2011,Train,5,2.0,2296.75,2299.3125,time,-0.25,-2.25
2011-06-06,2011,Train,10,1.0,2296.75,2299.3125,time,1.75,0.75
2011-06-06,2011,Train,10,2.0,2296.75,2299.3125,time,1.75,-0.25
2011-06-06,2011,Train,15,1.0,2296.75,2299.3125,time,2.75,1.75
2011-06-06,2011,Train,15,2.0,2296.75,2299.3125,time,2.75,0.75
2011-06-09,2011,Train,3,1.0,2257.0,2260.0,time,-1.25,-2.25
2011-06-09,2011,Train,3,2.0,2257.0,2260.0,time,-1.25,-3.25
2011-06-09,2011,Train,5,1.0,2257.0,2260.0,time,-1.75,-2.75
2011-06-09,2011,Train,5,2.0,2257.0,2260.0,time,-1.75,-3.75
2011-06-09,2011,Train,10,1.0,2257.0,2260.0,time,0.25,-0.75
2011-06-09,2011,Train,10,2.0,2257.0,2260.0,time,0.25,-1.75
2011-06-09,2011,Train,15,1.0,2257.0,2260.0,time,-0.75,-1.75
2011-06-09,2011,Train,15,2.0,2257.0,2260.0,time,-0.75,-2.75
2011-07-05,2011,Train,3,1.0,2364.0,2366.5,time,-0.5,-1.5
2011-07-05,2011,Train,3,2.0,2364.0,2366.5,time,-0.5,-2.5
2011-07-05,2011,Train,5,1.0,2364.0,2366.5,time,-0.25,-1.25
2011-07-05,2011,Train,5,2.0,2364.0,2366.5,time,-0.25,-2.25
2011-07-05,2011,Train,10,1.0,2364.0,2366.5,time,0.75,-0.25
2011-07-05,2011,Train,10,2.0,2364.0,2366.5,time,0.75,-1.25
2011-07-05,2011,Train,15,1.0,2364.0,2366.5,time,0.5,-0.5
2011-07-05,2011,Train,15,2.0,2364.0,2366.5,time,0.5,-1.5
2011-09-06,2011,Train,3,1.0,2135.0,2140.0,time,0.75,-0.25
2011-09-06,2011,Train,3,2.0,2135.0,2140.0,time,0.75,-1.25
2011-09-06,2011,Train,5,1.0,2135.0,2140.0,time,0.5,-0.5
2011-09-06,2011,Train,5,2.0,2135.0,2140.0,time,0.5,-1.5
2011-09-06,2011,Train,10,1.0,2135.0,2140.0,time,1.5,0.5
2011-09-06,2011,Train,10,2.0,2135.0,2140.0,time,1.5,-0.5
2011-09-06,2011,Train,15,1.0,2135.0,2140.0,time,2.25,1.25
2011-09-06,2011,Train,15,2.0,2135.0,2140.0,time,2.25,0.25
2011-10-31,2011,Train,3,1.0,2378.75,2382.375,time,-1.75,-2.75
2011-10-31,2011,Train,3,2.0,2378.75,2382.375,time,-1.75,-3.75
2011-10-31,2011,Train,5,1.0,2378.75,2382.375,time,2.0,1.0
2011-10-31,2011,Train,5,2.0,2378.75,2382.375,time,2.0,0.0
2011-10-31,2011,Train,10,1.0,2378.75,2382.375,time,1.25,0.25
2011-10-31,2011,Train,10,2.0,2378.75,2382.375,time,1.25,-0.75
2011-10-31,2011,Train,15,1.0,2378.75,2382.375,time,1.5,0.5
2011-10-31,2011,Train,15,2.0,2378.75,2382.375,time,1.5,-0.5
2011-12-27,2011,Train,3,1.0,2293.25,2297.5625,time,-0.75,-1.75
2011-12-27,2011,Train,3,2.0,2293.25,2297.5625,time,-0.75,-2.75
2011-12-27,2011,Train,5,1.0,2293.25,2297.5625,time,-1.25,-2.25
2011-12-27,2011,Train,5,2.0,2293.25,2297.5625,time,-1.25,-3.25
2011-12-27,2011,Train,10,1.0,2293.25,2297.5625,time,-1.5,-2.5
2011-12-27,2011,Train,10,2.0,2293.25,2297.5625,time,-1.5,-3.5
2011-12-27,2011,Train,15,1.0,2293.25,2297.5625,time,-2.25,-3.25
2011-12-27,2011,Train,15,2.0,2293.25,2297.5625,time,-2.25,-4.25
2012-01-17,2012,Train,3,1.0,2396.25,2398.125,time,0.75,-0.25
2012-01-17,2012,Train,3,2.0,2396.25,2398.125,time,0.75,-1.25
2012-01-17,2012,Train,5,1.0,2396.25,2398.125,time,0.75,-0.25
2012-01-17,2012,Train,5,2.0,2396.25,2398.125,time,0.75,-1.25
2012-01-17,2012,Train,10,1.0,2396.25,2398.125,time,0.5,-0.5
2012-01-17,2012,Train,10,2.0,2396.25,2398.125,time,0.5,-1.5
2012-01-17,2012,Train,15,1.0,2396.25,2398.125,time,0.5,-0.5
2012-01-17,2012,Train,15,2.0,2396.25,2398.125,time,0.5,-1.5
2012-02-06,2012,Train,3,1.0,2521.0,2523.625,time,0.25,-0.75
2012-02-06,2012,Train,3,2.0,2521.0,2523.625,time,0.25,-1.75
2012-02-06,2012,Train,5,1.0,2521.0,2523.625,time,-0.75,-1.75
2012-02-06,2012,Train,5,2.0,2521.0,2523.625,time,-0.75,-2.75
2012-02-06,2012,Train,10,1.0,2521.0,2523.625,time,-0.75,-1.75
2012-02-06,2012,Train,10,2.0,2521.0,2523.625,time,-0.75,-2.75
2012-02-06,2012,Train,15,1.0,2521.0,2523.625,time,-1.0,-2.0
2012-02-06,2012,Train,15,2.0,2521.0,2523.625,time,-1.0,-3.0
2012-02-21,2012,Train,3,1.0,2593.75,2596.5,time,-0.25,-1.25
2012-02-21,2012,Train,3,2.0,2593.75,2596.5,time,-0.25,-2.25
2012-02-21,2012,Train,5,1.0,2593.75,2596.5,time,0.75,-0.25
2012-02-21,2012,Train,5,2.0,2593.75,2596.5,time,0.75,-1.25
2012-02-21,2012,Train,10,1.0,2593.75,2596.5,time,-0.25,-1.25
2012-02-21,2012,Train,10,2.0,2593.75,2596.5,time,-0.25,-2.25
2012-02-21,2012,Train,15,1.0,2593.75,2596.5,time,-0.25,-1.25
2012-02-21,2012,Train,15,2.0,2593.75,2596.5,time,-0.25,-2.25
2012-03-26,2012,Train,3,1.0,2753.5,2756.25,time,-0.5,-1.5
2012-03-26,2012,Train,3,2.0,2753.5,2756.25,time,-0.5,-2.5
2012-03-26,2012,Train,5,1.0,2753.5,2756.25,time,-0.5,-1.5
2012-03-26,2012,Train,5,2.0,2753.5,2756.25,time,-0.5,-2.5
2012-03-26,2012,Train,10,1.0,2753.5,2756.25,time,0.0,-1.0
2012-03-26,2012,Train,10,2.0,2753.5,2756.25,time,0.0,-2.0
2012-03-26,2012,Train,15,1.0,2753.5,2756.25,time,0.5,-0.5
2012-03-26,2012,Train,15,2.0,2753.5,2756.25,time,0.5,-1.5
2012-04-09,2012,Train,3,1.0,2735.0,2739.8125,time,3.0,2.0
2012-04-09,2012,Train,3,2.0,2735.0,2739.8125,time,3.0,1.0
2012-04-09,2012,Train,5,1.0,2735.0,2739.8125,time,2.75,1.75
2012-04-09,2012,Train,5,2.0,2735.0,2739.8125,time,2.75,0.75
2012-04-09,2012,Train,10,1.0,2735.0,2739.8125,time,2.0,1.0
2012-04-09,2012,Train,10,2.0,2735.0,2739.8125,time,2.0,0.0
2012-04-09,2012,Train,15,1.0,2735.0,2739.8125,time,3.25,2.25
2012-04-09,2012,Train,15,2.0,2735.0,2739.8125,time,3.25,1.25
2012-05-07,2012,Train,3,1.0,2639.5,2645.25,time,-0.25,-1.25
2012-05-07,2012,Train,3,2.0,2639.5,2645.25,time,-0.25,-2.25
2012-05-07,2012,Train,5,1.0,2639.5,2645.25,time,-0.25,-1.25
2012-05-07,2012,Train,5,2.0,2639.5,2645.25,time,-0.25,-2.25
2012-05-07,2012,Train,10,1.0,2639.5,2645.25,time,0.25,-0.75
2012-05-07,2012,Train,10,2.0,2639.5,2645.25,time,0.25,-1.75
2012-05-07,2012,Train,15,1.0,2639.5,2645.25,time,2.0,1.0
2012-05-07,2012,Train,15,2.0,2639.5,2645.25,time,2.0,0.0
2012-05-14,2012,Train,3,1.0,2595.75,2599.25,time,-1.75,-2.75
2012-05-14,2012,Train,3,2.0,2595.75,2599.25,time,-1.75,-3.75
2012-05-14,2012,Train,5,1.0,2595.75,2599.25,time,-0.75,-1.75
2012-05-14,2012,Train,5,2.0,2595.75,2599.25,time,-0.75,-2.75
2012-05-14,2012,Train,10,1.0,2595.75,2599.25,time,-1.25,-2.25
2012-05-14,2012,Train,10,2.0,2595.75,2599.25,time,-1.25,-3.25
2012-05-14,2012,Train,15,1.0,2595.75,2599.25,stop,-3.5,-4.5
2012-05-14,2012,Train,15,2.0,2595.75,2599.25,stop,-3.5,-5.5
2012-06-18,2012,Train,3,1.0,2580.75,2589.0625,time,1.75,0.75
2012-06-18,2012,Train,3,2.0,2580.75,2589.0625,time,1.75,-0.25
2012-06-18,2012,Train,5,1.0,2580.75,2589.0625,time,2.5,1.5
2012-06-18,2012,Train,5,2.0,2580.75,2589.0625,time,2.5,0.5
2012-06-18,2012,Train,10,1.0,2580.75,2589.0625,time,3.25,2.25
2012-06-18,2012,Train,10,2.0,2580.75,2589.0625,time,3.25,1.25
2012-06-18,2012,Train,15,1.0,2580.75,2589.0625,time,7.75,6.75
2012-06-18,2012,Train,15,2.0,2580.75,2589.0625,time,7.75,5.75
2012-07-16,2012,Train,3,1.0,2577.0,2581.25,time,-2.0,-3.0
2012-07-16,2012,Train,3,2.0,2577.0,2581.25,time,-2.0,-4.0
2012-07-16,2012,Train,5,1.0,2577.0,2581.25,time,-1.5,-2.5
2012-07-16,2012,Train,5,2.0,2577.0,2581.25,time,-1.5,-3.5
2012-07-16,2012,Train,10,1.0,2577.0,2581.25,time,-0.75,-1.75
2012-07-16,2012,Train,10,2.0,2577.0,2581.25,time,-0.75,-2.75
2012-07-16,2012,Train,15,1.0,2577.0,2581.25,time,-1.25,-2.25
2012-07-16,2012,Train,15,2.0,2577.0,2581.25,time,-1.25,-3.25
2012-07-23,2012,Train,3,1.0,2563.25,2568.5625,time,4.5,3.5
2012-07-23,2012,Train,3,2.0,2563.25,2568.5625,time,4.5,2.5
2012-07-23,2012,Train,5,1.0,2563.25,2568.5625,time,5.0,4.0
2012-07-23,2012,Train,5,2.0,2563.25,2568.5625,time,5.0,3.0
2012-07-23,2012,Train,10,1.0,2563.25,2568.5625,time,3.5,2.5
2012-07-23,2012,Train,10,2.0,2563.25,2568.5625,time,3.5,1.5
2012-07-23,2012,Train,15,1.0,2563.25,2568.5625,time,1.0,0.0
2012-07-23,2012,Train,15,2.0,2563.25,2568.5625,time,1.0,-1.0
2012-08-20,2012,Train,3,1.0,2776.25,2779.125,time,1.25,0.25
2012-08-20,2012,Train,3,2.0,2776.25,2779.125,time,1.25,-0.75
2012-08-20,2012,Train,5,1.0,2776.25,2779.125,time,-0.75,-1.75
2012-08-20,2012,Train,5,2.0,2776.25,2779.125,time,-0.75,-2.75
2012-08-20,2012,Train,10,1.0,2776.25,2779.125,time,-2.5,-3.5
2012-08-20,2012,Train,10,2.0,2776.25,2779.125,time,-2.5,-4.5
2012-08-20,2012,Train,15,1.0,2776.25,2779.125,time,-1.0,-2.0
2012-08-20,2012,Train,15,2.0,2776.25,2779.125,time,-1.0,-3.0
2012-08-22,2012,Train,3,1.0,2776.5,2780.875,time,0.25,-0.75
2012-08-22,2012,Train,3,2.0,2776.5,2780.875,time,0.25,-1.75
2012-08-22,2012,Train,5,1.0,2776.5,2780.875,time,1.75,0.75
2012-08-22,2012,Train,5,2.0,2776.5,2780.875,time,1.75,-0.25
2012-08-22,2012,Train,10,1.0,2776.5,2780.875,time,4.25,3.25
2012-08-22,2012,Train,10,2.0,2776.5,2780.875,time,4.25,2.25
2012-08-22,2012,Train,15,1.0,2776.5,2780.875,time,5.0,4.0
2012-08-22,2012,Train,15,2.0,2776.5,2780.875,time,5.0,3.0
2012-08-23,2012,Train,3,1.0,2772.5,2777.0,time,0.75,-0.25
2012-08-23,2012,Train,3,2.0,2772.5,2777.0,time,0.75,-1.25
2012-08-23,2012,Train,5,1.0,2772.5,2777.0,time,2.0,1.0
2012-08-23,2012,Train,5,2.0,2772.5,2777.0,time,2.0,0.0
2012-08-23,2012,Train,10,1.0,2772.5,2777.0,time,2.5,1.5
2012-08-23,2012,Train,10,2.0,2772.5,2777.0,time,2.5,0.5
2012-08-23,2012,Train,15,1.0,2772.5,2777.0,time,1.25,0.25
2012-08-23,2012,Train,15,2.0,2772.5,2777.0,time,1.25,-0.75
2012-08-28,2012,Train,3,1.0,2786.75,2790.75,time,-0.5,-1.5
2012-08-28,2012,Train,3,2.0,2786.75,2790.75,time,-0.5,-2.5
2012-08-28,2012,Train,5,1.0,2786.75,2790.75,time,-0.75,-1.75
2012-08-28,2012,Train,5,2.0,2786.75,2790.75,time,-0.75,-2.75
2012-08-28,2012,Train,10,1.0,2786.75,2790.75,time,0.75,-0.25
2012-08-28,2012,Train,10,2.0,2786.75,2790.75,time,0.75,-1.25
2012-08-28,2012,Train,15,1.0,2786.75,2790.75,time,0.5,-0.5
2012-08-28,2012,Train,15,2.0,2786.75,2790.75,time,0.5,-1.5
2012-08-31,2012,Train,3,1.0,2780.25,2789.125,time,-1.0,-2.0
2012-08-31,2012,Train,3,2.0,2780.25,2789.125,time,-1.0,-3.0
2012-08-31,2012,Train,5,1.0,2780.25,2789.125,time,-0.25,-1.25
2012-08-31,2012,Train,5,2.0,2780.25,2789.125,time,-0.25,-2.25
2012-08-31,2012,Train,10,1.0,2780.25,2789.125,time,0.0,-1.0
2012-08-31,2012,Train,10,2.0,2780.25,2789.125,time,0.0,-2.0
2012-08-31,2012,Train,15,1.0,2780.25,2789.125,time,-1.75,-2.75
2012-08-31,2012,Train,15,2.0,2780.25,2789.125,time,-1.75,-3.75
2012-09-11,2012,Train,3,1.0,2797.25,2800.875,time,-1.0,-2.0
2012-09-11,2012,Train,3,2.0,2797.25,2800.875,time,-1.0,-3.0
2012-09-11,2012,Train,5,1.0,2797.25,2800.875,time,-0.25,-1.25
2012-09-11,2012,Train,5,2.0,2797.25,2800.875,time,-0.25,-2.25
2012-09-11,2012,Train,10,1.0,2797.25,2800.875,time,3.75,2.75
2012-09-11,2012,Train,10,2.0,2797.25,2800.875,time,3.75,1.75
2012-09-11,2012,Train,15,1.0,2797.25,2800.875,time,3.5,2.5
2012-09-11,2012,Train,15,2.0,2797.25,2800.875,time,3.5,1.5
2012-09-20,2012,Train,3,1.0,2846.75,2849.5,time,0.5,-0.5
2012-09-20,2012,Train,3,2.0,2846.75,2849.5,time,0.5,-1.5
2012-09-20,2012,Train,5,1.0,2846.75,2849.5,time,0.0,-1.0
2012-09-20,2012,Train,5,2.0,2846.75,2849.5,time,0.0,-2.0
2012-09-20,2012,Train,10,1.0,2846.75,2849.5,time,0.0,-1.0
2012-09-20,2012,Train,10,2.0,2846.75,2849.5,time,0.0,-2.0
2012-09-20,2012,Train,15,1.0,2846.75,2849.5,time,-0.25,-1.25
2012-09-20,2012,Train,15,2.0,2846.75,2849.5,time,-0.25,-2.25
2012-09-25,2012,Train,3,1.0,2848.5,2851.25,time,-0.5,-1.5
2012-09-25,2012,Train,3,2.0,2848.5,2851.25,time,-0.5,-2.5
2012-09-25,2012,Train,5,1.0,2848.5,2851.25,time,0.0,-1.0
2012-09-25,2012,Train,5,2.0,2848.5,2851.25,time,0.0,-2.0
2012-09-25,2012,Train,10,1.0,2848.5,2851.25,time,0.75,-0.25
2012-09-25,2012,Train,10,2.0,2848.5,2851.25,time,0.75,-1.25
2012-09-25,2012,Train,15,1.0,2848.5,2851.25,time,1.25,0.25
2012-09-25,2012,Train,15,2.0,2848.5,2851.25,time,1.25,-0.75
2012-09-27,2012,Train,3,1.0,2787.75,2790.25,time,0.0,-1.0
2012-09-27,2012,Train,3,2.0,2787.75,2790.25,time,0.0,-2.0
2012-09-27,2012,Train,5,1.0,2787.75,2790.25,time,0.25,-0.75
2012-09-27,2012,Train,5,2.0,2787.75,2790.25,time,0.25,-1.75
2012-09-27,2012,Train,10,1.0,2787.75,2790.25,time,0.25,-0.75
2012-09-27,2012,Train,10,2.0,2787.75,2790.25,time,0.25,-1.75
2012-09-27,2012,Train,15,1.0,2787.75,2790.25,stop,-2.5,-3.5
2012-09-27,2012,Train,15,2.0,2787.75,2790.25,stop,-2.5,-4.5
2012-10-03,2012,Train,3,1.0,2805.75,2810.0625,time,2.75,1.75
2012-10-03,2012,Train,3,2.0,2805.75,2810.0625,time,2.75,0.75
2012-10-03,2012,Train,5,1.0,2805.75,2810.0625,time,2.25,1.25
2012-10-03,2012,Train,5,2.0,2805.75,2810.0625,time,2.25,0.25
2012-10-03,2012,Train,10,1.0,2805.75,2810.0625,time,1.0,0.0
2012-10-03,2012,Train,10,2.0,2805.75,2810.0625,time,1.0,-1.0
2012-10-03,2012,Train,15,1.0,2805.75,2810.0625,time,0.5,-0.5
2012-10-03,2012,Train,15,2.0,2805.75,2810.0625,time,0.5,-1.5
