split,unit,n,total,mean,median,pf,top_1_contribution,after_top_1_total,after_top_1_mean,after_top_1_pf,top_3_contribution,after_top_3_total,after_top_3_mean,after_top_3_pf,top_5_contribution,after_top_5_total,after_top_5_mean,after_top_5_pf,top_10_contribution,after_top_10_total,after_top_10_mean,after_top_10_pf,winners_for_50pct,winners_for_75pct,winners_for_90pct
IS,net_points,554,2042.625,3.687048736462094,-7.5,1.3009004364078296,0.12251392203659507,1792.375,3.2411844484629295,1.2640359438009834,0.30708035003977724,1415.375,2.568738656987296,1.2084998250685914,0.46019215470289454,1102.625,2.008424408014572,1.1624284162262692,0.8069273606266446,394.375,0.7249540441176471,1.0580956414458542,6,10,12
IS,net_r,554,16.09475506837805,0.029051904455556044,-1.016497370200137,1.0495039905816796,0.1237695008424737,14.102715267383019,0.025502197590204372,1.0433769063776748,0.37096986886588784,10.124085891233221,0.01837402158118552,1.0311395016872558,0.6179186590319479,6.149505599078225,0.011201285244222632,1.0189145511047182,1.234865397331558,-3.780101044088724,-0.00694871515457486,0.9883732255825363,5,7,8
Validation,net_points,164,1656.25,10.099085365853659,-28.4375,1.3268054459352803,0.1809811320754717,1356.5,8.322085889570552,1.2676598263614838,0.451622641509434,908.25,5.641304347826087,1.1792127071823204,0.6821132075471699,526.5,3.311320754716981,1.103887134964483,1.1400754716981132,-232.0,-1.5064935064935066,0.9542225730071034,4,6,8
Validation,net_r,164,14.167882517533968,0.08638952754593883,-0.5344917575319105,1.1664603284435524,0.1406949807757298,12.174532559096704,0.07469038379813929,1.1430401957332654,0.4217654783123187,8.192358770853502,0.05088421596803418,1.096253108397532,0.7025564200385526,4.214145696488487,0.026504060984204318,1.0495125560138083,1.4036136403104509,-5.7183506383926925,-0.03713214700254995,0.9328143408696242,4,6,7
OOS,net_points,69,1227.125,17.784420289855074,-44.25,1.398530426663419,0.3929917490068249,744.875,10.954044117647058,1.2419112572565258,0.9072017928083936,113.875,1.7253787878787878,1.0369829091056713,1.2627075481307934,-322.375,-5.037109375,0.8953030487557342,2.048691046144443,-1286.875,-21.8114406779661,0.5820647099419478,2,3,3
OOS,net_r,69,8.440811178692083,0.12233059679263888,-0.48103607770582796,1.2379445740301196,0.23645373805357012,6.444949823285979,0.09477867387185264,1.1816816900511333,0.7087759550413244,2.4581671741911153,0.03724495718471387,1.0692951813250207,1.1805011097320994,-1.5235757847930316,-0.02380587163739112,0.9570507403328318,2.35882461970603,-11.469582039896673,-0.19439969559146905,0.6766750546824098,3,4,4
