period,direction,bar_after_break,signed_close_disp_ib
Train,upside_failure,1,-0.21212121212121213
Train,upside_failure,2,-0.15151515151515152
Train,upside_failure,3,0.0
Train,upside_failure,4,0.15151515151515152
Train,upside_failure,5,-0.12121212121212122
Train,upside_failure,1,-0.043478260869565216
Train,upside_failure,2,-0.057971014492753624
Train,upside_failure,3,0.014492753623188406
Train,upside_failure,4,-0.043478260869565216
Train,upside_failure,5,-0.08695652173913043
Train,downside_failure,1,0.1276595744680851
Train,downside_failure,2,0.10638297872340426
Train,downside_failure,3,0.2127659574468085
Train,downside_failure,4,0.1276595744680851
Train,downside_failure,5,0.19148936170212766
Train,downside_failure,1,0.029850746268656716
Train,downside_failure,2,-0.04477611940298507
Train,downside_failure,3,-0.05970149253731343
Train,downside_failure,4,-0.08955223880597014
Train,downside_failure,5,-0.29850746268656714
Train,upside_failure,1,-0.22
Train,upside_failure,2,-0.04
Train,upside_failure,3,0.2
Train,upside_failure,4,0.18
Train,upside_failure,5,0.4
Train,upside_failure,1,-0.10869565217391304
Train,upside_failure,2,0.10869565217391304
Train,upside_failure,3,0.13043478260869565
Train,upside_failure,4,0.17391304347826086
Train,upside_failure,5,0.2826086956521739
Train,upside_failure,1,0.22857142857142856
Train,upside_failure,2,0.14285714285714285
Train,upside_failure,3,0.11428571428571428
Train,upside_failure,4,0.2857142857142857
