session_date,year,split,side,relative_volume,reentry_close_min,entry_min,entry,stop,target,target_name,risk_points,reward_r,exit_kind,net_points
2011-01-18,2011,Train,short,0.523258879807149,699,700,2319.0,2321.5,2309.5,ib_mid,2.5,3.8,stop,-3.5
2011-01-18,2011,Train,short,0.523258879807149,699,700,2319.0,2321.5,2300.0,opposite_ib,2.5,7.6,stop,-3.5
2011-01-31,2011,Train,short,0.2949867213790591,874,875,2274.5,2286.25,2264.75,ib_mid,11.75,0.8297872340425532,time,-5.25
2011-01-31,2011,Train,short,0.2949867213790591,874,875,2274.5,2286.25,2254.75,opposite_ib,11.75,1.6808510638297873,time,-5.25
2011-03-22,2011,Train,long,0.478795536651777,679,680,2254.25,2252.25,2258.75,ib_mid,2.0,2.25,target,3.5
2011-03-22,2011,Train,long,0.478795536651777,679,680,2254.25,2252.25,2264.0,opposite_ib,2.0,4.875,stop,-3.0
2011-04-04,2011,Train,long,0.40138934114837727,779,780,2330.75,2328.75,2339.375,ib_mid,2.0,4.3125,stop,-3.0
2011-04-04,2011,Train,long,0.40138934114837727,779,780,2330.75,2328.75,2348.75,opposite_ib,2.0,9.0,stop,-3.0
2011-04-11,2011,Train,long,0.3864309070340467,744,745,2311.25,2307.25,2320.75,ib_mid,4.0,2.375,stop,-5.0
2011-04-11,2011,Train,long,0.3864309070340467,744,745,2311.25,2307.25,2331.5,opposite_ib,4.0,5.0625,stop,-5.0
2011-04-14,2011,Train,short,0.5137928674105003,644,645,2300.25,2306.0,2295.75,ib_mid,5.75,0.782608695652174,target,3.5
2011-04-14,2011,Train,short,0.5137928674105003,644,645,2300.25,2306.0,2287.5,opposite_ib,5.75,2.217391304347826,stop,-6.75
2011-04-19,2011,Train,long,0.3049564731912078,664,665,2287.5,2285.0,2292.25,ib_mid,2.5,1.9,stop,-3.5
2011-04-19,2011,Train,long,0.3049564731912078,664,665,2287.5,2285.0,2297.0,opposite_ib,2.5,3.8,stop,-3.5
2011-04-25,2011,Train,long,0.21845764854614413,679,680,2373.0,2371.5,2376.75,ib_mid,1.5,2.5,target,2.75
2011-04-25,2011,Train,long,0.21845764854614413,679,680,2373.0,2371.5,2381.0,opposite_ib,1.5,5.333333333333333,target,7.0
2011-05-06,2011,Train,short,0.4701037217815741,729,730,2401.75,2410.0,2394.75,ib_mid,8.25,0.8484848484848485,target,6.0
2011-05-06,2011,Train,short,0.4701037217815741,729,730,2401.75,2410.0,2387.5,opposite_ib,8.25,1.7272727272727273,target,13.25
2011-05-31,2011,Train,long,0.5295741997068149,729,730,2350.0,2346.0,2355.75,ib_mid,4.0,1.4375,target,4.75
2011-05-31,2011,Train,long,0.5295741997068149,729,730,2350.0,2346.0,2362.5,opposite_ib,4.0,3.125,target,11.5
2011-06-06,2011,Train,short,0.4905144268949087,694,695,2296.75,2298.25,2291.625,ib_mid,1.5,3.4166666666666665,stop,-2.5
2011-06-06,2011,Train,short,0.4905144268949087,694,695,2296.75,2298.25,2286.5,opposite_ib,1.5,6.833333333333333,stop,-2.5
2011-06-09,2011,Train,short,0.41518685699883146,644,645,2257.0,2259.75,2252.0,ib_mid,2.75,1.8181818181818181,stop,-3.75
2011-06-09,2011,Train,short,0.41518685699883146,644,645,2257.0,2259.75,2246.0,opposite_ib,2.75,4.0,stop,-3.75
2011-06-10,2011,Train,long,0.6204730328330962,899,900,2233.75,2217.75,2240.125,ib_mid,16.0,0.3984375,stop,-17.0
2011-06-10,2011,Train,long,0.6204730328330962,899,900,2233.75,2217.75,2247.25,opposite_ib,16.0,0.84375,stop,-17.0
2011-06-13,2011,Train,long,0.44577142063602276,754,755,2218.0,2215.0,2224.125,ib_mid,3.0,2.0416666666666665,stop,-4.0
