session_date,year,split,side,relative_volume,reentry_close_min,entry_min,entry,stop,target,target_name,risk_points,reward_r,exit_kind,net_points
2015-08-26,2015,Train,long,0.5867825445027934,704,705,4080.5,4057.0,4113.875,ib_mid,23.5,1.4202127659574468,stop,-24.5
2015-08-26,2015,Train,long,0.5867825445027934,704,705,4080.5,4057.0,4149.75,opposite_ib,23.5,2.9468085106382977,stop,-24.5
2015-08-28,2015,Train,short,0.4634653602625133,704,705,4316.25,4339.0,4308.125,ib_mid,22.75,0.35714285714285715,target,7.125
2015-08-28,2015,Train,short,0.4634653602625133,704,705,4316.25,4339.0,4292.0,opposite_ib,22.75,1.065934065934066,target,23.25
2015-09-01,2015,Train,long,0.37601507623779334,864,865,4163.5,4151.0,4192.625,ib_mid,12.5,2.33,stop,-13.5
2015-09-01,2015,Train,long,0.37601507623779334,864,865,4163.5,4151.0,4223.0,opposite_ib,12.5,4.76,stop,-13.5
2015-09-03,2015,Train,short,0.5645824763471823,679,680,4288.25,4299.5,4273.25,ib_mid,11.25,1.3333333333333333,target,14.0
2015-09-03,2015,Train,short,0.5645824763471823,679,680,4288.25,4299.5,4257.25,opposite_ib,11.25,2.7555555555555555,target,30.0
2015-09-18,2015,Train,short,0.3442074987692068,724,725,4349.5,4363.0,4329.0,ib_mid,13.5,1.5185185185185186,target,19.5
2015-09-18,2015,Train,short,0.3442074987692068,724,725,4349.5,4363.0,4305.25,opposite_ib,13.5,3.2777777777777777,target,43.25
2015-09-23,2015,Train,short,0.33177452836644844,674,675,4272.0,4284.25,4260.875,ib_mid,12.25,0.9081632653061225,target,10.125
2015-09-23,2015,Train,short,0.33177452836644844,674,675,4272.0,4284.25,4247.5,opposite_ib,12.25,2.0,target,23.5
2015-09-25,2015,Train,long,0.49749214754394905,754,755,4265.75,4256.75,4282.125,ib_mid,9.0,1.8194444444444444,target,15.375
2015-09-25,2015,Train,long,0.49749214754394905,754,755,4265.75,4256.75,4298.5,opposite_ib,9.0,3.638888888888889,stop,-10.0
2015-10-16,2015,Train,short,0.6182286706627079,684,685,4419.0,4423.5,4411.25,ib_mid,4.5,1.7222222222222223,target,6.75
2015-10-16,2015,Train,short,0.6182286706627079,684,685,4419.0,4423.5,4403.0,opposite_ib,4.5,3.5555555555555554,target,15.0
2015-10-20,2015,Train,long,0.5961500493583416,729,730,4439.25,4429.5,4443.25,ib_mid,9.75,0.41025641025641024,stop,-10.75
2015-10-20,2015,Train,long,0.5961500493583416,729,730,4439.25,4429.5,4453.5,opposite_ib,9.75,1.4615384615384615,stop,-10.75
2015-10-23,2015,Train,short,0.2877852793770451,854,855,4620.75,4627.5,4605.875,ib_mid,6.75,2.2037037037037037,stop,-7.75
2015-10-23,2015,Train,short,0.2877852793770451,854,855,4620.75,4627.5,4590.5,opposite_ib,6.75,4.481481481481482,stop,-7.75
2015-10-28,2015,Train,short,0.35903975162166657,769,770,4641.75,4651.25,4629.25,ib_mid,9.5,1.3157894736842106,stop,-10.5
2015-10-28,2015,Train,short,0.35903975162166657,769,770,4641.75,4651.25,4616.75,opposite_ib,9.5,2.6315789473684212,stop,-10.5
2015-10-29,2015,Train,short,0.5527716474101,699,700,4659.0,4661.75,4651.625,ib_mid,2.75,2.6818181818181817,stop,-3.75
2015-10-29,2015,Train,short,0.5527716474101,699,700,4659.0,4661.75,4643.75,opposite_ib,2.75,5.545454545454546,stop,-3.75
2015-11-19,2015,Train,short,0.5834156504247562,694,695,4665.25,4669.75,4656.875,ib_mid,4.5,1.8611111111111112,target,7.375
2015-11-19,2015,Train,short,0.5834156504247562,694,695,4665.25,4669.75,4646.75,opposite_ib,4.5,4.111111111111111,stop,-5.5
2015-11-25,2015,Train,short,0.23315392895586654,759,760,4680.0,4682.75,4672.625,ib_mid,2.75,2.6818181818181817,target,6.375
2015-11-25,2015,Train,short,0.23315392895586654,759,760,4680.0,4682.75,4664.0,opposite_ib,2.75,5.818181818181818,time,7.0
2015-12-21,2015,Train,long,0.4640079902974959,679,680,4530.25,4529.0,4541.0,ib_mid,1.25,8.6,stop,-2.25
2015-12-21,2015,Train,long,0.4640079902974959,679,680,4530.25,4529.0,4552.0,opposite_ib,1.25,17.4,stop,-2.25
2015-12-22,2015,Train,short,0.3643188341797306,869,870,4575.0,4580.0,4565.375,ib_mid,5.0,1.925,stop,-6.0
2015-12-22,2015,Train,short,0.3643188341797306,869,870,4575.0,4580.0,4553.5,opposite_ib,5.0,4.3,stop,-6.0
2015-12-23,2015,Train,long,0.3049571554416593,804,805,4601.75,4598.0,4608.0,ib_mid,3.75,1.6666666666666667,target,5.25
2015-12-23,2015,Train,long,0.3049571554416593,804,805,4601.75,4598.0,4615.75,opposite_ib,3.75,3.7333333333333334,target,13.0
2016-01-04,2016,Train,long,0.6308910891089109,694,695,4449.25,4429.5,4466.5,ib_mid,19.75,0.8734177215189873,target,16.25
2016-01-04,2016,Train,long,0.6308910891089109,694,695,4449.25,4429.5,4486.25,opposite_ib,19.75,1.8734177215189873,time,28.75
2016-01-06,2016,Train,short,0.6156040914732442,669,670,4444.75,4456.75,4426.125,ib_mid,12.0,1.5520833333333333,stop,-13.0
2016-01-06,2016,Train,short,0.6156040914732442,669,670,4444.75,4456.75,4400.75,opposite_ib,12.0,3.6666666666666665,stop,-13.0
2016-01-08,2016,Train,long,0.5503234574612667,649,650,4325.5,4315.0,4337.25,ib_mid,10.5,1.119047619047619,stop,-11.5
2016-01-08,2016,Train,long,0.5503234574612667,649,650,4325.5,4315.0,4354.5,opposite_ib,10.5,2.761904761904762,stop,-11.5
2016-01-21,2016,Train,short,0.4750096788510023,659,660,4148.75,4172.75,4126.0,ib_mid,24.0,0.9479166666666666,stop,-25.0
2016-01-21,2016,Train,short,0.4750096788510023,659,660,4148.75,4172.75,4088.25,opposite_ib,24.0,2.5208333333333335,stop,-25.0
2016-01-22,2016,Train,short,0.1920807367782496,844,845,4239.5,4243.25,4220.875,ib_mid,3.75,4.966666666666667,stop,-4.75
2016-01-22,2016,Train,short,0.1920807367782496,844,845,4239.5,4243.25,4200.25,opposite_ib,3.75,10.466666666666667,stop,-4.75
2016-01-25,2016,Train,long,0.5693565807745719,684,685,4233.25,4223.75,4240.25,ib_mid,9.5,0.7368421052631579,target,6.0
2016-01-25,2016,Train,long,0.5693565807745719,684,685,4233.25,4223.75,4251.75,opposite_ib,9.5,1.9473684210526316,target,17.5
2016-01-27,2016,Train,short,0.6088960877149264,744,745,4207.5,4219.0,4181.5,ib_mid,11.5,2.260869565217391,target,25.0
2016-01-27,2016,Train,short,0.6088960877149264,744,745,4207.5,4219.0,4152.25,opposite_ib,11.5,4.804347826086956,target,54.25
2016-02-01,2016,Train,short,0.6250826828945628,684,685,4255.5,4268.25,4242.875,ib_mid,12.75,0.9901960784313726,stop,-13.75
2016-02-01,2016,Train,short,0.6250826828945628,684,685,4255.5,4268.25,4228.5,opposite_ib,12.75,2.1176470588235294,stop,-13.75
2016-02-11,2016,Train,long,0.5895552234407562,699,700,3913.5,3896.5,3930.375,ib_mid,17.0,0.9926470588235294,target,15.875
2016-02-11,2016,Train,long,0.5895552234407562,699,700,3913.5,3896.5,3956.25,opposite_ib,17.0,2.514705882352941,target,41.75
2016-02-17,2016,Train,short,0.5470007245547801,669,670,4170.0,4177.0,4147.25,ib_mid,7.0,3.25,stop,-8.0
2016-02-17,2016,Train,short,0.5470007245547801,669,670,4170.0,4177.0,4123.0,opposite_ib,7.0,6.714285714285714,stop,-8.0
2016-02-22,2016,Train,short,0.46865413356406826,764,765,4224.25,4230.75,4212.0,ib_mid,6.5,1.8846153846153846,stop,-7.5
