feature,best_train_bin,worst_train_bin,train_gap,inner_gap,validation_gap,oos_gap
excursion_ib,Q5,Q1,0.19329796565966817,0.028787138703442086,0.1191701954159742,0.10397481469151215
outside_5m,Q5,Q1,0.2564851893973419,0.27706128175761385,0.1602187469741131,0.09942842707298097
