session_date,year,period,break_side,signal_end,extreme_end,reentry_end,rejection_minutes,entry_min,ib_width,excursion_ib,outside_5m,reentry_depth_ib,relvol,mfe60_ib,mae60_ib,reversal_net_ib,direction,id,gb1,gb2,gb3,gb4,gb5,sample
2011-01-03,2011,Train,1,659,664,664,0,665,27.0,0.037037037037037,1,0.0185185185185185,0.3866033295563497,0.0925925925925925,0.1388888888888889,-0.0462962962962963,upside_failure,14,0.037037037037037035,0.06481481481481481,0.09259259259259259,0.10185185185185185,-0.0,all_events
2011-01-10,2011,Train,1,719,729,734,5,735,12.0,0.2083333333333333,3,0.1041666666666666,0.8910554592423487,0.1666666666666666,0.375,-0.2083333333333333,upside_failure,15,-0.0625,-0.14583333333333334,0.125,0.020833333333333332,0.020833333333333332,all_events
2011-01-18,2011,Train,1,684,689,699,10,700,19.0,0.1184210526315789,3,0.0,0.523258879807149,0.1184210526315789,0.1052631578947368,0.0131578947368421,upside_failure,16,-0.0,0.05263157894736842,0.07894736842105263,0.06578947368421052,0.013157894736842105,all_events
2011-01-31,2011,Train,1,724,749,874,125,875,20.0,0.5625,30,0.0125,0.2949867213790591,0.2875,0.2375,0.0499999999999999,upside_failure,17,-0.1125,-0.2125,-0.425,-0.425,-0.5125,all_events
2011-02-07,2011,Train,1,659,769,889,120,890,14.25,0.6140350877192983,46,0.0350877192982456,0.6397161796284194,0.5263157894736842,0.0350877192982456,0.4912280701754385,upside_failure,18,-0.21052631578947367,-0.19298245614035087,-0.2982456140350877,-0.2807017543859649,-0.21052631578947367,all_events
2011-03-14,2011,Train,-1,659,664,664,0,665,18.0,0.2361111111111111,1,0.0277777777777777,1.1665673904803162,0.0694444444444444,0.5694444444444444,-0.5,downside_failure,19,0.20833333333333334,0.09722222222222222,-0.19444444444444445,-0.2777777777777778,-0.1388888888888889,all_events
2011-03-21,2011,Train,1,664,669,694,25,695,20.25,0.2222222222222222,6,0.074074074074074,0.8406889923855991,0.1111111111111111,0.0617283950617283,0.0493827160493827,upside_failure,20,-0.037037037037037035,0.012345679012345678,-0.07407407407407407,0.037037037037037035,0.09876543209876543,all_events
2011-03-22,2011,Train,-1,674,679,679,0,680,10.5,0.0952380952380952,1,0.0714285714285714,0.478795536651777,0.5238095238095238,0.119047619047619,0.4047619047619047,downside_failure,21,0.14285714285714285,0.30952380952380953,0.42857142857142855,0.23809523809523808,0.2619047619047619,all_events
2011-03-25,2011,Train,1,634,709,844,135,845,8.0,1.3125,42,0.0,1.2709382326940075,0.625,0.3125,0.3125,upside_failure,22,0.0625,-0.375,-0.40625,-0.78125,-0.78125,all_events
2011-03-28,2011,Train,-1,704,709,714,5,715,11.25,0.4,2,0.0222222222222222,0.897610641267756,0.2222222222222222,0.0444444444444444,0.1777777777777777,downside_failure,23,0.08888888888888889,0.2222222222222222,0.26666666666666666,0.35555555555555557,0.26666666666666666,all_events
2011-04-04,2011,Train,-1,774,774,779,5,780,18.75,0.0533333333333333,1,0.04,0.4013893411483772,0.0666666666666666,0.4666666666666667,-0.4,downside_failure,24,0.05333333333333334,0.09333333333333334,0.10666666666666667,0.09333333333333334,0.06666666666666667,all_events
2011-04-11,2011,Train,-1,724,729,744,15,745,21.5,0.1162790697674418,4,0.0581395348837209,0.3864309070340467,0.0813953488372093,0.3488372093023256,-0.2674418604651163,downside_failure,25,-0.05813953488372093,-0.011627906976744186,-0.05813953488372093,0.06976744186046512,0.11627906976744186,all_events
2011-04-14,2011,Train,1,639,639,644,5,645,16.5,0.106060606060606,1,0.2272727272727272,0.5137928674105003,0.3939393939393939,0.1818181818181818,0.2121212121212121,upside_failure,26,0.24242424242424243,0.18181818181818182,0.21212121212121213,0.24242424242424243,0.18181818181818182,all_events
2011-04-19,2011,Train,-1,659,664,664,0,665,9.5,0.2368421052631578,1,0.0,0.3049564731912078,0.1578947368421052,0.5263157894736842,-0.3684210526315789,downside_failure,27,0.07894736842105263,0.15789473684210525,-0.10526315789473684,-0.07894736842105263,-0.34210526315789475,all_events
2011-04-25,2011,Train,-1,669,674,679,5,680,8.5,0.088235294117647,2,0.0588235294117647,0.2184576485461441,0.5882352941176471,0.088235294117647,0.5,downside_failure,28,0.0,0.08823529411764706,0.058823529411764705,0.14705882352941177,0.14705882352941177,all_events
2011-05-02,2011,Train,1,634,649,659,10,660,11.75,0.2340425531914893,5,0.0851063829787234,1.0086477987421385,0.8723404255319149,0.1914893617021276,0.6808510638297873,upside_failure,29,0.02127659574468085,0.10638297872340426,0.02127659574468085,0.0851063829787234,0.2127659574468085,all_events
2011-05-05,2011,Train,1,704,724,774,50,775,17.25,0.5797101449275363,14,0.0869565217391304,0.6652637796729058,0.1014492753623188,0.3623188405797101,-0.2608695652173913,upside_failure,30,-0.17391304347826086,-0.17391304347826086,-0.2028985507246377,-0.5507246376811594,-0.4057971014492754,all_events
2011-05-06,2011,Train,1,674,709,729,20,730,14.5,0.5344827586206896,11,0.0172413793103448,0.4701037217815741,0.7413793103448276,0.2413793103448276,0.5,upside_failure,31,-0.20689655172413793,-0.2413793103448276,-0.1896551724137931,-0.1896551724137931,-0.13793103448275862,all_events
2011-05-24,2011,Train,-1,639,639,664,25,665,10.5,0.3095238095238095,5,0.0952380952380952,0.6670252198560942,0.1666666666666666,0.6666666666666666,-0.5,downside_failure,32,0.09523809523809523,0.11904761904761904,0.11904761904761904,0.07142857142857142,0.30952380952380953,all_events
2011-05-25,2011,Train,1,639,639,649,10,650,11.5,0.3043478260869565,2,0.108695652173913,0.8292595141057535,0.1956521739130435,0.6304347826086957,-0.4347826086956522,upside_failure,33,0.021739130434782608,0.2826086956521739,0.2608695652173913,0.43478260869565216,0.2608695652173913,all_events
2011-05-31,2011,Train,-1,724,724,729,5,730,13.5,0.2037037037037037,1,0.0555555555555555,0.5295741997068149,0.2962962962962963,0.1851851851851851,0.1111111111111111,downside_failure,34,0.16666666666666666,0.14814814814814814,0.14814814814814814,0.24074074074074073,0.3148148148148148,all_events
2011-06-02,2011,Train,-1,709,709,719,10,720,16.0,0.25,2,0.125,1.0062065021827362,0.328125,0.1875,0.140625,downside_failure,35,0.09375,0.28125,0.296875,0.21875,0.28125,all_events
2011-06-06,2011,Train,1,684,689,694,5,695,10.25,0.1219512195121951,2,0.0,0.4905144268949087,0.6341463414634146,0.2439024390243902,0.3902439024390244,upside_failure,36,0.04878048780487805,0.07317073170731707,0.04878048780487805,0.24390243902439024,0.34146341463414637,all_events
2011-06-08,2011,Train,-1,819,839,879,40,880,12.75,0.6862745098039216,12,0.0980392156862745,1.1674236383177894,0.1372549019607843,0.6862745098039216,-0.5490196078431373,downside_failure,37,-0.09803921568627451,-0.058823529411764705,-0.11764705882352941,-0.17647058823529413,-0.0196078431372549,all_events
2011-06-09,2011,Train,1,639,639,644,5,645,12.0,0.125,1,0.0833333333333333,0.4151868569988314,0.2708333333333333,0.25,0.0208333333333333,upside_failure,38,0.125,-0.020833333333333332,0.14583333333333334,0.0625,0.0625,all_events
2011-06-13,2011,Train,-1,739,749,754,5,755,12.25,0.2244897959183673,3,0.0,0.4457714206360227,0.0612244897959183,0.5714285714285714,-0.5102040816326531,downside_failure,39,-0.061224489795918366,-0.08163265306122448,0.08163265306122448,0.14285714285714285,0.10204081632653061,all_events
2011-07-05,2011,Train,1,704,709,724,15,725,10.0,0.325,4,0.025,0.1733906972968585,0.1,0.425,-0.3249999999999999,upside_failure,40,-0.05,0.025,0.05,0.125,0.075,all_events
2011-07-18,2011,Train,-1,654,654,659,5,660,26.5,0.0471698113207547,1,0.0943396226415094,0.58129470988254,0.1886792452830188,0.3396226415094339,-0.150943396226415,downside_failure,41,0.1320754716981132,0.0660377358490566,0.09433962264150944,0.10377358490566038,0.12264150943396226,all_events
2011-08-01,2011,Train,-1,679,679,684,5,685,54.75,0.0136986301369863,1,0.0319634703196347,0.7921828199534074,0.0776255707762557,0.3744292237442922,-0.2968036529680365,downside_failure,42,0.0365296803652968,0.1095890410958904,-0.0091324200913242,-0.1004566210045662,-0.1141552511415525,all_events
2011-08-08,2011,Train,-1,829,829,834,5,835,58.5,0.1111111111111111,1,0.0641025641025641,0.4816819701812404,0.0427350427350427,0.8076923076923077,-0.764957264957265,downside_failure,43,0.08547008547008547,-0.09829059829059829,0.10256410256410256,-0.0641025641025641,-0.17094017094017094,all_events
2011-08-15,2011,Train,-1,679,694,704,10,705,22.0,0.3522727272727273,5,0.0,0.5815503211991435,0.2954545454545454,0.0454545454545454,0.25,downside_failure,44,0.022727272727272728,0.0,-0.2159090909090909,-0.1590909090909091,0.06818181818181818,all_events
2011-08-22,2011,Train,-1,659,664,664,0,665,26.5,0.1320754716981132,1,0.0,0.8257770984769047,0.0283018867924528,0.8301886792452831,-0.8018867924528302,downside_failure,45,0.0660377358490566,0.05660377358490566,-0.04716981132075472,-0.11320754716981132,-0.39622641509433965,all_events
