stop_rule,target_r,filter,period,n,E,PF,win
0.50x_ib_width,1.0,all,Train,1441,-0.8199167244968771,0.8830082186355085,0.49271339347675225
0.50x_ib_width,1.0,all,Validation,695,4.707014388489209,1.1677993921752177,0.5453237410071943
0.50x_ib_width,1.0,early,Inner,464,2.1939655172413794,1.109698275862069,0.5366379310344828
0.50x_ib_width,1.0,early,OOS,266,-1.6141917293233083,0.9653114396509938,0.5
0.50x_ib_width,1.0,early,Train,970,-0.5989690721649484,0.917396790417459,0.5030927835051546
0.50x_ib_width,1.0,early,Validation,496,5.596522177419355,1.1909786721706226,0.5483870967741935
0.50x_ib_width,1.0,high_volume,Inner,195,2.8826923076923077,1.1559833506763788,0.5076923076923077
0.50x_ib_width,1.0,high_volume,OOS,85,5.970588235294118,1.1493800360572501,0.5058823529411764
0.50x_ib_width,1.0,high_volume,Train,481,-0.5582120582120582,0.9235423933936072,0.4968814968814969
0.50x_ib_width,1.0,high_volume,Validation,188,9.246010638297872,1.372226237318986,0.5691489361702128
0.50x_ib_width,1.0,highvol_early,Inner,167,4.764970059880239,1.2660259089009611,0.5209580838323353
0.50x_ib_width,1.0,highvol_early,OOS,69,12.898550724637682,1.3496022783069823,0.5507246376811594
0.50x_ib_width,1.0,highvol_early,Train,387,-0.33430232558139533,0.955078125,0.5090439276485789
0.50x_ib_width,1.0,highvol_early,Validation,164,11.426829268292684,1.469644759100307,0.5853658536585366
0.50x_ib_width,1.0,low_volume,Inner,210,3.143452380952381,1.1902720230589083,0.5380952380952381
0.50x_ib_width,1.0,low_volume,OOS,136,-3.1838235294117645,0.9223057081978244,0.5
0.50x_ib_width,1.0,low_volume,Train,481,-1.9313929313929314,0.7172316706616444,0.4386694386694387
0.50x_ib_width,1.0,low_volume,Validation,201,1.1337064676616915,1.0399281599754693,0.527363184079602
0.50x_ib_width,1.5,all,Inner,677,3.510985967503693,1.1666389161525519,0.4874446085672083
0.50x_ib_width,1.5,all,OOS,370,-3.5930743243243244,0.9255144061742748,0.44324324324324327
0.50x_ib_width,1.5,all,Train,1441,-0.8406054823039556,0.8932376304163407,0.4198473282442748
0.50x_ib_width,1.5,all,Validation,695,4.0254496402877695,1.1251299855757941,0.46906474820143884
0.50x_ib_width,1.5,early,Inner,464,3.251751077586207,1.1440548507596282,0.47844827586206895
0.50x_ib_width,1.5,early,OOS,266,-4.731672932330827,0.9097881109169914,0.42857142857142855
0.50x_ib_width,1.5,early,Train,970,-0.5512886597938145,0.933144759255497,0.42061855670103093
0.50x_ib_width,1.5,early,Validation,496,6.034148185483871,1.1804877129503994,0.4717741935483871
0.50x_ib_width,1.5,high_volume,Inner,195,5.215705128205128,1.2518416491271511,0.4512820512820513
0.50x_ib_width,1.5,high_volume,OOS,85,9.427941176470588,1.2126227115945873,0.43529411764705883
