stop_rule,target_r,filter,period,n,E,PF,win
1.00x_ib_width,1.0,low_volume,OOS,136,7.5588235294117645,1.1840974212034383,0.5735294117647058
1.00x_ib_width,1.0,low_volume,Train,481,-1.4818087318087318,0.811117000132503,0.46153846153846156
1.00x_ib_width,1.0,low_volume,Validation,201,-0.15796019900497513,0.9958829059551982,0.5074626865671642
1.00x_ib_width,1.5,all,Inner,677,4.349150664697193,1.1735226084009842,0.5391432791728212
1.00x_ib_width,1.5,all,OOS,370,2.1983108108108107,1.0408993199160266,0.5162162162162162
1.00x_ib_width,1.5,all,Train,1441,-0.5674011103400416,0.9409710314953524,0.4482997918112422
1.00x_ib_width,1.5,all,Validation,695,6.70953237410072,1.1655689393468671,0.5381294964028777
1.00x_ib_width,1.5,early,Inner,464,4.402209051724138,1.1597954274314994,0.5323275862068966
1.00x_ib_width,1.5,early,OOS,266,0.43468045112781956,1.0072215976516146,0.5150375939849624
1.00x_ib_width,1.5,early,Train,970,-0.4542525773195876,0.9571813808852826,0.44742268041237115
1.00x_ib_width,1.5,early,Validation,496,10.480846774193548,1.246733984361095,0.5524193548387096
1.00x_ib_width,1.5,high_volume,Inner,195,7.941666666666666,1.326645222526893,0.5025641025641026
1.00x_ib_width,1.5,high_volume,OOS,85,6.397058823529412,1.1097154963680387,0.4470588235294118
1.00x_ib_width,1.5,high_volume,Train,481,0.382016632016632,1.0367224581563828,0.44282744282744285
1.00x_ib_width,1.5,high_volume,Validation,188,13.501994680851064,1.3610004977600796,0.5425531914893617
1.00x_ib_width,1.5,highvol_early,Inner,167,11.019461077844312,1.4668907776227325,0.49101796407185627
1.00x_ib_width,1.5,highvol_early,OOS,69,16.855072463768117,1.308549446176295,0.4927536231884058
1.00x_ib_width,1.5,highvol_early,Train,387,0.7051033591731266,1.0641304347826086,0.4496124031007752
1.00x_ib_width,1.5,highvol_early,Validation,164,14.070121951219512,1.3712343643164542,0.5548780487804879
1.00x_ib_width,1.5,low_volume,Inner,210,11.076190476190476,1.6703653000936667,0.580952380952381
1.00x_ib_width,1.5,low_volume,OOS,136,6.8869485294117645,1.1677337034383954,0.5735294117647058
1.00x_ib_width,1.5,low_volume,Train,481,-1.5236486486486487,0.8096428571428571,0.446985446985447
1.00x_ib_width,1.5,low_volume,Validation,201,2.3656716417910446,1.060782308577272,0.5024875621890548
1.00x_ib_width,2.0,all,Inner,677,4.2828655834564255,1.1691533581273243,0.5361890694239291
1.00x_ib_width,2.0,all,OOS,370,3.4148648648648647,1.0631971189916471,0.5135135135135135
1.00x_ib_width,2.0,all,Train,1441,-0.8979875086745316,0.9076044269903606,0.44274809160305345
1.00x_ib_width,2.0,all,Validation,695,5.962589928057554,1.1465942657021067,0.5352517985611511
1.00x_ib_width,2.0,early,Inner,464,3.8954741379310347,1.139513343496131,0.5280172413793104
1.00x_ib_width,2.0,early,OOS,266,1.6889097744360901,1.0278747266043091,0.5112781954887218
1.00x_ib_width,2.0,early,Train,970,-0.886340206185567,0.9175457945717848,0.4402061855670103
1.00x_ib_width,2.0,early,Validation,496,9.669858870967742,1.227474833706826,0.5504032258064516
1.00x_ib_width,2.0,high_volume,Inner,195,7.01025641025641,1.2781847781847782,0.49230769230769234
1.00x_ib_width,2.0,high_volume,OOS,85,7.9411764705882355,1.1361985472154963,0.4470588235294118
1.00x_ib_width,2.0,high_volume,Train,481,0.04521829521829522,1.0042956599022368,0.43451143451143454
1.00x_ib_width,2.0,high_volume,Validation,188,10.77659574468085,1.2881319775296878,0.5425531914893617
1.00x_ib_width,2.0,highvol_early,Inner,167,9.80688622754491,1.3980435046785757,0.47904191616766467
1.00x_ib_width,2.0,highvol_early,OOS,69,19.6231884057971,1.35922265702726,0.4927536231884058
1.00x_ib_width,2.0,highvol_early,Train,387,0.40891472868217055,1.036678641789315,0.4392764857881137
1.00x_ib_width,2.0,highvol_early,Validation,164,11.603658536585366,1.3061577444395287,0.5548780487804879
1.00x_ib_width,2.0,low_volume,Inner,210,11.277380952380952,1.6825419698825563,0.580952380952381
1.00x_ib_width,2.0,low_volume,OOS,136,5.832720588235294,1.1394173733468078,0.5661764705882353
1.00x_ib_width,2.0,low_volume,Train,481,-1.5478170478170479,0.8066233766233766,0.446985446985447
1.00x_ib_width,2.0,low_volume,Validation,201,1.8233830845771144,1.0462329307136775,0.4925373134328358
opposite_ib,0.75,all,Inner,677,3.804745199409158,1.1528309303429454,0.5790251107828656
opposite_ib,0.75,all,OOS,370,4.693243243243243,1.092398967728204,0.5540540540540541
opposite_ib,0.75,all,Train,1441,-0.9558032616238723,0.8969154629144526,0.4878556557945871
opposite_ib,0.75,all,Validation,695,4.44910071942446,1.1158782802589542,0.5697841726618705
opposite_ib,0.75,early,Inner,464,3.0928071120689653,1.1121295880296134,0.5797413793103449
opposite_ib,0.75,early,OOS,266,3.156015037593985,1.0558270989193683,0.5639097744360902
opposite_ib,0.75,early,Train,970,-0.961340206185567,0.9057890482925843,0.49690721649484537
opposite_ib,0.75,early,Validation,496,7.011088709677419,1.1732620853729931,0.5887096774193549
opposite_ib,0.75,high_volume,Inner,195,8.41025641025641,1.3569291038685456,0.558974358974359
opposite_ib,0.75,high_volume,OOS,85,15.253676470588236,1.2940551114135057,0.5411764705882353
opposite_ib,0.75,high_volume,Train,481,-0.3106808731808732,0.9692246305925964,0.49064449064449067
opposite_ib,0.75,high_volume,Validation,188,8.45378989361702,1.2289663245092743,0.5691489361702128
opposite_ib,0.75,highvol_early,Inner,167,8.696107784431138,1.3663366336633664,0.5389221556886228
opposite_ib,0.75,highvol_early,OOS,69,22.53804347826087,1.4601982688466375,0.5942028985507246
opposite_ib,0.75,highvol_early,Train,387,-0.030684754521963824,0.9971152678246082,0.5064599483204134
opposite_ib,0.75,highvol_early,Validation,164,9.754192073170731,1.263409764531533,0.5853658536585366
opposite_ib,0.75,low_volume,Inner,210,11.814880952380953,1.7420741737700014,0.6095238095238096
opposite_ib,0.75,low_volume,OOS,136,3.0721507352941178,1.0727769552342798,0.5735294117647058
opposite_ib,0.75,low_volume,Train,481,-1.5582120582120582,0.8015752200675095,0.4677754677754678
opposite_ib,0.75,low_volume,Validation,201,1.5534825870646767,1.0427520109532775,0.5323383084577115
opposite_ib,1.0,all,Inner,677,3.5358197932053175,1.1374553180493547,0.5568685376661743
opposite_ib,1.0,all,OOS,370,6.3,1.1221506052507468,0.5405405405405406
opposite_ib,1.0,all,Train,1441,-0.9916724496877168,0.8974616557538793,0.4628730048577377
opposite_ib,1.0,all,Validation,695,4.530935251798561,1.1131980516562718,0.5510791366906475
opposite_ib,1.0,early,Inner,464,3.7952586206896552,1.1338069638888362,0.5560344827586207
opposite_ib,1.0,early,OOS,266,3.9915413533834587,1.069273178051804,0.5451127819548872
opposite_ib,1.0,early,Train,970,-0.9188144329896907,0.9137993568198853,0.465979381443299
opposite_ib,1.0,early,Validation,496,8.144153225806452,1.1949471550600839,0.5705645161290323
opposite_ib,1.0,high_volume,Inner,195,7.0115384615384615,1.2782498092088528,0.5230769230769231
opposite_ib,1.0,high_volume,OOS,85,17.99411764705882,1.3397001665741255,0.5058823529411764
opposite_ib,1.0,high_volume,Train,481,-0.02650727650727651,0.9974982831354852,0.46361746361746364
opposite_ib,1.0,high_volume,Validation,188,12.085106382978724,1.3270241093918675,0.5638297872340425
opposite_ib,1.0,highvol_early,Inner,167,9.27245508982036,1.3761690756710798,0.5089820359281437
opposite_ib,1.0,highvol_early,OOS,69,25.85144927536232,1.513678905687545,0.5507246376811594
opposite_ib,1.0,highvol_early,Train,387,0.332687338501292,1.0296881305124805,0.4754521963824289
opposite_ib,1.0,highvol_early,Validation,164,13.100609756097562,1.3534153061644116,0.5792682926829268
opposite_ib,1.0,low_volume,Inner,210,10.833333333333334,1.6508367901587755,0.5904761904761905
opposite_ib,1.0,low_volume,OOS,136,6.8400735294117645,1.1620362306218428,0.5735294117647058
opposite_ib,1.0,low_volume,Train,481,-1.5784823284823284,0.8014124109069509,0.4573804573804574
opposite_ib,1.0,low_volume,Validation,201,-0.2537313432835821,0.9934312210200927,0.5024875621890548
opposite_ib,1.5,all,Inner,677,3.4387001477104873,1.131033124138125,0.5420974889217134
opposite_ib,1.5,all,OOS,370,5.890878378378378,1.1125054842955584,0.5324324324324324
opposite_ib,1.5,all,Train,1441,-1.0498785565579458,0.8941286586539303,0.4476058292852186
opposite_ib,1.5,all,Validation,695,6.3390287769784175,1.156151699082894,0.5424460431654676
opposite_ib,1.5,early,Inner,464,2.875269396551724,1.0987326549491212,0.5344827586206896
opposite_ib,1.5,early,OOS,266,3.9149436090225564,1.0666800064030735,0.5338345864661654
opposite_ib,1.5,early,Train,970,-1.038917525773196,0.9054066738630497,0.44742268041237115
opposite_ib,1.5,early,Validation,496,10.107358870967742,1.237411945776357,0.5584677419354839
opposite_ib,1.5,high_volume,Inner,195,6.476923076923077,1.2462588349987813,0.5076923076923077
opposite_ib,1.5,high_volume,OOS,85,14.651470588235295,1.2621152328334648,0.4823529411764706
opposite_ib,1.5,high_volume,Train,481,-0.30665280665280664,0.9718779790276454,0.4407484407484408
opposite_ib,1.5,high_volume,Validation,188,10.83843085106383,1.2870500810030288,0.5531914893617021
opposite_ib,1.5,highvol_early,Inner,167,8.665419161676647,1.3340932702297126,0.49101796407185627
opposite_ib,1.5,highvol_early,OOS,69,22.393115942028984,1.4152166610681896,0.5217391304347826
opposite_ib,1.5,highvol_early,Train,387,0.015180878552971577,1.001309848949334,0.4470284237726098
opposite_ib,1.5,highvol_early,Validation,164,12.245426829268293,1.3223385899442237,0.5670731707317073
opposite_ib,1.5,low_volume,Inner,210,10.845833333333333,1.6488960113960114,0.580952380952381
opposite_ib,1.5,low_volume,OOS,136,6.154411764705882,1.1457934157812228,0.5735294117647058
opposite_ib,1.5,low_volume,Train,481,-1.7177754677754677,0.7870901243316369,0.4490644490644491
opposite_ib,1.5,low_volume,Validation,201,2.3544776119402986,1.0608329584163507,0.4975124378109453
opposite_ib,2.0,all,Inner,677,3.3519202363367797,1.12738933954585,0.5406203840472673
opposite_ib,2.0,all,OOS,370,4.422972972972973,1.0839661364802462,0.5297297297297298
opposite_ib,2.0,all,Train,1441,-1.2647467036780013,0.8739277808522413,0.4455239417071478
opposite_ib,2.0,all,Validation,695,6.733453237410072,1.1653461236098965,0.5410071942446043
opposite_ib,2.0,early,Inner,464,2.4504310344827585,1.0838526494339762,0.5323275862068966
opposite_ib,2.0,early,OOS,266,1.0695488721804511,1.018081860938096,0.5300751879699248
opposite_ib,2.0,early,Train,970,-1.331701030927835,0.8806118440814251,0.44432989690721647
opposite_ib,2.0,early,Validation,496,10.66179435483871,1.2504350914580002,0.5584677419354839
opposite_ib,2.0,high_volume,Inner,195,5.414102564102564,1.2039800995024876,0.5025641025641026
opposite_ib,2.0,high_volume,OOS,85,10.320588235294117,1.184635622204683,0.4823529411764706
opposite_ib,2.0,high_volume,Train,481,-0.7354469854469855,0.9340110991932099,0.4365904365904366
opposite_ib,2.0,high_volume,Validation,188,11.003989361702128,1.291434810171163,0.5531914893617021
opposite_ib,2.0,highvol_early,Inner,167,7.4431137724550895,1.2838871759735069,0.48502994011976047
opposite_ib,2.0,highvol_early,OOS,69,17.057971014492754,1.3162915686933154,0.5217391304347826
opposite_ib,2.0,highvol_early,Train,387,-0.4496124031007752,0.9621821343186264,0.4418604651162791
opposite_ib,2.0,highvol_early,Validation,164,12.15701219512195,1.3200112355041933,0.5670731707317073
opposite_ib,2.0,low_volume,Inner,210,11.064285714285715,1.661965811965812,0.580952380952381
opposite_ib,2.0,low_volume,OOS,136,0.41544117647058826,1.0096457533077252,0.5661764705882353
opposite_ib,2.0,low_volume,Train,481,-1.615904365904366,0.799716549636024,0.4490644490644491
opposite_ib,2.0,low_volume,Validation,201,2.3445273631840795,1.059890703437758,0.4925373134328358
