session_date,year,period,break_side,signal_end,extreme_end,reentry_end,rejection_minutes,entry_min,ib_width,excursion_ib,outside_5m,reentry_depth_ib,relvol,mfe60_ib,mae60_ib,reversal_net_ib
2015-10-27,2015,Train,1,664,669,699,30,700,21.25,0.4,7,0.08235294117647059,1.179706877113867,0.5176470588235295,0.27058823529411763,0.24705882352941183
2015-10-28,2015,Train,1,704,749,769,20,770,25.0,0.37,13,0.0,0.35903975162166657,0.07,0.32,-0.25
2015-10-29,2015,Train,1,694,694,699,5,700,15.75,0.12698412698412698,1,0.031746031746031744,0.5527716474101,0.42857142857142855,0.30158730158730157,0.12698412698412698
2015-10-30,2015,Train,-1,679,689,714,25,715,14.25,0.2807017543859649,7,0.10526315789473684,0.7986627742725304,0.543859649122807,0.45614035087719296,0.08771929824561409
2015-11-11,2015,Train,1,734,759,809,50,810,24.25,0.9175257731958762,15,0.05154639175257732,0.9812206572769953,0.1958762886597938,0.29896907216494845,-0.10309278350515463
2015-11-19,2015,Train,1,689,694,694,0,695,20.25,0.12345679012345678,1,0.08641975308641975,0.5834156504247562,0.5802469135802469,0.19753086419753085,0.3827160493827161
2015-11-24,2015,Train,-1,634,639,684,45,685,23.0,0.7608695652173914,10,0.10869565217391304,1.412126125357341,1.2282608695652173,0.010869565217391304,1.217391304347826
2015-11-25,2015,Train,1,754,759,759,0,760,17.25,0.07246376811594203,1,0.057971014492753624,0.23315392895586654,0.3188405797101449,0.14492753623188406,0.17391304347826084
2015-11-27,2015,Train,1,689,694,709,15,710,20.75,0.25301204819277107,4,0.04819277108433735,0.7215483870967742,0.0963855421686747,0.20481927710843373,-0.10843373493975902
2015-11-30,2015,Train,-1,689,724,829,105,830,26.75,0.5420560747663551,28,0.08411214953271028,0.7095208376672908,0.4485981308411215,0.009345794392523364,0.4392523364485981
2015-12-07,2015,Train,-1,634,639,639,0,640,31.25,0.12,1,0.088,1.030361500482379,0.0,0.68,-0.68
2015-12-10,2015,Train,1,639,649,669,20,670,28.75,0.4434782608695652,6,0.034782608695652174,0.7291293854968725,0.2608695652173913,0.3217391304347826,-0.060869565217391286
2015-12-11,2015,Train,-1,664,669,669,0,670,28.75,0.1565217391304348,1,0.1826086956521739,0.6776197426932347,0.16521739130434782,0.808695652173913,-0.6434782608695653
2015-12-14,2015,Train,-1,679,699,719,20,720,48.75,0.6,8,0.02564102564102564,0.7802104753840571,0.6666666666666666,0.12307692307692308,0.5435897435897435
2015-12-16,2015,Train,-1,639,639,644,5,645,36.5,0.22602739726027396,1,0.19863013698630136,1.2239603204883631,0.0273972602739726,0.3150684931506849,-0.2876712328767123
2015-12-18,2015,Train,-1,634,649,659,10,660,37.0,0.3108108108108108,5,0.19594594594594594,1.0128007721830257,0.3581081081081081,0.27702702702702703,0.08108108108108109
2015-12-21,2015,Train,-1,674,674,679,5,680,22.0,0.03409090909090909,1,0.022727272727272728,0.4640079902974959,0.26136363636363635,0.8409090909090909,-0.5795454545454546
2015-12-22,2015,Train,1,864,864,869,5,870,23.75,0.10526315789473684,1,0.09473684210526316,0.3643188341797306,0.07368421052631578,0.5894736842105263,-0.5157894736842105
2015-12-23,2015,Train,-1,799,799,804,5,805,15.5,0.12903225806451613,1,0.08064516129032258,0.3049571554416593,0.8225806451612904,0.22580645161290322,0.5967741935483871
2015-12-24,2015,Train,1,714,724,734,10,735,12.75,0.1568627450980392,4,0.0392156862745098,0.4587981696479219,1.5490196078431373,0.21568627450980393,1.3333333333333335
2015-12-28,2015,Train,-1,649,659,704,45,705,21.5,0.6744186046511628,11,0.09302325581395349,1.0346662553503259,0.32558139534883723,0.18604651162790697,0.13953488372093026
2015-12-31,2015,Train,-1,634,634,649,15,650,24.5,0.30612244897959184,3,0.061224489795918366,1.4056316590563165,0.673469387755102,0.061224489795918366,0.6122448979591837
2016-01-04,2016,Train,-1,659,669,694,25,695,39.5,0.43037974683544306,7,0.06329113924050633,0.6308910891089109,0.310126582278481,0.10126582278481013,0.2088607594936709
2016-01-05,2016,Train,-1,724,739,824,85,825,36.75,0.5510204081632653,20,0.2653061224489796,0.7178161305486535,0.4217687074829932,0.12244897959183673,0.29931972789115646
2016-01-06,2016,Train,1,664,664,669,5,670,50.75,0.09852216748768473,1,0.1330049261083744,0.6156040914732442,0.1330049261083744,0.3054187192118227,-0.1724137931034483
2016-01-07,2016,Train,1,634,664,709,45,710,36.0,0.7916666666666666,15,0.034722222222222224,0.9876656500499311,0.375,0.1875,0.1875
2016-01-08,2016,Train,-1,644,649,649,0,650,34.5,0.13768115942028986,1,0.15942028985507245,0.5503234574612667,0.0,1.4202898550724639,-1.4202898550724639
2016-01-11,2016,Train,-1,654,694,709,15,710,42.25,0.5443786982248521,11,0.14792899408284024,1.053619776339023,0.21301775147928995,0.6923076923076923,-0.47928994082840237
2016-01-12,2016,Train,-1,649,654,654,0,655,35.0,0.19285714285714287,1,0.03571428571428571,0.8073246543808769,0.17142857142857143,0.7357142857142858,-0.5642857142857143
2016-01-13,2016,Train,-1,634,634,644,10,645,40.5,0.19753086419753085,2,0.05555555555555555,1.8294787906137184,0.30246913580246915,0.4567901234567901,-0.15432098765432095
2016-01-14,2016,Train,1,634,654,684,30,685,79.75,0.44200626959247646,10,0.006269592476489028,1.4458866794885206,0.06269592476489028,0.4608150470219436,-0.3981191222570533
2016-01-15,2016,Train,-1,739,759,784,25,785,62.25,0.606425702811245,9,0.024096385542168676,0.7411111303354845,0.3092369477911647,0.2289156626506024,0.08032128514056228
2016-01-19,2016,Train,-1,674,684,689,5,690,39.5,0.4430379746835443,3,0.06329113924050633,0.8746723417507981,0.3291139240506329,0.6265822784810127,-0.2974683544303798
2016-01-20,2016,Train,-1,634,659,679,20,680,60.25,0.46473029045643155,9,0.04979253112033195,1.1622959337143481,0.23236514522821577,0.4854771784232365,-0.25311203319502074
2016-01-21,2016,Train,1,654,659,659,0,660,75.5,0.11589403973509933,1,0.1986754966887417,0.4750096788510023,0.13245033112582782,0.39403973509933776,-0.26158940397350994
2016-01-22,2016,Train,1,839,839,844,5,845,41.25,0.03636363636363636,1,0.048484848484848485,0.1920807367782496,0.17575757575757575,0.32727272727272727,-0.15151515151515152
2016-01-25,2016,Train,-1,674,674,684,10,685,23.0,0.20652173913043478,2,0.1956521739130435,0.5693565807745719,0.31521739130434784,0.2608695652173913,0.05434782608695654
2016-01-26,2016,Train,1,639,644,649,5,650,43.5,0.1724137931034483,2,0.04597701149425287,0.6634667214250879,0.10919540229885058,0.3275862068965517,-0.21839080459770113
2016-01-27,2016,Train,1,734,739,744,5,745,58.5,0.13675213675213677,2,0.05128205128205128,0.6088960877149264,0.24358974358974358,0.07692307692307693,0.16666666666666666
2016-02-01,2016,Train,1,644,659,684,25,685,28.75,0.3739130434782609,8,0.05217391304347826,0.6250826828945628,0.1565217391304348,0.48695652173913045,-0.33043478260869563
2016-02-03,2016,Train,-1,634,639,644,5,645,97.25,0.17480719794344474,2,0.02313624678663239,1.9171324208951284,0.35475578406169667,0.11568123393316196,0.2390745501285347
2016-02-04,2016,Train,1,634,639,644,5,645,71.25,0.16140350877192983,2,0.04912280701754386,0.7131598572954668,0.6,0.12982456140350876,0.47017543859649125
2016-02-08,2016,Train,-1,664,674,689,15,690,38.75,0.5096774193548387,5,0.05806451612903226,0.8389684231901716,0.6709677419354839,0.4129032258064516,0.2580645161290323
2016-02-10,2016,Train,1,634,634,644,10,645,55.0,0.25,2,0.23636363636363636,1.781725888324873,0.6545454545454545,0.05454545454545454,0.6
2016-02-12,2016,Train,1,689,694,714,20,715,43.75,0.25142857142857145,5,0.19428571428571428,0.7953592885942405,0.022857142857142857,0.26285714285714284,-0.24
2016-02-16,2016,Train,-1,669,674,694,20,695,30.5,0.5081967213114754,5,0.14754098360655737,1.0607422304622443,0.639344262295082,0.11475409836065574,0.5245901639344263
2016-02-17,2016,Train,1,659,669,669,0,670,48.5,0.10824742268041238,2,0.030927835051546393,0.5470007245547801,0.1134020618556701,0.14948453608247422,-0.03608247422680412
2016-02-18,2016,Train,-1,649,669,719,50,720,33.5,0.5373134328358209,14,0.13432835820895522,0.6366519580805294,0.03731343283582089,0.39552238805970147,-0.3582089552238806
2016-02-19,2016,Train,1,634,639,639,0,640,43.25,0.06936416184971098,1,0.15606936416184972,0.7064943107051629,0.3179190751445087,0.4277456647398844,-0.10982658959537572
2016-02-22,2016,Train,1,759,759,764,5,765,30.5,0.10655737704918032,1,0.09016393442622951,0.46865413356406826,0.22950819672131148,0.30327868852459017,-0.07377049180327869
2016-02-23,2016,Train,-1,649,674,704,30,705,33.5,0.5373134328358209,11,0.04477611940298507,1.163148944683405,0.05223880597014925,0.44029850746268656,-0.3880597014925373
2016-02-25,2016,Train,1,824,824,829,5,830,45.5,0.04395604395604396,1,0.04395604395604396,0.4238947013162335,0.15934065934065933,0.07692307692307693,0.0824175824175824
2016-02-26,2016,Train,-1,699,704,709,5,710,34.0,0.13970588235294118,2,0.051470588235294115,0.563466019879203,0.0661764705882353,0.4852941176470588,-0.41911764705882354
2016-02-29,2016,Train,1,679,709,809,100,810,23.0,0.6739130434782609,26,0.17391304347826086,0.5317738508199996,1.0326086956521738,0.06521739130434782,0.967391304347826
2016-03-01,2016,Train,1,634,639,649,10,650,48.25,0.15544041450777202,3,0.0,1.0483605971855132,0.10362694300518134,0.5233160621761658,-0.41968911917098445
2016-03-02,2016,Train,-1,714,729,779,50,780,23.25,0.4838709677419355,13,0.043010752688172046,0.4099858690532266,0.25806451612903225,0.27956989247311825,-0.021505376344086002
2016-03-03,2016,Train,-1,684,699,719,20,720,27.75,0.3333333333333333,7,0.05405405405405406,1.017823415756681,0.16216216216216217,0.18018018018018017,-0.018018018018018
2016-03-04,2016,Train,1,674,679,699,20,700,35.25,0.2978723404255319,5,0.07801418439716312,0.6027419551686262,0.1773049645390071,0.2127659574468085,-0.035460992907801414
2016-03-07,2016,Train,1,694,709,804,95,805,26.75,0.6822429906542056,22,0.06542056074766354,0.6190589921184618,1.0,0.018691588785046728,0.9813084112149533
2016-03-08,2016,Train,1,719,724,724,0,725,35.25,0.12056737588652482,1,0.07092198581560284,0.32896070108174724,0.04964539007092199,0.46099290780141844,-0.41134751773049644
2016-03-09,2016,Train,1,639,639,649,10,650,26.5,0.330188679245283,2,0.05660377358490566,1.2980954419002781,0.8207547169811321,0.27358490566037735,0.5471698113207548
2016-03-10,2016,Train,-1,634,639,644,5,645,35.5,0.4295774647887324,2,0.028169014084507043,1.4663545296167246,0.1056338028169014,1.232394366197183,-1.1267605633802815
2016-03-11,2016,Train,1,639,649,674,25,675,22.0,0.2727272727272727,7,0.03409090909090909,0.976240202461977,0.011363636363636364,0.22727272727272727,-0.2159090909090909
2016-03-15,2016,Train,1,639,639,644,5,645,20.25,0.12345679012345678,1,0.07407407407407407,0.6259532201217558,0.2962962962962963,0.5185185185185185,-0.2222222222222222
2016-03-16,2016,Train,1,644,649,649,0,650,19.75,0.13924050632911392,1,0.02531645569620253,0.6450541178913489,0.13924050632911392,0.3924050632911392,-0.25316455696202533
