signal,session,T_offset,horizon,tier,HIGH_sig_IS_win,ALL_IS_win,HIGH_long_IS_win,lift_vs_ALL_win,lift_vs_HIGH_long_win,HIGH_sig_IS_n
es_fade,NY_AM,30,30,soft,0.4979757085020243,0.492077863286555,0.5344129554655871,0.005897845215469266,-0.03643724696356282,741
es_fade,NY_AM,30,60,soft,0.4979757085020243,0.492077863286555,0.5195681511470985,0.005897845215469266,-0.02159244264507426,741
