signal,T_offset,horizon,tier,HIGH_sig_IS_win,lift_vs_ALL_win,lift_vs_HIGH_long_win,HIGH_sig_IS_n
zn_follow,30,15,soft,0.5135135135135135,0.010573667290085131,0.0013513513513513375,740
zn_fade,60,30,soft,0.5254691689008043,0.026599878986738268,-0.008042895442359255,746
