session,T_offset,horizon,universe,split,n,win,E
NY_AM,15,15,ALL_es_follow,IS,2206,0.47506799637352676,-0.6009746146872167
NY_AM,15,15,HIGH_es_follow,IS,749,0.4779706275033378,-0.24899866488651534
NY_AM,15,15,ALL_es_fade,IS,2206,0.5117860380779692,0.6009746146872167
NY_AM,15,15,HIGH_es_fade,IS,749,0.5100133511348465,0.24899866488651534
NY_AM,15,15,HIGH_long,IS,749,0.5193591455273698,0.9058744993324432
NY_AM,15,15,ALL_long,IS,2206,0.528558476881233,0.27957842248413417
NY_AM,15,30,ALL_es_follow,IS,2206,0.49546690843155033,-0.953195829555757
NY_AM,15,30,HIGH_es_follow,IS,749,0.5020026702269693,-0.22830440587449932
NY_AM,15,30,ALL_es_fade,IS,2206,0.4972801450589302,0.953195829555757
NY_AM,15,30,HIGH_es_fade,IS,749,0.48464619492656874,0.22830440587449932
NY_AM,15,30,HIGH_long,IS,749,0.5100133511348465,0.004005340453938585
NY_AM,15,30,ALL_long,IS,2206,0.5163191296464189,-0.29091115140525836
NY_AM,15,60,ALL_es_follow,IS,2206,0.5027198549410699,-1.3168631006346327
NY_AM,15,60,HIGH_es_follow,IS,749,0.507343124165554,-1.2466622162883845
NY_AM,15,60,ALL_es_fade,IS,2206,0.49229374433363554,1.3168631006346327
NY_AM,15,60,HIGH_es_fade,IS,749,0.48731642189586116,1.2466622162883845
NY_AM,15,60,HIGH_long,IS,749,0.5260347129506008,-0.059078771695594126
NY_AM,15,60,ALL_long,IS,2206,0.5376246600181324,0.16341795104261106
NY_AM,30,15,ALL_es_follow,IS,2209,0.49569941149841557,-0.3832050701674966
NY_AM,30,15,HIGH_es_follow,IS,741,0.4993252361673414,-0.75472334682861
NY_AM,30,15,ALL_es_fade,IS,2209,0.48890900860117703,0.3832050701674966
NY_AM,30,15,HIGH_es_fade,IS,741,0.48717948717948717,0.75472334682861
NY_AM,30,15,HIGH_long,IS,741,0.5128205128205128,-1.142037786774629
NY_AM,30,15,ALL_long,IS,2209,0.511090991398823,-0.5405160706201901
NY_AM,30,30,ALL_es_follow,IS,2209,0.49479402444545045,-0.3465368945224083
NY_AM,30,30,HIGH_es_follow,IS,741,0.4885290148448043,-1.082995951417004
NY_AM,30,30,ALL_es_fade,IS,2209,0.492077863286555,0.3465368945224083
NY_AM,30,30,HIGH_es_fade,IS,741,0.4979757085020243,1.082995951417004
NY_AM,30,30,HIGH_long,IS,741,0.5344129554655871,0.407557354925776
NY_AM,30,30,ALL_long,IS,2209,0.5260298777727479,0.23879583521955636
NY_AM,30,60,ALL_es_follow,IS,2209,0.5029425079221367,-0.28134902670891804
NY_AM,30,60,HIGH_es_follow,IS,741,0.4966261808367072,-0.8313090418353576
NY_AM,30,60,ALL_es_fade,IS,2209,0.492077863286555,0.28134902670891804
NY_AM,30,60,HIGH_es_fade,IS,741,0.4979757085020243,0.8313090418353576
NY_AM,30,60,HIGH_long,IS,741,0.5195681511470985,-0.5256410256410257
NY_AM,30,60,ALL_long,IS,2209,0.5291987324581259,-0.4717066545948393
NY_AM,60,15,ALL_es_follow,IS,2209,0.49479402444545045,-0.35400633770937073
NY_AM,60,15,HIGH_es_follow,IS,746,0.4865951742627346,-0.25536193029490617
NY_AM,60,15,ALL_es_fade,IS,2209,0.4925305568130376,0.35400633770937073
NY_AM,60,15,HIGH_es_fade,IS,746,0.5013404825737265,0.25536193029490617
NY_AM,60,15,HIGH_long,IS,746,0.49195710455764075,-0.4457104557640751
NY_AM,60,15,ALL_long,IS,2209,0.5138071525577185,-0.3691715708465369
NY_AM,60,30,ALL_es_follow,IS,2209,0.504753282028067,0.07254413761883205
NY_AM,60,30,HIGH_es_follow,IS,746,0.49463806970509383,-0.08847184986595175
NY_AM,60,30,ALL_es_fade,IS,2209,0.48347668628338614,-0.07254413761883205
NY_AM,60,30,HIGH_es_fade,IS,746,0.4932975871313673,0.08847184986595175
NY_AM,60,30,HIGH_long,IS,746,0.5348525469168901,0.0596514745308311
NY_AM,60,30,ALL_long,IS,2209,0.5133544590312359,-0.7155952919873246
NY_AM,60,60,ALL_es_follow,IS,2208,0.49230072463768115,0.15772192028985507
NY_AM,60,60,HIGH_es_follow,IS,746,0.4959785522788204,0.31668900804289546
NY_AM,60,60,ALL_es_fade,IS,2208,0.501358695652174,-0.15772192028985507
NY_AM,60,60,HIGH_es_fade,IS,746,0.49865951742627346,-0.31668900804289546
NY_AM,60,60,HIGH_long,IS,746,0.5536193029490617,0.6310321715817694
NY_AM,60,60,ALL_long,IS,2208,0.5452898550724637,-0.10880887681159421
NY_AM,90,15,ALL_es_follow,IS,2209,0.4907197827071073,-0.29130828429153466
NY_AM,90,15,HIGH_es_follow,IS,742,0.477088948787062,-0.4440700808625337
NY_AM,90,15,ALL_es_fade,IS,2209,0.4925305568130376,0.29130828429153466
NY_AM,90,15,HIGH_es_fade,IS,742,0.5067385444743935,0.4440700808625337
NY_AM,90,15,HIGH_long,IS,742,0.532345013477089,-0.07277628032345014
NY_AM,90,15,ALL_long,IS,2209,0.5409687641466727,0.41579900407424175
NY_AM,90,30,ALL_es_follow,IS,2208,0.48143115942028986,0.0859375
NY_AM,90,30,HIGH_es_follow,IS,742,0.5013477088948787,0.31805929919137466
NY_AM,90,30,ALL_es_fade,IS,2208,0.5049818840579711,-0.0859375
NY_AM,90,30,HIGH_es_fade,IS,742,0.48787061994609165,-0.31805929919137466
NY_AM,90,30,HIGH_long,IS,742,0.555256064690027,0.6853099730458221
NY_AM,90,30,ALL_long,IS,2208,0.5366847826086957,0.5934103260869565
