session,T_offset,horizon,universe,split,n,win,E
LONDON,30,15,HIGH_bias,IS,816,0.45588235294117646,-0.4408700980392157
LONDON,30,15,HIGH_bias,Validation,324,0.5339506172839507,0.7631172839506173
LONDON,30,15,HIGH_bias,OOS,67,0.4925373134328358,-4.014925373134329
LONDON,30,15,HIGH_bias,Y2025,49,0.4897959183673469,-4.255102040816326
LONDON,30,15,HIGH_bias,Y2026,18,0.5,-3.361111111111111
LONDON,30,15,LOW_bias,IS,791,0.4639696586599241,0.5922882427307206
LONDON,30,15,LOW_bias,Validation,172,0.46511627906976744,-0.7194767441860465
LONDON,30,15,LOW_bias,OOS,216,0.47685185185185186,-1.3541666666666667
LONDON,30,15,LOW_bias,Y2025,122,0.4918032786885246,-0.5799180327868853
LONDON,30,15,LOW_bias,Y2026,94,0.4574468085106383,-2.359042553191489
LONDON,30,15,HIGH_long,IS,816,0.4742647058823529,-0.15165441176470587
LONDON,30,15,HIGH_long,Validation,324,0.4845679012345679,-0.3757716049382716
LONDON,30,15,HIGH_long,OOS,67,0.7014925373134329,5.8059701492537314
LONDON,30,15,HIGH_long,Y2025,49,0.7142857142857143,5.826530612244898
LONDON,30,15,HIGH_long,Y2026,18,0.6666666666666666,5.75
LONDON,30,30,ALL_bias,IS,2398,0.4683069224353628,0.10863219349457881
LONDON,30,30,ALL_bias,Validation,774,0.5025839793281653,0.2487080103359173
LONDON,30,30,ALL_bias,OOS,413,0.4891041162227603,-2.079903147699758
LONDON,30,30,ALL_bias,Y2025,257,0.4591439688715953,-2.6021400778210118
LONDON,30,30,ALL_bias,Y2026,156,0.5384615384615384,-1.2195512820512822
LONDON,30,30,HIGH_bias,IS,816,0.4644607843137255,-0.30514705882352944
LONDON,30,30,HIGH_bias,Validation,324,0.4876543209876543,0.49459876543209874
LONDON,30,30,HIGH_bias,OOS,67,0.5373134328358209,-4.388059701492537
LONDON,30,30,HIGH_bias,Y2025,49,0.5102040816326531,-6.760204081632653
LONDON,30,30,HIGH_bias,Y2026,18,0.6111111111111112,2.0694444444444446
LONDON,30,30,LOW_bias,IS,791,0.4525916561314791,0.29835651074589126
LONDON,30,30,LOW_bias,Validation,172,0.4883720930232558,0.023255813953488372
LONDON,30,30,LOW_bias,OOS,216,0.49074074074074076,-2.653935185185185
LONDON,30,30,LOW_bias,Y2025,122,0.48360655737704916,0.39344262295081966
LONDON,30,30,LOW_bias,Y2026,94,0.5,-6.60904255319149
LONDON,30,30,HIGH_long,IS,816,0.49019607843137253,-0.3247549019607843
LONDON,30,30,HIGH_long,Validation,324,0.49074074074074076,0.2800925925925926
LONDON,30,30,HIGH_long,OOS,67,0.5970149253731343,1.3582089552238805
LONDON,30,30,HIGH_long,Y2025,49,0.5714285714285714,-1.280612244897959
LONDON,30,30,HIGH_long,Y2026,18,0.6666666666666666,8.541666666666666
LONDON,30,60,ALL_bias,IS,2398,0.48790658882402,0.18953294412010008
LONDON,30,60,ALL_bias,Validation,774,0.47674418604651164,-1.7655038759689923
LONDON,30,60,ALL_bias,OOS,413,0.4939467312348668,-0.8813559322033898
LONDON,30,60,ALL_bias,Y2025,257,0.5097276264591439,-1.5749027237354085
LONDON,30,60,ALL_bias,Y2026,156,0.46794871794871795,0.26121794871794873
LONDON,30,60,HIGH_bias,IS,816,0.4963235294117647,0.006433823529411764
LONDON,30,60,HIGH_bias,Validation,324,0.4691358024691358,-2.056327160493827
LONDON,30,60,HIGH_bias,OOS,67,0.5074626865671642,-1.1119402985074627
LONDON,30,60,HIGH_bias,Y2025,49,0.4897959183673469,-5.1020408163265305
LONDON,30,60,HIGH_bias,Y2026,18,0.5555555555555556,9.75
LONDON,30,60,LOW_bias,IS,791,0.4538558786346397,-0.4633375474083439
LONDON,30,60,LOW_bias,Validation,172,0.48255813953488375,-0.5174418604651163
LONDON,30,60,LOW_bias,OOS,216,0.4722222222222222,-4.351851851851852
LONDON,30,60,LOW_bias,Y2025,122,0.5081967213114754,0.1885245901639344
LONDON,30,60,LOW_bias,Y2026,94,0.425531914893617,-10.24468085106383
LONDON,30,60,HIGH_long,IS,816,0.5,-0.5088848039215687
LONDON,30,60,HIGH_long,Validation,324,0.49691358024691357,0.3726851851851852
LONDON,30,60,HIGH_long,OOS,67,0.5522388059701493,-3.626865671641791
LONDON,30,60,HIGH_long,Y2025,49,0.5306122448979592,-7.275510204081633
LONDON,30,60,HIGH_long,Y2026,18,0.6111111111111112,6.305555555555555
LONDON,30,90,ALL_bias,IS,2398,0.481651376146789,0.3890742285237698
LONDON,30,90,ALL_bias,Validation,774,0.4702842377260982,-1.5074289405684755
LONDON,30,90,ALL_bias,OOS,413,0.5084745762711864,-0.8765133171912833
LONDON,30,90,ALL_bias,Y2025,257,0.5019455252918288,-2.1507782101167314
LONDON,30,90,ALL_bias,Y2026,156,0.5192307692307693,1.2227564102564104
LONDON,30,90,HIGH_bias,IS,816,0.4730392156862745,0.0548406862745098
LONDON,30,90,HIGH_bias,Validation,324,0.4783950617283951,-0.42901234567901236
LONDON,30,90,HIGH_bias,OOS,67,0.5223880597014925,-3.4738805970149254
LONDON,30,90,HIGH_bias,Y2025,49,0.4489795918367347,-9.520408163265307
LONDON,30,90,HIGH_bias,Y2026,18,0.7222222222222222,12.98611111111111
LONDON,30,90,LOW_bias,IS,791,0.45132743362831856,-0.12104930467762326
LONDON,30,90,LOW_bias,Validation,172,0.5,-0.5741279069767442
LONDON,30,90,LOW_bias,OOS,216,0.4675925925925926,-3.7488425925925926
LONDON,30,90,LOW_bias,Y2025,122,0.47540983606557374,-1.3934426229508197
LONDON,30,90,LOW_bias,Y2026,94,0.4574468085106383,-6.805851063829787
LONDON,30,90,HIGH_long,IS,816,0.4840686274509804,-0.5309436274509803
LONDON,30,90,HIGH_long,Validation,324,0.5030864197530864,-1.7746913580246915
LONDON,30,90,HIGH_long,OOS,67,0.4925373134328358,-3.093283582089552
LONDON,30,90,HIGH_long,Y2025,49,0.46938775510204084,-6.23469387755102
LONDON,30,90,HIGH_long,Y2026,18,0.5555555555555556,5.458333333333333
LONDON,30,120,ALL_bias,IS,2398,0.4837364470391993,0.6343828190158466
LONDON,30,120,ALL_bias,Validation,774,0.4599483204134367,-2.2286821705426356
LONDON,30,120,ALL_bias,OOS,413,0.4891041162227603,-0.03571428571428571
LONDON,30,120,ALL_bias,Y2025,257,0.5019455252918288,-0.3336575875486381
LONDON,30,120,ALL_bias,Y2026,156,0.46794871794871795,0.4551282051282051
LONDON,30,120,HIGH_bias,IS,816,0.48161764705882354,0.2113970588235294
LONDON,30,120,HIGH_bias,Validation,324,0.48148148148148145,-0.45987654320987653
LONDON,30,120,HIGH_bias,OOS,67,0.47761194029850745,-5.9440298507462686
LONDON,30,120,HIGH_bias,Y2025,49,0.42857142857142855,-14.178571428571429
LONDON,30,120,HIGH_bias,Y2026,18,0.6111111111111112,16.47222222222222
LONDON,30,120,LOW_bias,IS,791,0.4690265486725664,0.274968394437421
LONDON,30,120,LOW_bias,Validation,172,0.46511627906976744,-1.2340116279069768
LONDON,30,120,LOW_bias,OOS,216,0.48148148148148145,-1.8796296296296295
LONDON,30,120,LOW_bias,Y2025,122,0.5327868852459017,4.264344262295082
LONDON,30,120,LOW_bias,Y2026,94,0.4148936170212766,-9.85372340425532
LONDON,30,120,HIGH_long,IS,816,0.5024509803921569,-0.32536764705882354
LONDON,30,120,HIGH_long,Validation,324,0.4567901234567901,-1.1203703703703705
LONDON,30,120,HIGH_long,OOS,67,0.5373134328358209,-3.5186567164179103
LONDON,30,120,HIGH_long,Y2025,49,0.4897959183673469,-6.954081632653061
LONDON,30,120,HIGH_long,Y2026,18,0.6666666666666666,5.833333333333333
LONDON,60,15,ALL_bias,IS,2400,0.47541666666666665,-0.03395833333333333
LONDON,60,15,ALL_bias,Validation,774,0.4819121447028424,-0.29295865633074936
LONDON,60,15,ALL_bias,OOS,413,0.48426150121065376,0.3432203389830508
LONDON,60,15,ALL_bias,Y2025,257,0.45525291828793774,-0.9455252918287937
LONDON,60,15,ALL_bias,Y2026,156,0.532051282051282,2.4663461538461537
LONDON,60,15,HIGH_bias,IS,817,0.5079559363525091,0.43512851897184823
LONDON,60,15,HIGH_bias,Validation,316,0.45569620253164556,-0.7895569620253164
LONDON,60,15,HIGH_bias,OOS,72,0.4722222222222222,2.923611111111111
LONDON,60,15,HIGH_bias,Y2025,57,0.45614035087719296,1.2894736842105263
LONDON,60,15,HIGH_bias,Y2026,15,0.5333333333333333,9.133333333333333
LONDON,60,15,LOW_bias,IS,792,0.43434343434343436,-0.3970959595959596
LONDON,60,15,LOW_bias,Validation,173,0.4393063583815029,-0.9523121387283237
LONDON,60,15,LOW_bias,OOS,212,0.5047169811320755,0.27358490566037735
LONDON,60,15,LOW_bias,Y2025,118,0.4745762711864407,-1.6864406779661016
LONDON,60,15,LOW_bias,Y2026,94,0.5425531914893617,2.734042553191489
LONDON,60,15,HIGH_long,IS,817,0.47980416156670747,-0.5966952264381885
LONDON,60,15,HIGH_long,Validation,316,0.5158227848101266,-0.30854430379746833
LONDON,60,15,HIGH_long,OOS,72,0.5277777777777778,-2.6319444444444446
LONDON,60,15,HIGH_long,Y2025,57,0.543859649122807,-1.5789473684210527
LONDON,60,15,HIGH_long,Y2026,15,0.4666666666666667,-6.633333333333334
LONDON,60,30,ALL_bias,IS,2400,0.49666666666666665,0.059583333333333335
LONDON,60,30,ALL_bias,Validation,774,0.46382428940568476,-2.035206718346253
LONDON,60,30,ALL_bias,OOS,413,0.5230024213075061,1.1561743341404358
LONDON,60,30,ALL_bias,Y2025,257,0.5369649805447471,0.9931906614785992
LONDON,60,30,ALL_bias,Y2026,156,0.5,1.4246794871794872
LONDON,60,30,HIGH_bias,IS,817,0.5177478580171359,0.49571603427172584
LONDON,60,30,HIGH_bias,Validation,316,0.4430379746835443,-3.3251582278481013
LONDON,60,30,HIGH_bias,OOS,72,0.5277777777777778,5.802083333333333
LONDON,60,30,HIGH_bias,Y2025,57,0.5087719298245614,2.530701754385965
LONDON,60,30,HIGH_bias,Y2026,15,0.6,18.233333333333334
LONDON,60,30,LOW_bias,IS,792,0.4633838383838384,-0.4753787878787879
LONDON,60,30,LOW_bias,Validation,173,0.5028901734104047,0.044797687861271675
LONDON,60,30,LOW_bias,OOS,212,0.5094339622641509,-1.3691037735849056
LONDON,60,30,LOW_bias,Y2025,118,0.5338983050847458,-0.2605932203389831
LONDON,60,30,LOW_bias,Y2026,94,0.4787234042553192,-2.7606382978723403
LONDON,60,30,HIGH_long,IS,817,0.48959608323133413,-0.36658506731946144
LONDON,60,30,HIGH_long,Validation,316,0.509493670886076,0.9153481012658228
LONDON,60,30,HIGH_long,OOS,72,0.4583333333333333,-8.90625
LONDON,60,30,HIGH_long,Y2025,57,0.5087719298245614,-7.25
LONDON,60,30,HIGH_long,Y2026,15,0.26666666666666666,-15.2
LONDON,60,60,ALL_bias,IS,2399,0.49228845352230094,0.23311796581909128
LONDON,60,60,ALL_bias,Validation,774,0.46124031007751937,-1.7787467700258397
LONDON,60,60,ALL_bias,OOS,413,0.4915254237288136,1.1610169491525424
LONDON,60,60,ALL_bias,Y2025,257,0.49416342412451364,0.4173151750972763
LONDON,60,60,ALL_bias,Y2026,156,0.48717948717948717,2.386217948717949
LONDON,60,60,HIGH_bias,IS,817,0.5030599755201959,0.5241738066095472
LONDON,60,60,HIGH_bias,Validation,316,0.4651898734177215,-2.0561708860759493
LONDON,60,60,HIGH_bias,OOS,72,0.4444444444444444,-2.7916666666666665
LONDON,60,60,HIGH_bias,Y2025,57,0.40350877192982454,-6.473684210526316
LONDON,60,60,HIGH_bias,Y2026,15,0.6,11.2
LONDON,60,60,LOW_bias,IS,791,0.49557522123893805,0.299936788874842
LONDON,60,60,LOW_bias,Validation,173,0.48554913294797686,1.1979768786127167
LONDON,60,60,LOW_bias,OOS,212,0.4811320754716981,-0.2830188679245283
LONDON,60,60,LOW_bias,Y2025,118,0.4915254237288136,-0.7161016949152542
LONDON,60,60,LOW_bias,Y2026,94,0.46808510638297873,0.26063829787234044
LONDON,60,60,HIGH_long,IS,817,0.5116279069767442,-0.20165238678090575
LONDON,60,60,HIGH_long,Validation,316,0.47151898734177217,-1.543512658227848
LONDON,60,60,HIGH_long,OOS,72,0.5,-7.861111111111111
LONDON,60,60,HIGH_long,Y2025,57,0.5263157894736842,-3.4649122807017543
LONDON,60,60,HIGH_long,Y2026,15,0.4,-24.566666666666666
LONDON,60,90,ALL_bias,IS,2399,0.49145477282200917,0.5107336390162568
LONDON,60,90,ALL_bias,Validation,774,0.46124031007751937,-2.498062015503876
LONDON,60,90,ALL_bias,OOS,413,0.5254237288135594,2.00181598062954
LONDON,60,90,ALL_bias,Y2025,257,0.5369649805447471,2.2344357976653697
LONDON,60,90,ALL_bias,Y2026,156,0.5064102564102564,1.6185897435897436
LONDON,60,90,HIGH_bias,IS,817,0.49938800489596086,0.6866585067319462
LONDON,60,90,HIGH_bias,Validation,316,0.4810126582278481,-2.0087025316455698
LONDON,60,90,HIGH_bias,OOS,72,0.5,-3.5243055555555554
LONDON,60,90,HIGH_bias,Y2025,57,0.47368421052631576,-5.118421052631579
LONDON,60,90,HIGH_bias,Y2026,15,0.6,2.533333333333333
LONDON,60,90,LOW_bias,IS,791,0.4854614412136536,0.8982300884955752
LONDON,60,90,LOW_bias,Validation,173,0.47398843930635837,-0.5722543352601156
LONDON,60,90,LOW_bias,OOS,212,0.5424528301886793,1.1745283018867925
LONDON,60,90,LOW_bias,Y2025,118,0.576271186440678,2.739406779661017
LONDON,60,90,LOW_bias,Y2026,94,0.5,-0.7898936170212766
LONDON,60,90,HIGH_long,IS,817,0.5312117503059975,0.46572827417380663
LONDON,60,90,HIGH_long,Validation,316,0.4873417721518987,-1.1590189873417722
LONDON,60,90,HIGH_long,OOS,72,0.5555555555555556,-3.9756944444444446
LONDON,60,90,HIGH_long,Y2025,57,0.5614035087719298,-0.04824561403508772
LONDON,60,90,HIGH_long,Y2026,15,0.5333333333333333,-18.9
LONDON,60,120,ALL_bias,IS,2399,0.4902042517715715,0.5694039182992914
LONDON,60,120,ALL_bias,Validation,774,0.458656330749354,-2.568798449612403
LONDON,60,120,ALL_bias,OOS,413,0.5205811138014528,2.37590799031477
LONDON,60,120,ALL_bias,Y2025,257,0.5330739299610895,1.4095330739299612
LONDON,60,120,ALL_bias,Y2026,156,0.5,3.967948717948718
LONDON,60,120,HIGH_bias,IS,817,0.5189718482252142,1.2347001223990208
LONDON,60,120,HIGH_bias,Validation,316,0.5063291139240507,-1.9200949367088607
LONDON,60,120,HIGH_bias,OOS,72,0.5277777777777778,-0.24305555555555555
LONDON,60,120,HIGH_bias,Y2025,57,0.49122807017543857,-4.074561403508772
LONDON,60,120,HIGH_bias,Y2026,15,0.6666666666666666,14.316666666666666
LONDON,60,120,LOW_bias,IS,791,0.47281921618204803,0.4560682680151707
LONDON,60,120,LOW_bias,Validation,173,0.44508670520231214,-0.3800578034682081
LONDON,60,120,LOW_bias,OOS,212,0.5094339622641509,1.6202830188679245
LONDON,60,120,LOW_bias,Y2025,118,0.5254237288135594,1.9639830508474576
LONDON,60,120,LOW_bias,Y2026,94,0.48936170212765956,1.1888297872340425
LONDON,60,120,HIGH_long,IS,817,0.5263157894736842,0.7616279069767442
LONDON,60,120,HIGH_long,Validation,316,0.46835443037974683,-1.3694620253164558
LONDON,60,120,HIGH_long,OOS,72,0.5555555555555556,-5.9375
LONDON,60,120,HIGH_long,Y2025,57,0.5789473684210527,-0.013157894736842105
LONDON,60,120,HIGH_long,Y2026,15,0.4666666666666667,-28.45
LONDON,90,15,ALL_bias,IS,2395,0.49728601252609606,0.2757828810020877
LONDON,90,15,ALL_bias,Validation,774,0.5051679586563308,0.38436692506459946
LONDON,90,15,ALL_bias,OOS,413,0.5084745762711864,0.49515738498789347
LONDON,90,15,ALL_bias,Y2025,257,0.48638132295719844,0.7577821011673151
LONDON,90,15,ALL_bias,Y2026,156,0.5448717948717948,0.0625
LONDON,90,15,HIGH_bias,IS,815,0.5128834355828221,0.14877300613496933
LONDON,90,15,HIGH_bias,Validation,331,0.5196374622356495,0.4206948640483384
LONDON,90,15,HIGH_bias,OOS,89,0.42696629213483145,-3.693820224719101
LONDON,90,15,HIGH_bias,Y2025,62,0.3870967741935484,-2.649193548387097
LONDON,90,15,HIGH_bias,Y2026,27,0.5185185185185185,-6.092592592592593
LONDON,90,15,LOW_bias,IS,788,0.5088832487309645,0.39847715736040606
LONDON,90,15,LOW_bias,Validation,170,0.5117647058823529,0.33088235294117646
LONDON,90,15,LOW_bias,OOS,201,0.5024875621890548,-0.5907960199004975
LONDON,90,15,LOW_bias,Y2025,117,0.49572649572649574,0.6089743589743589
LONDON,90,15,LOW_bias,Y2026,84,0.5119047619047619,-2.261904761904762
LONDON,90,15,HIGH_long,IS,815,0.49693251533742333,0.06349693251533742
LONDON,90,15,HIGH_long,Validation,331,0.47129909365558914,-0.9871601208459214
LONDON,90,15,HIGH_long,OOS,89,0.5168539325842697,2.412921348314607
LONDON,90,15,HIGH_long,Y2025,62,0.5645161290322581,6.729838709677419
LONDON,90,15,HIGH_long,Y2026,27,0.4074074074074074,-7.5
LONDON,90,30,ALL_bias,IS,2395,0.48559498956158664,0.2186847599164927
LONDON,90,30,ALL_bias,Validation,774,0.5025839793281653,0.24289405684754523
LONDON,90,30,ALL_bias,OOS,413,0.48426150121065376,0.03450363196125908
LONDON,90,30,ALL_bias,Y2025,257,0.48638132295719844,-0.585603112840467
LONDON,90,30,ALL_bias,Y2026,156,0.4807692307692308,1.0560897435897436
LONDON,90,30,HIGH_bias,IS,815,0.47607361963190187,0.10736196319018405
LONDON,90,30,HIGH_bias,Validation,331,0.5105740181268882,0.9373111782477341
LONDON,90,30,HIGH_bias,OOS,89,0.42696629213483145,-8.620786516853933
LONDON,90,30,HIGH_bias,Y2025,62,0.4032258064516129,-9.629032258064516
LONDON,90,30,HIGH_bias,Y2026,27,0.48148148148148145,-6.305555555555555
LONDON,90,30,LOW_bias,IS,788,0.4949238578680203,0.3854695431472081
LONDON,90,30,LOW_bias,Validation,170,0.47058823529411764,-0.736764705882353
LONDON,90,30,LOW_bias,OOS,201,0.4626865671641791,0.6480099502487562
LONDON,90,30,LOW_bias,Y2025,117,0.47863247863247865,0.4017094017094017
LONDON,90,30,LOW_bias,Y2026,84,0.44047619047619047,0.9910714285714286
LONDON,90,30,HIGH_long,IS,815,0.48957055214723927,-0.0785276073619632
LONDON,90,30,HIGH_long,Validation,331,0.4652567975830816,-1.8345921450151057
LONDON,90,30,HIGH_long,OOS,89,0.4943820224719101,-0.014044943820224719
LONDON,90,30,HIGH_long,Y2025,62,0.5161290322580645,3.556451612903226
LONDON,90,30,HIGH_long,Y2026,27,0.4444444444444444,-8.212962962962964
LONDON,90,60,ALL_bias,IS,2395,0.4977035490605428,0.5579331941544885
LONDON,90,60,ALL_bias,Validation,774,0.4806201550387597,-0.47642118863049093
LONDON,90,60,ALL_bias,OOS,413,0.5326876513317191,0.8753026634382567
LONDON,90,60,ALL_bias,Y2025,257,0.5291828793774319,1.2315175097276265
LONDON,90,60,ALL_bias,Y2026,156,0.5384615384615384,0.28846153846153844
LONDON,90,60,HIGH_bias,IS,815,0.5030674846625767,0.3628834355828221
LONDON,90,60,HIGH_bias,Validation,331,0.48942598187311176,0.9682779456193353
