session,condition,regime,T_offset,horizon,frac,split,n,n_unc,rate,p_resolve,unc_p_resolve,delta,mean_already_moving,mean_share_pre
ASIA,UNCONDITIONAL,OTHER,15,30,0.25,OOS,412,412,1.0,0.24757281553398058,0.24757281553398058,0.0,0.18689320388349515,0.03230419961740707
ASIA,UNCONDITIONAL,OTHER,15,45,0.25,OOS,412,412,1.0,0.3179611650485437,0.3179611650485437,0.0,0.18689320388349515,0.027249626148468757
ASIA,UNCONDITIONAL,OTHER,15,10,0.35,OOS,412,412,1.0,0.0412621359223301,0.0412621359223301,0.0,0.18689320388349515,0.05223179317758635
ASIA,UNCONDITIONAL,OTHER,15,15,0.35,OOS,412,412,1.0,0.06067961165048544,0.06067961165048544,0.0,0.18689320388349515,0.043146258315122706
ASIA,UNCONDITIONAL,OTHER,15,20,0.35,OOS,412,412,1.0,0.10436893203883495,0.10436893203883495,0.0,0.18689320388349515,0.037733355619993324
ASIA,UNCONDITIONAL,OTHER,15,30,0.35,OOS,412,412,1.0,0.1407766990291262,0.1407766990291262,0.0,0.18689320388349515,0.03230419961740707
ASIA,UNCONDITIONAL,OTHER,15,45,0.35,OOS,412,412,1.0,0.1820388349514563,0.1820388349514563,0.0,0.18689320388349515,0.027249626148468757
ASIA,UNCONDITIONAL,OTHER,15,10,0.15,ALL,3369,3369,1.0,0.13060255268625706,0.13060255268625706,0.0,0.12110418521816563,0.09811614510895594
ASIA,UNCONDITIONAL,OTHER,15,15,0.15,ALL,3369,3369,1.0,0.19649747699614128,0.19649747699614128,0.0,0.12110418521816563,0.07704308424952366
ASIA,UNCONDITIONAL,OTHER,15,20,0.15,ALL,3369,3369,1.0,0.25556544968833483,0.25556544968833483,0.0,0.12110418521816563,0.06486186341174394
ASIA,UNCONDITIONAL,OTHER,15,30,0.15,ALL,3369,3369,1.0,0.35529830810329477,0.35529830810329477,0.0,0.12110418521816563,0.050560458635726856
ASIA,UNCONDITIONAL,OTHER,15,45,0.15,ALL,3369,3369,1.0,0.46215494211932323,0.46215494211932323,0.0,0.12110418521816563,0.040064477553041704
ASIA,UNCONDITIONAL,OTHER,15,10,0.25,ALL,3369,3369,1.0,0.04956960522410211,0.04956960522410211,0.0,0.12110418521816563,0.09811614510895594
ASIA,UNCONDITIONAL,OTHER,15,15,0.25,ALL,3369,3369,1.0,0.07539329177797566,0.07539329177797566,0.0,0.12110418521816563,0.07704308424952366
ASIA,UNCONDITIONAL,OTHER,15,20,0.25,ALL,3369,3369,1.0,0.10270109824873849,0.10270109824873849,0.0,0.12110418521816563,0.06486186341174394
ASIA,UNCONDITIONAL,OTHER,15,30,0.25,ALL,3369,3369,1.0,0.15345799940635205,0.15345799940635205,0.0,0.12110418521816563,0.050560458635726856
ASIA,UNCONDITIONAL,OTHER,15,45,0.25,ALL,3369,3369,1.0,0.22588305135054912,0.22588305135054912,0.0,0.12110418521816563,0.040064477553041704
ASIA,UNCONDITIONAL,OTHER,15,10,0.35,ALL,3369,3369,1.0,0.022855446720094985,0.022855446720094985,0.0,0.12110418521816563,0.09811614510895594
ASIA,UNCONDITIONAL,OTHER,15,15,0.35,ALL,3369,3369,1.0,0.03591570198872069,0.03591570198872069,0.0,0.12110418521816563,0.07704308424952366
