bucket,n_sessions,5m_n,5m_median,5m_mean,5m_std,5m_pct_positive,15m_n,15m_median,15m_mean,15m_std,15m_pct_positive,30m_n,30m_median,30m_mean,30m_std,30m_pct_positive,60m_n,60m_median,60m_mean,60m_std,60m_pct_positive,120m_n,120m_median,120m_mean,120m_std,120m_pct_positive,session_end_n,session_end_median,session_end_mean,session_end_std,session_end_pct_positive,median_minutes_from_open,median_minutes_remaining
0-10%,313,311,0.25,-0.46864951768488744,32.195534494648804,52.73311897106109,307,0.25,2.303745928338762,28.70058203459956,51.465798045602604,305,0.0,3.3959016393442623,34.34535838636222,48.85245901639344,299,-0.25,1.1806020066889633,44.8178826924292,48.49498327759198,309,-1.0,2.6375404530744335,58.0837052593777,45.307443365695796,313,-4.0,-8.370607028753994,163.6066620111725,46.64536741214057,98.0,1289.0
10-20%,15,15,0.0,-1.0833333333333333,5.636034151101371,40.0,15,-1.0,-2.9166666666666665,10.922481185064832,33.33333333333333,15,-1.5,-4.716666666666667,9.734817238483044,20.0,15,-0.25,-2.45,9.298713428672347,46.666666666666664,15,0.25,11.533333333333333,57.25427827640814,53.333333333333336,15,1.75,22.183333333333334,84.36069808241503,53.333333333333336,119.0,1214.0
20-30%,4,4,0.0,0.125,0.4330127018922193,25.0,4,-0.625,-0.25,1.241638702145945,25.0,3,-0.5,-0.25,1.14564392373896,33.33333333333333,4,0.625,0.5625,1.4630874888399532,75.0,4,-2.625,-2.375,3.6996621467371855,25.0,4,-19.25,-12.5,20.603397778036516,25.0,119.0,1244.0
30-40%,6,6,-1.125,-60.916666666666664,131.842203662813,33.33333333333333,6,-1.0,-45.791666666666664,110.00016098473068,33.33333333333333,5,-2.25,-54.35,185.12011303475373,40.0,5,-1.5,-20.2,51.543488919552196,20.0,4,4.875,-59.9375,135.6081018658792,75.0,6,-19.25,-50.958333333333336,71.05111129790066,33.33333333333333,452.5,896.5
40-50%,1,1,-3.5,-3.5,,0.0,1,-9.0,-9.0,,0.0,1,-14.25,-14.25,,0.0,1,-11.25,-11.25,,0.0,1,-0.25,-0.25,,0.0,1,-3.0,-3.0,,0.0,961.0,417.0
50-75%,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
75-100%,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
>100%,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
