bucket,n_sessions,5m_n,5m_median,5m_mean,5m_std,5m_pct_positive,15m_n,15m_median,15m_mean,15m_std,15m_pct_positive,30m_n,30m_median,30m_mean,30m_std,30m_pct_positive,60m_n,60m_median,60m_mean,60m_std,60m_pct_positive,120m_n,120m_median,120m_mean,120m_std,120m_pct_positive,session_end_n,session_end_median,session_end_mean,session_end_std,session_end_pct_positive,median_minutes_from_open,median_minutes_remaining
0-10%,419,416,0.0,-0.0005502169157202224,0.04123534818880097,46.875,411,0.0,-0.003389616312464497,0.07837741579856392,46.715328467153284,400,0.0,-0.00583355057302882,0.10658872188291915,45.5,390,-0.0032946072481359456,-0.0191902733775812,0.20013010104414428,47.179487179487175,411,-0.0111731843575419,-0.023934472498009,0.20964669753282383,44.76885644768856,419,-0.005089058524173028,-0.0039013077899943105,0.6836854714154004,49.40334128878281,119.0,1258.0
10-20%,24,24,0.0,-0.0020761237757033154,0.038769483254998155,37.5,24,0.0026455026455026454,0.0047176600648440705,0.08873995101996694,50.0,23,-0.005555555555555556,-0.004316671556591828,0.08596325886479401,39.130434782608695,24,0.0018952490715840695,-0.0004656133595250499,0.14656165972448024,50.0,24,0.01603901996370236,-0.005319687550770409,0.18928096669259967,58.333333333333336,24,-0.06446697695035461,-0.03831562406055572,0.9350833992240346,45.83333333333333,119.0,1222.0
20-30%,5,5,0.0,0.009255934342858966,0.018153011825796227,40.0,5,-0.010638297872340425,-0.0014146542992187917,0.04228806463938479,40.0,4,0.004420866489832007,0.007649553269899521,0.04025647371406326,50.0,5,0.0223463687150838,0.03165391032348734,0.06751103497423662,80.0,5,-0.0335195530726257,-0.06012263613602906,0.17174725687004516,40.0,5,-0.48044692737430167,-0.34439330225624054,0.7669559293240775,40.0,119.0,1200.0
30-40%,4,4,-0.0021901709401709406,-0.007466199920769643,0.01602079872520615,50.0,4,-1.818512456810365e-05,-0.011897258609372031,0.05560426655990564,50.0,3,-0.0375,-0.03763380263123204,0.04408383496395927,33.33333333333333,3,-0.01276595744680851,-0.020735053100789082,0.017583589180576457,0.0,2,0.09284415348245137,0.09284415348245137,0.062095265436440054,100.0,4,0.00571808510638298,-0.11480530466505906,0.2865381426608559,50.0,119.5,1229.5
40-50%,1,1,-0.1111111111111111,-0.1111111111111111,,0.0,1,-0.2857142857142857,-0.2857142857142857,,0.0,1,-0.4523809523809524,-0.4523809523809524,,0.0,1,-0.35714285714285715,-0.35714285714285715,,0.0,1,-0.007936507936507936,-0.007936507936507936,,0.0,1,-0.09523809523809523,-0.09523809523809523,,0.0,961.0,417.0
50-75%,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
75-100%,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
>100%,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
