bucket,n_sessions,5m_n,5m_median,5m_mean,5m_std,5m_pct_positive,15m_n,15m_median,15m_mean,15m_std,15m_pct_positive,30m_n,30m_median,30m_mean,30m_std,30m_pct_positive,60m_n,60m_median,60m_mean,60m_std,60m_pct_positive,120m_n,120m_median,120m_mean,120m_std,120m_pct_positive,session_end_n,session_end_median,session_end_mean,session_end_std,session_end_pct_positive,median_minutes_from_open,median_minutes_remaining
0-10%,655,652,0.0,0.000507930276749781,0.05059205949223808,48.466257668711656,647,0.0,0.0005624194871688816,0.08035268426852073,48.53168469860896,635,0.0,0.002001405521080069,0.1071825812059332,48.661417322834644,625,-0.0029154518950437317,-0.007869037881913834,0.18131443518768692,48.480000000000004,646,-0.006717814371257486,-0.012463642659833612,0.2006378053262391,46.59442724458204,655,0.027777777777777776,-0.009114237273416278,0.6828410342138875,50.68702290076336,100.0,1292.0
10-20%,28,28,0.0,0.012804623175118946,0.07684697971973209,42.857142857142854,28,0.008140008140008141,0.018861793108580344,0.11657065289711117,53.57142857142857,27,-0.005555555555555556,0.0019192031604490737,0.10257950671732823,40.74074074074074,28,0.012823946963101854,0.019242674381572657,0.1519019969106712,53.57142857142857,28,0.04003118121790169,0.05343267814017537,0.265263420382477,60.71428571428571,28,-0.01768725134059851,0.012419144791693109,0.8789629907203738,50.0,119.0,1207.0
20-30%,5,5,0.0,0.009255934342858966,0.018153011825796227,40.0,5,-0.010638297872340425,-0.0014146542992187917,0.04228806463938479,40.0,4,0.004420866489832007,0.007649553269899521,0.04025647371406326,50.0,5,0.0223463687150838,0.03165391032348734,0.06751103497423662,80.0,5,-0.0335195530726257,-0.06012263613602906,0.17174725687004516,40.0,5,-0.48044692737430167,-0.34439330225624054,0.7669559293240775,40.0,119.0,1200.0
30-40%,7,7,-0.01903553299492386,-0.08908166235160575,0.1744399888057329,28.57142857142857,7,-0.008547008547008548,-0.06477134169487833,0.14961811621920515,28.57142857142857,6,-0.015558510638297872,-0.03664022793175012,0.2840848769766176,50.0,6,-0.01065648299690853,-0.001552564143100445,0.1093495177892932,33.33333333333333,5,0.04893617021276596,0.021773364830608977,0.2436203604579372,80.0,7,-0.0375,-0.048330199390738224,0.42092224971707515,42.857142857142854,785.0,593.0
40-50%,1,1,-0.1111111111111111,-0.1111111111111111,,0.0,1,-0.2857142857142857,-0.2857142857142857,,0.0,1,-0.4523809523809524,-0.4523809523809524,,0.0,1,-0.35714285714285715,-0.35714285714285715,,0.0,1,-0.007936507936507936,-0.007936507936507936,,0.0,1,-0.09523809523809523,-0.09523809523809523,,0.0,961.0,417.0
50-75%,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
75-100%,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
>100%,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
