candidate,combined_round_trip_cost,required_win_rate,clears_feasibility,n,net_dollars,win_rate,payoff,profit_factor
B4_zmean_nearer_1p5R,0.0,0.7821470315366479,True,2416,9433.245833333322,0.8402317880794702,0.2838239261419902,1.492649145254508
B4_zmean_nearer_1p5R,2.0,0.7699080649931982,True,2416,4601.245833333322,0.8017384105960265,0.30423243826722784,1.230267709652652
B4_zmean_nearer_1p5R,4.0,0.6877348867139055,False,2416,-230.75416666667923,0.6825331125827815,0.46006708725450995,0.9891142462616518
