candidate,family,session_date,year,period,signal_ts,entry_ts,exit_ts,side,entry,exit,natural_stop_dollars,stop_dollars,target_dollars,exit_kind,net_dollars,zscore
A1_inside_1R,A,2010-06-07,2010,Train,2010-06-07 12:29:00-04:00,2010-06-07 12:29:00-04:00,2010-06-07 12:54:00-04:00,short,1822.5,1829.0,12.5,12.5,12.5,stop,-15.0,
A2_inside_1p5R,A,2010-06-07,2010,Train,2010-06-07 12:29:00-04:00,2010-06-07 12:29:00-04:00,2010-06-07 12:54:00-04:00,short,1822.5,1829.0,12.5,12.5,18.75,stop,-15.0,
A1_inside_1R,A,2010-06-14,2010,Train,2010-06-14 11:05:00-04:00,2010-06-14 11:05:00-04:00,2010-06-14 11:22:00-04:00,long,1871.25,1875.75,9.0,9.0,9.0,target,7.0,
A2_inside_1p5R,A,2010-06-14,2010,Train,2010-06-14 11:05:00-04:00,2010-06-14 11:05:00-04:00,2010-06-14 12:40:00-04:00,long,1871.25,1866.5,9.0,9.0,13.5,stop,-11.5,
A3_inside_volume_1R,A,2010-06-14,2010,Train,2010-06-14 11:05:00-04:00,2010-06-14 11:05:00-04:00,2010-06-14 11:22:00-04:00,long,1871.25,1875.75,9.0,9.0,9.0,target,7.0,
A1_inside_1R,A,2010-06-21,2010,Train,2010-06-21 11:40:00-04:00,2010-06-21 11:40:00-04:00,2010-06-21 12:21:00-04:00,short,1921.5,1915.5,12.0,12.0,12.0,target,10.0,
A2_inside_1p5R,A,2010-06-21,2010,Train,2010-06-21 11:40:00-04:00,2010-06-21 11:40:00-04:00,2010-06-21 12:30:00-04:00,short,1921.5,1912.5,12.0,12.0,18.0,target,16.0,
A1_inside_1R,A,2010-06-28,2010,Train,2010-06-28 11:57:00-04:00,2010-06-28 11:57:00-04:00,2010-06-28 12:21:00-04:00,short,1845.5,1839.75,11.5,11.5,11.5,target,9.5,
A2_inside_1p5R,A,2010-06-28,2010,Train,2010-06-28 11:57:00-04:00,2010-06-28 11:57:00-04:00,2010-06-28 13:10:00-04:00,short,1845.5,1836.875,11.5,11.5,17.25,target,15.25,
A1_inside_1R,A,2010-07-05,2010,Train,2010-07-05 10:06:00-04:00,2010-07-05 10:06:00-04:00,2010-07-05 11:18:00-04:00,short,1721.5,1719.0,5.0,5.0,5.0,target,3.0,
A2_inside_1p5R,A,2010-07-05,2010,Train,2010-07-05 10:06:00-04:00,2010-07-05 10:06:00-04:00,2010-07-05 11:22:00-04:00,short,1721.5,1717.75,5.0,5.0,7.5,target,5.5,
A1_inside_1R,A,2010-07-06,2010,Train,2010-07-06 10:59:00-04:00,2010-07-06 10:59:00-04:00,2010-07-06 11:27:00-04:00,short,1756.0,1750.5,11.0,11.0,11.0,target,9.0,
A2_inside_1p5R,A,2010-07-06,2010,Train,2010-07-06 10:59:00-04:00,2010-07-06 10:59:00-04:00,2010-07-06 12:24:00-04:00,short,1756.0,1747.75,11.0,11.0,16.5,target,14.5,
A3_inside_volume_1R,A,2010-07-06,2010,Train,2010-07-06 10:59:00-04:00,2010-07-06 10:59:00-04:00,2010-07-06 11:27:00-04:00,short,1756.0,1750.5,11.0,11.0,11.0,target,9.0,
A1_inside_1R,A,2010-07-12,2010,Train,2010-07-12 11:49:00-04:00,2010-07-12 11:49:00-04:00,2010-07-12 12:07:00-04:00,short,1807.5,1811.5,7.0,7.0,7.0,stop,-10.0,
A2_inside_1p5R,A,2010-07-12,2010,Train,2010-07-12 11:49:00-04:00,2010-07-12 11:49:00-04:00,2010-07-12 12:07:00-04:00,short,1807.5,1811.5,7.0,7.0,10.5,stop,-10.0,
A3_inside_volume_1R,A,2010-07-12,2010,Train,2010-07-12 11:49:00-04:00,2010-07-12 11:49:00-04:00,2010-07-12 12:07:00-04:00,short,1807.5,1811.5,7.0,7.0,7.0,stop,-10.0,
A1_inside_1R,A,2010-07-19,2010,Train,2010-07-19 12:05:00-04:00,2010-07-19 12:05:00-04:00,2010-07-19 12:44:00-04:00,short,1801.5,1808.5,11.0,11.0,11.0,stop,-16.0,
A2_inside_1p5R,A,2010-07-19,2010,Train,2010-07-19 12:05:00-04:00,2010-07-19 12:05:00-04:00,2010-07-19 12:44:00-04:00,short,1801.5,1808.5,11.0,11.0,16.5,stop,-16.0,
A1_inside_1R,A,2010-07-26,2010,Train,2010-07-26 10:55:00-04:00,2010-07-26 10:55:00-04:00,2010-07-26 11:47:00-04:00,long,1879.0,1885.5,13.0,13.0,13.0,target,11.0,
A2_inside_1p5R,A,2010-07-26,2010,Train,2010-07-26 10:55:00-04:00,2010-07-26 10:55:00-04:00,2010-07-26 15:55:00-04:00,long,1879.0,1887.0,13.0,13.0,19.5,session_time,14.0,
A1_inside_1R,A,2010-08-02,2010,Train,2010-08-02 11:32:00-04:00,2010-08-02 11:32:00-04:00,2010-08-02 12:28:00-04:00,long,1899.75,1894.25,7.0,7.0,7.0,stop,-13.0,
A2_inside_1p5R,A,2010-08-02,2010,Train,2010-08-02 11:32:00-04:00,2010-08-02 11:32:00-04:00,2010-08-02 12:28:00-04:00,long,1899.75,1894.25,7.0,7.0,10.5,stop,-13.0,
A3_inside_volume_1R,A,2010-08-02,2010,Train,2010-08-02 11:32:00-04:00,2010-08-02 11:32:00-04:00,2010-08-02 12:28:00-04:00,long,1899.75,1894.25,7.0,7.0,7.0,stop,-13.0,
A1_inside_1R,A,2010-08-09,2010,Train,2010-08-09 10:55:00-04:00,2010-08-09 10:55:00-04:00,2010-08-09 11:14:00-04:00,short,1905.0,1909.25,7.5,7.5,7.5,stop,-10.5,
A2_inside_1p5R,A,2010-08-09,2010,Train,2010-08-09 10:55:00-04:00,2010-08-09 10:55:00-04:00,2010-08-09 11:14:00-04:00,short,1905.0,1909.25,7.5,7.5,11.25,stop,-10.5,
A3_inside_volume_1R,A,2010-08-09,2010,Train,2010-08-09 10:55:00-04:00,2010-08-09 10:55:00-04:00,2010-08-09 11:14:00-04:00,short,1905.0,1909.25,7.5,7.5,7.5,stop,-10.5,
A1_inside_1R,A,2010-08-16,2010,Train,2010-08-16 11:02:00-04:00,2010-08-16 11:02:00-04:00,2010-08-16 12:10:00-04:00,short,1825.75,1830.25,8.5,8.5,8.5,stop,-11.0,
A2_inside_1p5R,A,2010-08-16,2010,Train,2010-08-16 11:02:00-04:00,2010-08-16 11:02:00-04:00,2010-08-16 12:10:00-04:00,short,1825.75,1830.25,8.5,8.5,12.75,stop,-11.0,
A1_inside_1R,A,2010-08-23,2010,Train,2010-08-23 12:05:00-04:00,2010-08-23 12:05:00-04:00,2010-08-23 13:12:00-04:00,long,1816.0,1811.25,8.5,8.5,8.5,stop,-11.5,
A2_inside_1p5R,A,2010-08-23,2010,Train,2010-08-23 12:05:00-04:00,2010-08-23 12:05:00-04:00,2010-08-23 13:12:00-04:00,long,1816.0,1811.25,8.5,8.5,12.75,stop,-11.5,
A1_inside_1R,A,2010-08-30,2010,Train,2010-08-30 10:15:00-04:00,2010-08-30 10:15:00-04:00,2010-08-30 10:25:00-04:00,short,1792.5,1787.25,10.5,10.5,10.5,target,8.5,
A2_inside_1p5R,A,2010-08-30,2010,Train,2010-08-30 10:15:00-04:00,2010-08-30 10:15:00-04:00,2010-08-30 11:43:00-04:00,short,1792.5,1784.625,10.5,10.5,15.75,target,13.75,
A3_inside_volume_1R,A,2010-08-30,2010,Train,2010-08-30 10:15:00-04:00,2010-08-30 10:15:00-04:00,2010-08-30 10:25:00-04:00,short,1792.5,1787.25,10.5,10.5,10.5,target,8.5,
A1_inside_1R,A,2010-09-06,2010,Train,2010-09-06 10:04:00-04:00,2010-09-06 10:04:00-04:00,2010-09-06 10:25:00-04:00,short,1873.75,1871.25,5.0,5.0,5.0,target,3.0,
A2_inside_1p5R,A,2010-09-06,2010,Train,2010-09-06 10:04:00-04:00,2010-09-06 10:04:00-04:00,2010-09-06 10:50:00-04:00,short,1873.75,1870.0,5.0,5.0,7.5,target,5.5,
A3_inside_volume_1R,A,2010-09-06,2010,Train,2010-09-06 10:04:00-04:00,2010-09-06 10:04:00-04:00,2010-09-06 10:25:00-04:00,short,1873.75,1871.25,5.0,5.0,5.0,target,3.0,
A1_inside_1R,A,2010-09-07,2010,Train,2010-09-07 11:53:00-04:00,2010-09-07 11:53:00-04:00,2010-09-07 12:07:00-04:00,short,1859.0,1864.0,8.0,8.0,8.0,stop,-12.0,
A2_inside_1p5R,A,2010-09-07,2010,Train,2010-09-07 11:53:00-04:00,2010-09-07 11:53:00-04:00,2010-09-07 12:07:00-04:00,short,1859.0,1864.0,8.0,8.0,12.0,stop,-12.0,
A1_inside_1R,A,2010-09-13,2010,Train,2010-09-13 10:31:00-04:00,2010-09-13 10:31:00-04:00,2010-09-13 12:23:00-04:00,long,1918.0,1911.25,13.0,13.0,13.0,stop,-15.5,
A2_inside_1p5R,A,2010-09-13,2010,Train,2010-09-13 10:31:00-04:00,2010-09-13 10:31:00-04:00,2010-09-13 12:23:00-04:00,long,1918.0,1911.25,13.0,13.0,19.5,stop,-15.5,
A3_inside_volume_1R,A,2010-09-13,2010,Train,2010-09-13 10:31:00-04:00,2010-09-13 10:31:00-04:00,2010-09-13 12:23:00-04:00,long,1918.0,1911.25,13.0,13.0,13.0,stop,-15.5,
A1_inside_1R,A,2010-09-20,2010,Train,2010-09-20 11:50:00-04:00,2010-09-20 11:50:00-04:00,2010-09-20 12:31:00-04:00,short,1973.75,1970.0,7.5,7.5,7.5,target,5.5,
A2_inside_1p5R,A,2010-09-20,2010,Train,2010-09-20 11:50:00-04:00,2010-09-20 11:50:00-04:00,2010-09-20 13:40:00-04:00,short,1973.75,1978.0,7.5,7.5,11.25,stop,-10.5,
A1_inside_1R,A,2010-09-27,2010,Train,2010-09-27 11:03:00-04:00,2010-09-27 11:03:00-04:00,2010-09-27 13:45:00-04:00,short,2013.25,2020.0,11.0,11.0,11.0,stop,-15.5,
A2_inside_1p5R,A,2010-09-27,2010,Train,2010-09-27 11:03:00-04:00,2010-09-27 11:03:00-04:00,2010-09-27 13:45:00-04:00,short,2013.25,2020.0,11.0,11.0,16.5,stop,-15.5,
A3_inside_volume_1R,A,2010-09-27,2010,Train,2010-09-27 11:03:00-04:00,2010-09-27 11:03:00-04:00,2010-09-27 13:45:00-04:00,short,2013.25,2020.0,11.0,11.0,11.0,stop,-15.5,
A1_inside_1R,A,2010-10-04,2010,Train,2010-10-04 11:06:00-04:00,2010-10-04 11:06:00-04:00,2010-10-04 11:16:00-04:00,short,1980.5,1974.0,13.0,13.0,13.0,target,11.0,
A2_inside_1p5R,A,2010-10-04,2010,Train,2010-10-04 11:06:00-04:00,2010-10-04 11:06:00-04:00,2010-10-04 11:20:00-04:00,short,1980.5,1970.75,13.0,13.0,19.5,target,17.5,
A1_inside_1R,A,2010-10-11,2010,Train,2010-10-11 10:45:00-04:00,2010-10-11 10:45:00-04:00,2010-10-11 15:34:00-04:00,short,2027.75,2022.5,10.5,10.5,10.5,target,8.5,
A2_inside_1p5R,A,2010-10-11,2010,Train,2010-10-11 10:45:00-04:00,2010-10-11 10:45:00-04:00,2010-10-11 15:41:00-04:00,short,2027.75,2019.875,10.5,10.5,15.75,target,13.75,
A3_inside_volume_1R,A,2010-10-11,2010,Train,2010-10-11 10:45:00-04:00,2010-10-11 10:45:00-04:00,2010-10-11 15:34:00-04:00,short,2027.75,2022.5,10.5,10.5,10.5,target,8.5,
A1_inside_1R,A,2010-10-18,2010,Train,2010-10-18 10:11:00-04:00,2010-10-18 10:11:00-04:00,2010-10-18 10:33:00-04:00,long,2100.0,2093.25,13.0,13.0,13.0,stop,-15.5,
A2_inside_1p5R,A,2010-10-18,2010,Train,2010-10-18 10:11:00-04:00,2010-10-18 10:11:00-04:00,2010-10-18 10:33:00-04:00,long,2100.0,2093.25,13.0,13.0,19.5,stop,-15.5,
A3_inside_volume_1R,A,2010-10-18,2010,Train,2010-10-18 10:11:00-04:00,2010-10-18 10:11:00-04:00,2010-10-18 10:33:00-04:00,long,2100.0,2093.25,13.0,13.0,13.0,stop,-15.5,
A1_inside_1R,A,2010-10-25,2010,Train,2010-10-25 10:32:00-04:00,2010-10-25 10:32:00-04:00,2010-10-25 10:42:00-04:00,short,2118.0,2113.5,9.0,9.0,9.0,target,7.0,
A2_inside_1p5R,A,2010-10-25,2010,Train,2010-10-25 10:32:00-04:00,2010-10-25 10:32:00-04:00,2010-10-25 11:05:00-04:00,short,2118.0,2111.25,9.0,9.0,13.5,target,11.5,
A3_inside_volume_1R,A,2010-10-25,2010,Train,2010-10-25 10:32:00-04:00,2010-10-25 10:32:00-04:00,2010-10-25 10:42:00-04:00,short,2118.0,2113.5,9.0,9.0,9.0,target,7.0,
A1_inside_1R,A,2010-11-01,2010,Train,2010-11-01 10:53:00-04:00,2010-11-01 10:53:00-04:00,2010-11-01 11:01:00-04:00,short,2135.75,2129.25,13.0,13.0,13.0,target,11.0,
A2_inside_1p5R,A,2010-11-01,2010,Train,2010-11-01 10:53:00-04:00,2010-11-01 10:53:00-04:00,2010-11-01 11:16:00-04:00,short,2135.75,2126.0,13.0,13.0,19.5,target,17.5,
A3_inside_volume_1R,A,2010-11-01,2010,Train,2010-11-01 10:53:00-04:00,2010-11-01 10:53:00-04:00,2010-11-01 11:01:00-04:00,short,2135.75,2129.25,13.0,13.0,13.0,target,11.0,
A1_inside_1R,A,2010-11-08,2010,Train,2010-11-08 10:58:00-05:00,2010-11-08 10:58:00-05:00,2010-11-08 12:22:00-05:00,short,2183.5,2188.0,8.5,8.5,8.5,stop,-11.0,
A2_inside_1p5R,A,2010-11-08,2010,Train,2010-11-08 10:58:00-05:00,2010-11-08 10:58:00-05:00,2010-11-08 12:22:00-05:00,short,2183.5,2188.0,8.5,8.5,12.75,stop,-11.0,
A1_inside_1R,A,2010-11-15,2010,Train,2010-11-15 11:05:00-05:00,2010-11-15 11:05:00-05:00,2010-11-15 11:44:00-05:00,short,2134.5,2139.75,9.5,9.5,9.5,stop,-12.5,
A2_inside_1p5R,A,2010-11-15,2010,Train,2010-11-15 11:05:00-05:00,2010-11-15 11:05:00-05:00,2010-11-15 11:44:00-05:00,short,2134.5,2139.75,9.5,9.5,14.25,stop,-12.5,
A3_inside_volume_1R,A,2010-11-15,2010,Train,2010-11-15 11:05:00-05:00,2010-11-15 11:05:00-05:00,2010-11-15 11:44:00-05:00,short,2134.5,2139.75,9.5,9.5,9.5,stop,-12.5,
A1_inside_1R,A,2010-11-22,2010,Train,2010-11-22 11:49:00-05:00,2010-11-22 11:49:00-05:00,2010-11-22 12:25:00-05:00,long,2138.0,2134.75,5.5,5.5,5.5,stop,-8.5,
A2_inside_1p5R,A,2010-11-22,2010,Train,2010-11-22 11:49:00-05:00,2010-11-22 11:49:00-05:00,2010-11-22 12:25:00-05:00,long,2138.0,2134.75,5.5,5.5,8.25,stop,-8.5,
A3_inside_volume_1R,A,2010-11-22,2010,Train,2010-11-22 11:49:00-05:00,2010-11-22 11:49:00-05:00,2010-11-22 12:25:00-05:00,long,2138.0,2134.75,5.5,5.5,5.5,stop,-8.5,
A1_inside_1R,A,2010-11-26,2010,Train,2010-11-26 10:21:00-05:00,2010-11-26 10:21:00-05:00,2010-11-26 10:57:00-05:00,long,2159.5,2152.25,13.0,13.0,13.0,stop,-16.5,
A2_inside_1p5R,A,2010-11-26,2010,Train,2010-11-26 10:21:00-05:00,2010-11-26 10:21:00-05:00,2010-11-26 10:57:00-05:00,long,2159.5,2152.25,13.0,13.0,19.5,stop,-16.5,
A1_inside_1R,A,2010-11-29,2010,Train,2010-11-29 12:12:00-05:00,2010-11-29 12:12:00-05:00,2010-11-29 14:29:00-05:00,long,2124.75,2130.25,11.0,11.0,11.0,target,9.0,
A2_inside_1p5R,A,2010-11-29,2010,Train,2010-11-29 12:12:00-05:00,2010-11-29 12:12:00-05:00,2010-11-29 14:30:00-05:00,long,2124.75,2133.0,11.0,11.0,16.5,target,14.5,
A1_inside_1R,A,2010-12-06,2010,Train,2010-12-06 10:45:00-05:00,2010-12-06 10:45:00-05:00,2010-12-06 10:52:00-05:00,short,2189.75,2186.5,6.5,6.5,6.5,target,4.5,
A2_inside_1p5R,A,2010-12-06,2010,Train,2010-12-06 10:45:00-05:00,2010-12-06 10:45:00-05:00,2010-12-06 11:25:00-05:00,short,2189.75,2184.875,6.5,6.5,9.75,target,7.75,
A1_inside_1R,A,2010-12-13,2010,Train,2010-12-13 10:31:00-05:00,2010-12-13 10:31:00-05:00,2010-12-13 12:05:00-05:00,long,2222.0,2218.0,7.0,7.0,7.0,stop,-10.0,
A2_inside_1p5R,A,2010-12-13,2010,Train,2010-12-13 10:31:00-05:00,2010-12-13 10:31:00-05:00,2010-12-13 12:05:00-05:00,long,2222.0,2218.0,7.0,7.0,10.5,stop,-10.0,
A1_inside_1R,A,2010-12-20,2010,Train,2010-12-20 11:06:00-05:00,2010-12-20 11:06:00-05:00,2010-12-20 11:17:00-05:00,short,2207.0,2210.5,6.0,6.0,6.0,stop,-9.0,
A2_inside_1p5R,A,2010-12-20,2010,Train,2010-12-20 11:06:00-05:00,2010-12-20 11:06:00-05:00,2010-12-20 11:17:00-05:00,short,2207.0,2210.5,6.0,6.0,9.0,stop,-9.0,
A3_inside_volume_1R,A,2010-12-20,2010,Train,2010-12-20 11:06:00-05:00,2010-12-20 11:06:00-05:00,2010-12-20 11:17:00-05:00,short,2207.0,2210.5,6.0,6.0,6.0,stop,-9.0,
A1_inside_1R,A,2010-12-27,2010,Train,2010-12-27 10:16:00-05:00,2010-12-27 10:16:00-05:00,2010-12-27 12:07:00-05:00,long,2212.25,2217.0,9.5,9.5,9.5,target,7.5,
A2_inside_1p5R,A,2010-12-27,2010,Train,2010-12-27 10:16:00-05:00,2010-12-27 10:16:00-05:00,2010-12-27 12:10:00-05:00,long,2212.25,2219.375,9.5,9.5,14.25,target,12.25,
A1_inside_1R,A,2011-01-03,2011,Train,2011-01-03 10:51:00-05:00,2011-01-03 10:51:00-05:00,2011-01-03 12:34:00-05:00,long,2265.5,2260.0,10.5,10.5,10.5,stop,-13.0,
A2_inside_1p5R,A,2011-01-03,2011,Train,2011-01-03 10:51:00-05:00,2011-01-03 10:51:00-05:00,2011-01-03 12:34:00-05:00,long,2265.5,2260.0,10.5,10.5,15.75,stop,-13.0,
A1_inside_1R,A,2011-01-10,2011,Train,2011-01-10 10:55:00-05:00,2011-01-10 10:55:00-05:00,2011-01-10 11:55:00-05:00,short,2269.5,2275.5,11.0,11.0,11.0,stop,-14.0,
A2_inside_1p5R,A,2011-01-10,2011,Train,2011-01-10 10:55:00-05:00,2011-01-10 10:55:00-05:00,2011-01-10 11:55:00-05:00,short,2269.5,2275.5,11.0,11.0,16.5,stop,-14.0,
A3_inside_volume_1R,A,2011-01-10,2011,Train,2011-01-10 10:55:00-05:00,2011-01-10 10:55:00-05:00,2011-01-10 11:55:00-05:00,short,2269.5,2275.5,11.0,11.0,11.0,stop,-14.0,
A1_inside_1R,A,2011-01-17,2011,Train,2011-01-17 10:00:00-05:00,2011-01-17 10:00:00-05:00,2011-01-17 10:26:00-05:00,short,2294.5,2288.5,12.0,12.0,12.0,target,10.0,
A2_inside_1p5R,A,2011-01-17,2011,Train,2011-01-17 10:00:00-05:00,2011-01-17 10:00:00-05:00,2011-01-17 10:26:00-05:00,short,2294.5,2285.5,12.0,12.0,18.0,target,16.0,
A1_inside_1R,A,2011-01-18,2011,Train,2011-01-18 10:49:00-05:00,2011-01-18 10:49:00-05:00,2011-01-18 11:18:00-05:00,short,2311.5,2318.0,12.0,12.0,12.0,stop,-15.0,
A2_inside_1p5R,A,2011-01-18,2011,Train,2011-01-18 10:49:00-05:00,2011-01-18 10:49:00-05:00,2011-01-18 11:18:00-05:00,short,2311.5,2318.0,12.0,12.0,18.0,stop,-15.0,
A3_inside_volume_1R,A,2011-01-18,2011,Train,2011-01-18 10:49:00-05:00,2011-01-18 10:49:00-05:00,2011-01-18 11:18:00-05:00,short,2311.5,2318.0,12.0,12.0,12.0,stop,-15.0,
A1_inside_1R,A,2011-01-24,2011,Train,2011-01-24 11:03:00-05:00,2011-01-24 11:03:00-05:00,2011-01-24 11:22:00-05:00,long,2280.0,2284.25,8.5,8.5,8.5,target,6.5,
A2_inside_1p5R,A,2011-01-24,2011,Train,2011-01-24 11:03:00-05:00,2011-01-24 11:03:00-05:00,2011-01-24 11:25:00-05:00,long,2280.0,2286.375,8.5,8.5,12.75,target,10.75,
A3_inside_volume_1R,A,2011-01-24,2011,Train,2011-01-24 11:03:00-05:00,2011-01-24 11:03:00-05:00,2011-01-24 11:22:00-05:00,long,2280.0,2284.25,8.5,8.5,8.5,target,6.5,
A1_inside_1R,A,2011-01-31,2011,Train,2011-01-31 11:01:00-05:00,2011-01-31 11:01:00-05:00,2011-01-31 12:03:00-05:00,long,2270.25,2275.0,9.5,9.5,9.5,target,7.5,
A2_inside_1p5R,A,2011-01-31,2011,Train,2011-01-31 11:01:00-05:00,2011-01-31 11:01:00-05:00,2011-01-31 12:08:00-05:00,long,2270.25,2277.375,9.5,9.5,14.25,target,12.25,
A1_inside_1R,A,2011-02-07,2011,Train,2011-02-07 10:11:00-05:00,2011-02-07 10:11:00-05:00,2011-02-07 10:51:00-05:00,long,2346.25,2351.75,11.0,11.0,11.0,target,9.0,
A2_inside_1p5R,A,2011-02-07,2011,Train,2011-02-07 10:11:00-05:00,2011-02-07 10:11:00-05:00,2011-02-07 11:02:00-05:00,long,2346.25,2354.5,11.0,11.0,16.5,target,14.5,
A3_inside_volume_1R,A,2011-02-07,2011,Train,2011-02-07 10:11:00-05:00,2011-02-07 10:11:00-05:00,2011-02-07 10:51:00-05:00,long,2346.25,2351.75,11.0,11.0,11.0,target,9.0,
A1_inside_1R,A,2011-02-14,2011,Train,2011-02-14 10:05:00-05:00,2011-02-14 10:05:00-05:00,2011-02-14 15:55:00-05:00,long,2383.75,2384.25,10.0,10.0,10.0,session_time,-1.0,
A2_inside_1p5R,A,2011-02-14,2011,Train,2011-02-14 10:05:00-05:00,2011-02-14 10:05:00-05:00,2011-02-14 15:55:00-05:00,long,2383.75,2384.25,10.0,10.0,15.0,session_time,-1.0,
A1_inside_1R,A,2011-02-21,2011,Train,2011-02-21 10:06:00-05:00,2011-02-21 10:06:00-05:00,2011-02-21 10:28:00-05:00,short,2378.75,2373.75,10.0,10.0,10.0,target,8.0,
A2_inside_1p5R,A,2011-02-21,2011,Train,2011-02-21 10:06:00-05:00,2011-02-21 10:06:00-05:00,2011-02-21 10:31:00-05:00,short,2378.75,2371.25,10.0,10.0,15.0,target,13.0,
A3_inside_volume_1R,A,2011-02-21,2011,Train,2011-02-21 10:06:00-05:00,2011-02-21 10:06:00-05:00,2011-02-21 10:28:00-05:00,short,2378.75,2373.75,10.0,10.0,10.0,target,8.0,
A1_inside_1R,A,2011-02-22,2011,Train,2011-02-22 12:37:00-05:00,2011-02-22 12:37:00-05:00,2011-02-22 12:41:00-05:00,short,2341.75,2337.0,9.5,9.5,9.5,target,7.5,
A2_inside_1p5R,A,2011-02-22,2011,Train,2011-02-22 12:37:00-05:00,2011-02-22 12:37:00-05:00,2011-02-22 12:43:00-05:00,short,2341.75,2334.625,9.5,9.5,14.25,target,12.25,
A3_inside_volume_1R,A,2011-02-22,2011,Train,2011-02-22 12:37:00-05:00,2011-02-22 12:37:00-05:00,2011-02-22 12:41:00-05:00,short,2341.75,2337.0,9.5,9.5,9.5,target,7.5,
A1_inside_1R,A,2011-02-28,2011,Train,2011-02-28 10:07:00-05:00,2011-02-28 10:07:00-05:00,2011-02-28 11:35:00-05:00,short,2356.5,2350.5,12.0,12.0,12.0,target,10.0,
A2_inside_1p5R,A,2011-02-28,2011,Train,2011-02-28 10:07:00-05:00,2011-02-28 10:07:00-05:00,2011-02-28 12:49:00-05:00,short,2356.5,2347.5,12.0,12.0,18.0,target,16.0,
A3_inside_volume_1R,A,2011-02-28,2011,Train,2011-02-28 10:07:00-05:00,2011-02-28 10:07:00-05:00,2011-02-28 11:35:00-05:00,short,2356.5,2350.5,12.0,12.0,12.0,target,10.0,
A1_inside_1R,A,2011-03-07,2011,Train,2011-03-07 13:47:00-05:00,2011-03-07 13:47:00-05:00,2011-03-07 14:21:00-05:00,long,2315.75,2321.25,11.0,11.0,11.0,target,9.0,
A2_inside_1p5R,A,2011-03-07,2011,Train,2011-03-07 13:47:00-05:00,2011-03-07 13:47:00-05:00,2011-03-07 15:10:00-05:00,long,2315.75,2324.0,11.0,11.0,16.5,target,14.5,
A1_inside_1R,A,2011-03-14,2011,Train,2011-03-14 11:44:00-04:00,2011-03-14 11:44:00-04:00,2011-03-14 11:56:00-04:00,long,2278.25,2273.0,10.0,10.0,10.0,stop,-12.5,
A2_inside_1p5R,A,2011-03-14,2011,Train,2011-03-14 11:44:00-04:00,2011-03-14 11:44:00-04:00,2011-03-14 11:56:00-04:00,long,2278.25,2273.0,10.0,10.0,15.0,stop,-12.5,
A1_inside_1R,A,2011-03-15,2011,Train,2011-03-15 12:02:00-04:00,2011-03-15 12:02:00-04:00,2011-03-15 12:27:00-04:00,long,2251.5,2257.5,12.0,12.0,12.0,target,10.0,
A2_inside_1p5R,A,2011-03-15,2011,Train,2011-03-15 12:02:00-04:00,2011-03-15 12:02:00-04:00,2011-03-15 12:45:00-04:00,long,2251.5,2244.25,12.0,12.0,18.0,stop,-16.5,
A3_inside_volume_1R,A,2011-03-15,2011,Train,2011-03-15 12:02:00-04:00,2011-03-15 12:02:00-04:00,2011-03-15 12:27:00-04:00,long,2251.5,2257.5,12.0,12.0,12.0,target,10.0,
A1_inside_1R,A,2011-03-21,2011,Train,2011-03-21 11:02:00-04:00,2011-03-21 11:02:00-04:00,2011-03-21 11:57:00-04:00,long,2269.25,2263.5,8.5,8.5,8.5,stop,-13.5,
A2_inside_1p5R,A,2011-03-21,2011,Train,2011-03-21 11:02:00-04:00,2011-03-21 11:02:00-04:00,2011-03-21 11:57:00-04:00,long,2269.25,2263.5,8.5,8.5,12.75,stop,-13.5,
A3_inside_volume_1R,A,2011-03-21,2011,Train,2011-03-21 11:02:00-04:00,2011-03-21 11:02:00-04:00,2011-03-21 11:57:00-04:00,long,2269.25,2263.5,8.5,8.5,8.5,stop,-13.5,
A1_inside_1R,A,2011-03-22,2011,Train,2011-03-22 11:28:00-04:00,2011-03-22 11:28:00-04:00,2011-03-22 12:25:00-04:00,long,2257.0,2261.0,8.0,8.0,8.0,target,6.0,
A2_inside_1p5R,A,2011-03-22,2011,Train,2011-03-22 11:28:00-04:00,2011-03-22 11:28:00-04:00,2011-03-22 13:20:00-04:00,long,2257.0,2252.5,8.0,8.0,12.0,stop,-11.0,
A1_inside_1R,A,2011-03-25,2011,Train,2011-03-25 10:19:00-04:00,2011-03-25 10:19:00-04:00,2011-03-25 10:32:00-04:00,short,2312.0,2319.25,13.0,13.0,13.0,stop,-16.5,
A2_inside_1p5R,A,2011-03-25,2011,Train,2011-03-25 10:19:00-04:00,2011-03-25 10:19:00-04:00,2011-03-25 10:32:00-04:00,short,2312.0,2319.25,13.0,13.0,19.5,stop,-16.5,
A3_inside_volume_1R,A,2011-03-25,2011,Train,2011-03-25 10:19:00-04:00,2011-03-25 10:19:00-04:00,2011-03-25 10:32:00-04:00,short,2312.0,2319.25,13.0,13.0,13.0,stop,-16.5,
A1_inside_1R,A,2011-03-28,2011,Train,2011-03-28 10:45:00-04:00,2011-03-28 10:45:00-04:00,2011-03-28 10:52:00-04:00,long,2322.75,2317.5,10.0,10.0,10.0,stop,-12.5,
A2_inside_1p5R,A,2011-03-28,2011,Train,2011-03-28 10:45:00-04:00,2011-03-28 10:45:00-04:00,2011-03-28 10:52:00-04:00,long,2322.75,2317.5,10.0,10.0,15.0,stop,-12.5,
