candidate,family,session_date,year,period,signal_ts,entry_ts,exit_ts,side,entry,exit,natural_stop_dollars,stop_dollars,target_dollars,exit_kind,net_dollars,zscore
B4_zmean_nearer_1p5R,B,2017-06-16,2017,Train,2017-06-16 11:10:00-04:00,2017-06-16 11:11:00-04:00,2017-06-16 11:28:00-04:00,long_spread,-780.75,,,150.0,18.350000000000023,target,14.350000000000023,-2.0073668154505118
B5_z_fixed_1p5R,B,2017-06-16,2017,Train,2017-06-16 11:10:00-04:00,2017-06-16 11:11:00-04:00,2017-06-16 15:55:00-04:00,long_spread,-780.75,,,150.0,225.0,session_time,-2.0,-2.0073668154505118
B4_zmean_nearer_1p5R,B,2017-06-19,2017,Train,2017-06-19 11:54:00-04:00,2017-06-19 11:55:00-04:00,2017-06-19 13:31:00-04:00,long_spread,-708.0,,,150.0,6.1083333333333485,target,2.1083333333333485,-2.1404543838822248
B5_z_fixed_1p5R,B,2017-06-19,2017,Train,2017-06-19 11:54:00-04:00,2017-06-19 11:55:00-04:00,2017-06-19 15:55:00-04:00,long_spread,-708.0,,,150.0,225.0,session_time,9.25,-2.1404543838822248
B4_zmean_nearer_1p5R,B,2017-06-20,2017,Train,2017-06-20 10:48:00-04:00,2017-06-20 10:49:00-04:00,2017-06-20 11:06:00-04:00,short_spread,-673.75,,,150.0,11.416666666666629,target,7.416666666666629,2.2866491166696106
B5_z_fixed_1p5R,B,2017-06-20,2017,Train,2017-06-20 10:48:00-04:00,2017-06-20 10:49:00-04:00,2017-06-20 15:55:00-04:00,short_spread,-673.75,,,150.0,225.0,session_time,30.5,2.2866491166696106
B4_zmean_nearer_1p5R,B,2017-06-21,2017,Train,2017-06-21 10:42:00-04:00,2017-06-21 10:43:00-04:00,2017-06-21 15:55:00-04:00,short_spread,-653.75,,,150.0,20.125,session_time,-68.25,2.6206822610022042
B5_z_fixed_1p5R,B,2017-06-21,2017,Train,2017-06-21 10:42:00-04:00,2017-06-21 10:43:00-04:00,2017-06-21 15:55:00-04:00,short_spread,-653.75,,,150.0,225.0,session_time,-68.25,2.6206822610022042
B4_zmean_nearer_1p5R,B,2017-06-22,2017,Train,2017-06-22 10:39:00-04:00,2017-06-22 10:40:00-04:00,2017-06-22 10:57:00-04:00,short_spread,-589.0,,,150.0,10.424999999999955,target,6.4249999999999545,2.135593201036339
B5_z_fixed_1p5R,B,2017-06-22,2017,Train,2017-06-22 10:39:00-04:00,2017-06-22 10:40:00-04:00,2017-06-22 15:55:00-04:00,short_spread,-589.0,,,150.0,225.0,session_time,-2.5,2.135593201036339
B4_zmean_nearer_1p5R,B,2017-06-23,2017,Train,2017-06-23 10:32:00-04:00,2017-06-23 10:33:00-04:00,2017-06-23 15:55:00-04:00,short_spread,-597.5,,,150.0,10.820833333333326,session_time,-40.0,2.209033681489084
B5_z_fixed_1p5R,B,2017-06-23,2017,Train,2017-06-23 10:32:00-04:00,2017-06-23 10:33:00-04:00,2017-06-23 15:55:00-04:00,short_spread,-597.5,,,150.0,225.0,session_time,-40.0,2.209033681489084
B4_zmean_nearer_1p5R,B,2017-06-26,2017,Train,2017-06-26 11:03:00-04:00,2017-06-26 11:04:00-04:00,2017-06-26 15:55:00-04:00,long_spread,-609.0,,,150.0,23.8125,session_time,-14.5,-2.191464801317686
B5_z_fixed_1p5R,B,2017-06-26,2017,Train,2017-06-26 11:03:00-04:00,2017-06-26 11:04:00-04:00,2017-06-26 15:55:00-04:00,long_spread,-609.0,,,150.0,225.0,session_time,-14.5,-2.191464801317686
B4_zmean_nearer_1p5R,B,2017-06-27,2017,Train,2017-06-27 11:22:00-04:00,2017-06-27 11:23:00-04:00,2017-06-27 15:55:00-04:00,long_spread,-669.0,,,150.0,8.241666666666674,session_time,-68.0,-2.1513105587650343
B5_z_fixed_1p5R,B,2017-06-27,2017,Train,2017-06-27 11:22:00-04:00,2017-06-27 11:23:00-04:00,2017-06-27 15:55:00-04:00,long_spread,-669.0,,,150.0,225.0,session_time,-68.0,-2.1513105587650343
B4_zmean_nearer_1p5R,B,2017-06-28,2017,Train,2017-06-28 10:32:00-04:00,2017-06-28 10:33:00-04:00,2017-06-28 15:55:00-04:00,short_spread,-751.5,,,150.0,25.825000000000045,session_time,-78.25,2.284213674835414
B5_z_fixed_1p5R,B,2017-06-28,2017,Train,2017-06-28 10:32:00-04:00,2017-06-28 10:33:00-04:00,2017-06-28 15:55:00-04:00,short_spread,-751.5,,,150.0,225.0,session_time,-78.25,2.284213674835414
B4_zmean_nearer_1p5R,B,2017-06-29,2017,Train,2017-06-29 11:05:00-04:00,2017-06-29 11:06:00-04:00,2017-06-29 12:01:00-04:00,long_spread,-793.5,,,150.0,19.237499999999955,target,15.237499999999955,-2.6627467115597514
B5_z_fixed_1p5R,B,2017-06-29,2017,Train,2017-06-29 11:05:00-04:00,2017-06-29 11:06:00-04:00,2017-06-29 15:55:00-04:00,long_spread,-793.5,,,150.0,225.0,session_time,21.5,-2.6627467115597514
B4_zmean_nearer_1p5R,B,2017-06-30,2017,Train,2017-06-30 10:55:00-04:00,2017-06-30 10:56:00-04:00,2017-06-30 11:30:00-04:00,short_spread,-783.5,,,150.0,9.424999999999955,target,5.4249999999999545,2.0480892858184507
B5_z_fixed_1p5R,B,2017-06-30,2017,Train,2017-06-30 10:55:00-04:00,2017-06-30 10:56:00-04:00,2017-06-30 15:55:00-04:00,short_spread,-783.5,,,150.0,225.0,session_time,19.0,2.0480892858184507
B4_zmean_nearer_1p5R,B,2017-07-03,2017,Train,2017-07-03 10:35:00-04:00,2017-07-03 10:36:00-04:00,2017-07-03 13:14:00-04:00,long_spread,-877.0,,,150.0,38.33333333333337,session_time,-67.75,-2.0029038619568995
B5_z_fixed_1p5R,B,2017-07-03,2017,Train,2017-07-03 10:35:00-04:00,2017-07-03 10:36:00-04:00,2017-07-03 13:14:00-04:00,long_spread,-877.0,,,150.0,225.0,session_time,-67.75,-2.0029038619568995
B4_zmean_nearer_1p5R,B,2017-07-04,2017,Train,2017-07-04 10:32:00-04:00,2017-07-04 10:33:00-04:00,2017-07-04 12:59:00-04:00,long_spread,-940.5,,,150.0,11.3125,session_time,-28.25,-2.258328841580574
B5_z_fixed_1p5R,B,2017-07-04,2017,Train,2017-07-04 10:32:00-04:00,2017-07-04 10:33:00-04:00,2017-07-04 12:59:00-04:00,long_spread,-940.5,,,150.0,225.0,session_time,-28.25,-2.258328841580574
B4_zmean_nearer_1p5R,B,2017-07-05,2017,Train,2017-07-05 10:45:00-04:00,2017-07-05 10:46:00-04:00,2017-07-05 15:55:00-04:00,short_spread,-861.25,,,150.0,29.262500000000045,session_time,-21.0,2.8307803389487884
B5_z_fixed_1p5R,B,2017-07-05,2017,Train,2017-07-05 10:45:00-04:00,2017-07-05 10:46:00-04:00,2017-07-05 15:55:00-04:00,short_spread,-861.25,,,150.0,225.0,session_time,-21.0,2.8307803389487884
B4_zmean_nearer_1p5R,B,2017-07-06,2017,Train,2017-07-06 11:25:00-04:00,2017-07-06 11:26:00-04:00,2017-07-06 15:55:00-04:00,short_spread,-872.5,,,150.0,13.408333333333303,session_time,-40.25,2.1346117975804
B5_z_fixed_1p5R,B,2017-07-06,2017,Train,2017-07-06 11:25:00-04:00,2017-07-06 11:26:00-04:00,2017-07-06 15:55:00-04:00,short_spread,-872.5,,,150.0,225.0,session_time,-40.25,2.1346117975804
B4_zmean_nearer_1p5R,B,2017-07-07,2017,Train,2017-07-07 10:31:00-04:00,2017-07-07 10:32:00-04:00,2017-07-07 10:49:00-04:00,short_spread,-786.75,,,150.0,16.23333333333335,target,12.233333333333348,2.1762196338015145
B5_z_fixed_1p5R,B,2017-07-07,2017,Train,2017-07-07 10:31:00-04:00,2017-07-07 10:32:00-04:00,2017-07-07 15:55:00-04:00,short_spread,-786.75,,,150.0,225.0,session_time,2.75,2.1762196338015145
B4_zmean_nearer_1p5R,B,2017-07-10,2017,Train,2017-07-10 10:57:00-04:00,2017-07-10 10:58:00-04:00,2017-07-10 15:55:00-04:00,short_spread,-762.75,,,150.0,13.49583333333328,session_time,-36.75,2.0642326455899878
B5_z_fixed_1p5R,B,2017-07-10,2017,Train,2017-07-10 10:57:00-04:00,2017-07-10 10:58:00-04:00,2017-07-10 15:55:00-04:00,short_spread,-762.75,,,150.0,225.0,session_time,-36.75,2.0642326455899878
B4_zmean_nearer_1p5R,B,2017-07-11,2017,Train,2017-07-11 11:20:00-04:00,2017-07-11 11:21:00-04:00,2017-07-11 11:25:00-04:00,long_spread,-713.0,,,150.0,10.99583333333328,target,6.99583333333328,-2.1724930306798487
B5_z_fixed_1p5R,B,2017-07-11,2017,Train,2017-07-11 11:20:00-04:00,2017-07-11 11:21:00-04:00,2017-07-11 15:55:00-04:00,long_spread,-713.0,,,150.0,225.0,session_time,14.75,-2.1724930306798487
B4_zmean_nearer_1p5R,B,2017-07-12,2017,Train,2017-07-12 10:59:00-04:00,2017-07-12 11:00:00-04:00,2017-07-12 15:55:00-04:00,short_spread,-669.25,,,150.0,11.220833333333303,session_time,-32.25,2.0994146954525674
B5_z_fixed_1p5R,B,2017-07-12,2017,Train,2017-07-12 10:59:00-04:00,2017-07-12 11:00:00-04:00,2017-07-12 15:55:00-04:00,short_spread,-669.25,,,150.0,225.0,session_time,-32.25,2.0994146954525674
B4_zmean_nearer_1p5R,B,2017-07-13,2017,Train,2017-07-13 11:28:00-04:00,2017-07-13 11:29:00-04:00,2017-07-13 11:33:00-04:00,long_spread,-641.75,,,150.0,10.625,target,6.625,-2.406011067438045
B5_z_fixed_1p5R,B,2017-07-13,2017,Train,2017-07-13 11:28:00-04:00,2017-07-13 11:29:00-04:00,2017-07-13 15:55:00-04:00,long_spread,-641.75,,,150.0,225.0,session_time,4.0,-2.406011067438045
B4_zmean_nearer_1p5R,B,2017-07-14,2017,Train,2017-07-14 11:11:00-04:00,2017-07-14 11:12:00-04:00,2017-07-14 15:55:00-04:00,short_spread,-616.5,,,150.0,6.3583333333333485,session_time,-18.25,2.057096939405927
B5_z_fixed_1p5R,B,2017-07-14,2017,Train,2017-07-14 11:11:00-04:00,2017-07-14 11:12:00-04:00,2017-07-14 15:55:00-04:00,short_spread,-616.5,,,150.0,225.0,session_time,-18.25,2.057096939405927
B4_zmean_nearer_1p5R,B,2017-07-17,2017,Train,2017-07-17 10:34:00-04:00,2017-07-17 10:35:00-04:00,2017-07-17 15:55:00-04:00,long_spread,-594.5,,,150.0,15.912500000000023,session_time,-8.5,-2.3628028218966457
B5_z_fixed_1p5R,B,2017-07-17,2017,Train,2017-07-17 10:34:00-04:00,2017-07-17 10:35:00-04:00,2017-07-17 15:55:00-04:00,long_spread,-594.5,,,150.0,225.0,session_time,-8.5,-2.3628028218966457
B4_zmean_nearer_1p5R,B,2017-07-18,2017,Train,2017-07-18 10:53:00-04:00,2017-07-18 10:54:00-04:00,2017-07-18 15:55:00-04:00,short_spread,-555.75,,,150.0,16.491666666666674,session_time,-29.0,2.0847437976114076
B5_z_fixed_1p5R,B,2017-07-18,2017,Train,2017-07-18 10:53:00-04:00,2017-07-18 10:54:00-04:00,2017-07-18 15:55:00-04:00,short_spread,-555.75,,,150.0,225.0,session_time,-29.0,2.0847437976114076
B4_zmean_nearer_1p5R,B,2017-07-19,2017,Train,2017-07-19 11:02:00-04:00,2017-07-19 11:03:00-04:00,2017-07-19 11:20:00-04:00,short_spread,-508.0,,,150.0,7.3875000000000455,target,3.3875000000000455,3.3188660076284133
B5_z_fixed_1p5R,B,2017-07-19,2017,Train,2017-07-19 11:02:00-04:00,2017-07-19 11:03:00-04:00,2017-07-19 15:55:00-04:00,short_spread,-508.0,,,150.0,225.0,session_time,6.25,3.3188660076284133
B4_zmean_nearer_1p5R,B,2017-07-20,2017,Train,2017-07-20 11:05:00-04:00,2017-07-20 11:06:00-04:00,2017-07-20 13:02:00-04:00,short_spread,-517.75,,,150.0,9.345833333333303,target,5.345833333333303,2.5394153262471164
B5_z_fixed_1p5R,B,2017-07-20,2017,Train,2017-07-20 11:05:00-04:00,2017-07-20 11:06:00-04:00,2017-07-20 15:55:00-04:00,short_spread,-517.75,,,150.0,225.0,session_time,-8.5,2.5394153262471164
B4_zmean_nearer_1p5R,B,2017-07-21,2017,Train,2017-07-21 11:04:00-04:00,2017-07-21 11:05:00-04:00,2017-07-21 11:30:00-04:00,long_spread,-521.5,,,150.0,10.670833333333348,target,6.6708333333333485,-2.3235395943386723
B5_z_fixed_1p5R,B,2017-07-21,2017,Train,2017-07-21 11:04:00-04:00,2017-07-21 11:05:00-04:00,2017-07-21 15:55:00-04:00,long_spread,-521.5,,,150.0,225.0,session_time,9.25,-2.3235395943386723
B4_zmean_nearer_1p5R,B,2017-07-24,2017,Train,2017-07-24 10:57:00-04:00,2017-07-24 10:58:00-04:00,2017-07-24 11:02:00-04:00,short_spread,-479.5,,,150.0,5.050000000000011,target,1.0500000000000114,2.2057304825747654
B5_z_fixed_1p5R,B,2017-07-24,2017,Train,2017-07-24 10:57:00-04:00,2017-07-24 10:58:00-04:00,2017-07-24 15:55:00-04:00,short_spread,-479.5,,,150.0,225.0,session_time,-29.5,2.2057304825747654
B4_zmean_nearer_1p5R,B,2017-07-25,2017,Train,2017-07-25 12:42:00-04:00,2017-07-25 12:43:00-04:00,2017-07-25 15:55:00-04:00,short_spread,-515.75,,,150.0,5.4500000000000455,session_time,-8.0,2.169937388200819
B5_z_fixed_1p5R,B,2017-07-25,2017,Train,2017-07-25 12:42:00-04:00,2017-07-25 12:43:00-04:00,2017-07-25 15:55:00-04:00,short_spread,-515.75,,,150.0,225.0,session_time,-8.0,2.169937388200819
B4_zmean_nearer_1p5R,B,2017-07-26,2017,Train,2017-07-26 11:13:00-04:00,2017-07-26 11:14:00-04:00,2017-07-26 12:11:00-04:00,long_spread,-493.75,,,150.0,7.258333333333326,target,3.2583333333333258,-2.031732970330467
B5_z_fixed_1p5R,B,2017-07-26,2017,Train,2017-07-26 11:13:00-04:00,2017-07-26 11:14:00-04:00,2017-07-26 15:55:00-04:00,long_spread,-493.75,,,150.0,225.0,session_time,16.25,-2.031732970330467
B4_zmean_nearer_1p5R,B,2017-07-27,2017,Train,2017-07-27 10:34:00-04:00,2017-07-27 10:35:00-04:00,2017-07-27 11:05:00-04:00,short_spread,-415.0,,,150.0,7.274999999999977,target,3.2749999999999773,2.048254541115817
B5_z_fixed_1p5R,B,2017-07-27,2017,Train,2017-07-27 10:34:00-04:00,2017-07-27 10:35:00-04:00,2017-07-27 15:55:00-04:00,short_spread,-415.0,,,150.0,225.0,session_time,108.75,2.048254541115817
B4_zmean_nearer_1p5R,B,2017-07-28,2017,Train,2017-07-28 10:43:00-04:00,2017-07-28 10:44:00-04:00,2017-07-28 10:45:00-04:00,short_spread,-536.5,,,150.0,5.145833333333371,target,1.1458333333333712,2.0353713678046637
B5_z_fixed_1p5R,B,2017-07-28,2017,Train,2017-07-28 10:43:00-04:00,2017-07-28 10:44:00-04:00,2017-07-28 15:55:00-04:00,short_spread,-536.5,,,150.0,225.0,session_time,-10.75,2.0353713678046637
B4_zmean_nearer_1p5R,B,2017-07-31,2017,Train,2017-07-31 10:33:00-04:00,2017-07-31 10:34:00-04:00,2017-07-31 15:55:00-04:00,long_spread,-580.0,,,150.0,41.27083333333337,session_time,-10.0,-2.008561994526984
B5_z_fixed_1p5R,B,2017-07-31,2017,Train,2017-07-31 10:33:00-04:00,2017-07-31 10:34:00-04:00,2017-07-31 15:55:00-04:00,long_spread,-580.0,,,150.0,225.0,session_time,-10.0,-2.008561994526984
B4_zmean_nearer_1p5R,B,2017-08-01,2017,Train,2017-08-01 10:50:00-04:00,2017-08-01 10:51:00-04:00,2017-08-01 11:08:00-04:00,short_spread,-562.75,,,150.0,10.145833333333371,target,6.145833333333371,2.1722767627444317
B5_z_fixed_1p5R,B,2017-08-01,2017,Train,2017-08-01 10:50:00-04:00,2017-08-01 10:51:00-04:00,2017-08-01 15:55:00-04:00,short_spread,-562.75,,,150.0,225.0,session_time,16.0,2.1722767627444317
B4_zmean_nearer_1p5R,B,2017-08-02,2017,Train,2017-08-02 10:30:00-04:00,2017-08-02 10:31:00-04:00,2017-08-02 13:51:00-04:00,long_spread,-570.25,,,150.0,31.04166666666663,target,27.04166666666663,-2.0166440764884292
B5_z_fixed_1p5R,B,2017-08-02,2017,Train,2017-08-02 10:30:00-04:00,2017-08-02 10:31:00-04:00,2017-08-02 15:55:00-04:00,long_spread,-570.25,,,150.0,225.0,session_time,25.5,-2.0166440764884292
B4_zmean_nearer_1p5R,B,2017-08-03,2017,Train,2017-08-03 11:05:00-04:00,2017-08-03 11:06:00-04:00,2017-08-03 11:49:00-04:00,short_spread,-551.75,,,150.0,16.508333333333326,target,12.508333333333326,2.5102927373459365
B5_z_fixed_1p5R,B,2017-08-03,2017,Train,2017-08-03 11:05:00-04:00,2017-08-03 11:06:00-04:00,2017-08-03 15:55:00-04:00,short_spread,-551.75,,,150.0,225.0,session_time,9.25,2.5102927373459365
B4_zmean_nearer_1p5R,B,2017-08-04,2017,Train,2017-08-04 11:17:00-04:00,2017-08-04 11:18:00-04:00,2017-08-04 11:55:00-04:00,short_spread,-559.5,,,150.0,12.237499999999955,target,8.237499999999955,2.4340860725769353
B5_z_fixed_1p5R,B,2017-08-04,2017,Train,2017-08-04 11:17:00-04:00,2017-08-04 11:18:00-04:00,2017-08-04 15:55:00-04:00,short_spread,-559.5,,,150.0,225.0,session_time,12.0,2.4340860725769353
B4_zmean_nearer_1p5R,B,2017-08-07,2017,Train,2017-08-07 11:12:00-04:00,2017-08-07 11:13:00-04:00,2017-08-07 12:44:00-04:00,short_spread,-529.0,,,150.0,8.708333333333371,target,4.708333333333371,2.0025540143563965
B5_z_fixed_1p5R,B,2017-08-07,2017,Train,2017-08-07 11:12:00-04:00,2017-08-07 11:13:00-04:00,2017-08-07 15:55:00-04:00,short_spread,-529.0,,,150.0,225.0,session_time,-13.25,2.0025540143563965
B4_zmean_nearer_1p5R,B,2017-08-08,2017,Train,2017-08-08 10:44:00-04:00,2017-08-08 10:45:00-04:00,2017-08-08 10:49:00-04:00,short_spread,-526.0,,,150.0,3.845833333333303,target,-0.15416666666669698,2.174285373427918
B5_z_fixed_1p5R,B,2017-08-08,2017,Train,2017-08-08 10:44:00-04:00,2017-08-08 10:45:00-04:00,2017-08-08 15:55:00-04:00,short_spread,-526.0,,,150.0,225.0,session_time,-17.75,2.174285373427918
B4_zmean_nearer_1p5R,B,2017-08-09,2017,Train,2017-08-09 11:30:00-04:00,2017-08-09 11:31:00-04:00,2017-08-09 11:36:00-04:00,short_spread,-532.75,,,150.0,6.716666666666697,target,2.716666666666697,2.1868775018411455
B5_z_fixed_1p5R,B,2017-08-09,2017,Train,2017-08-09 11:30:00-04:00,2017-08-09 11:31:00-04:00,2017-08-09 15:55:00-04:00,short_spread,-532.75,,,150.0,225.0,session_time,-15.5,2.1868775018411455
B4_zmean_nearer_1p5R,B,2017-08-10,2017,Train,2017-08-10 11:27:00-04:00,2017-08-10 11:28:00-04:00,2017-08-10 11:29:00-04:00,long_spread,-568.0,,,150.0,7.9208333333333485,target,3.9208333333333485,-2.840725862907498
B5_z_fixed_1p5R,B,2017-08-10,2017,Train,2017-08-10 11:27:00-04:00,2017-08-10 11:28:00-04:00,2017-08-10 15:55:00-04:00,long_spread,-568.0,,,150.0,225.0,session_time,-40.75,-2.840725862907498
B4_zmean_nearer_1p5R,B,2017-08-11,2017,Train,2017-08-11 11:02:00-04:00,2017-08-11 11:03:00-04:00,2017-08-11 11:06:00-04:00,long_spread,-582.5,,,150.0,8.799999999999955,target,4.7999999999999545,-2.2869032385268677
B5_z_fixed_1p5R,B,2017-08-11,2017,Train,2017-08-11 11:02:00-04:00,2017-08-11 11:03:00-04:00,2017-08-11 15:55:00-04:00,long_spread,-582.5,,,150.0,225.0,session_time,40.5,-2.2869032385268677
B4_zmean_nearer_1p5R,B,2017-08-14,2017,Train,2017-08-14 11:02:00-04:00,2017-08-14 11:03:00-04:00,2017-08-14 12:49:00-04:00,long_spread,-521.0,,,150.0,8.166666666666629,target,4.166666666666629,-3.720312519678351
B5_z_fixed_1p5R,B,2017-08-14,2017,Train,2017-08-14 11:02:00-04:00,2017-08-14 11:03:00-04:00,2017-08-14 15:55:00-04:00,long_spread,-521.0,,,150.0,225.0,session_time,17.75,-3.720312519678351
B4_zmean_nearer_1p5R,B,2017-08-15,2017,Train,2017-08-15 10:42:00-04:00,2017-08-15 10:43:00-04:00,2017-08-15 11:06:00-04:00,short_spread,-498.75,,,150.0,8.5625,target,4.5625,2.0936464262914045
B5_z_fixed_1p5R,B,2017-08-15,2017,Train,2017-08-15 10:42:00-04:00,2017-08-15 10:43:00-04:00,2017-08-15 15:55:00-04:00,short_spread,-498.75,,,150.0,225.0,session_time,-5.25,2.0936464262914045
B4_zmean_nearer_1p5R,B,2017-08-16,2017,Train,2017-08-16 10:38:00-04:00,2017-08-16 10:39:00-04:00,2017-08-16 13:12:00-04:00,short_spread,-504.0,,,150.0,11.829166666666652,target,7.8291666666666515,2.2110046065913873
B5_z_fixed_1p5R,B,2017-08-16,2017,Train,2017-08-16 10:38:00-04:00,2017-08-16 10:39:00-04:00,2017-08-16 15:55:00-04:00,short_spread,-504.0,,,150.0,225.0,session_time,-13.75,2.2110046065913873
B4_zmean_nearer_1p5R,B,2017-08-17,2017,Train,2017-08-17 11:41:00-04:00,2017-08-17 11:42:00-04:00,2017-08-17 11:48:00-04:00,short_spread,-531.25,,,150.0,7.55833333333328,target,3.5583333333332803,2.2273034408221637
B5_z_fixed_1p5R,B,2017-08-17,2017,Train,2017-08-17 11:41:00-04:00,2017-08-17 11:42:00-04:00,2017-08-17 15:55:00-04:00,short_spread,-531.25,,,150.0,225.0,session_time,7.5,2.2273034408221637
B4_zmean_nearer_1p5R,B,2017-08-18,2017,Train,2017-08-18 12:21:00-04:00,2017-08-18 12:22:00-04:00,2017-08-18 12:24:00-04:00,long_spread,-524.0,,,150.0,7.0750000000000455,target,3.0750000000000455,-2.53158810421958
B5_z_fixed_1p5R,B,2017-08-18,2017,Train,2017-08-18 12:21:00-04:00,2017-08-18 12:22:00-04:00,2017-08-18 15:55:00-04:00,long_spread,-524.0,,,150.0,225.0,session_time,-11.25,-2.53158810421958
B4_zmean_nearer_1p5R,B,2017-08-21,2017,Train,2017-08-21 11:31:00-04:00,2017-08-21 11:32:00-04:00,2017-08-21 15:02:00-04:00,short_spread,-559.0,,,150.0,15.354166666666629,target,11.354166666666629,2.9958277702424345
B5_z_fixed_1p5R,B,2017-08-21,2017,Train,2017-08-21 11:31:00-04:00,2017-08-21 11:32:00-04:00,2017-08-21 15:55:00-04:00,short_spread,-559.0,,,150.0,225.0,session_time,-1.5,2.9958277702424345
B4_zmean_nearer_1p5R,B,2017-08-22,2017,Train,2017-08-22 10:32:00-04:00,2017-08-22 10:33:00-04:00,2017-08-22 15:55:00-04:00,short_spread,-506.25,,,150.0,12.30833333333328,session_time,-8.25,2.0639186726137826
B5_z_fixed_1p5R,B,2017-08-22,2017,Train,2017-08-22 10:32:00-04:00,2017-08-22 10:33:00-04:00,2017-08-22 15:55:00-04:00,short_spread,-506.25,,,150.0,225.0,session_time,-8.25,2.0639186726137826
B4_zmean_nearer_1p5R,B,2017-08-23,2017,Train,2017-08-23 10:31:00-04:00,2017-08-23 10:32:00-04:00,2017-08-23 10:42:00-04:00,long_spread,-518.25,,,150.0,6.445833333333326,target,2.4458333333333258,-2.2197537484594685
B5_z_fixed_1p5R,B,2017-08-23,2017,Train,2017-08-23 10:31:00-04:00,2017-08-23 10:32:00-04:00,2017-08-23 15:55:00-04:00,long_spread,-518.25,,,150.0,225.0,session_time,9.5,-2.2197537484594685
B4_zmean_nearer_1p5R,B,2017-08-24,2017,Train,2017-08-24 11:12:00-04:00,2017-08-24 11:13:00-04:00,2017-08-24 13:12:00-04:00,long_spread,-542.75,,,150.0,11.31666666666672,target,7.31666666666672,-2.2237344866061735
B5_z_fixed_1p5R,B,2017-08-24,2017,Train,2017-08-24 11:12:00-04:00,2017-08-24 11:13:00-04:00,2017-08-24 15:55:00-04:00,long_spread,-542.75,,,150.0,225.0,session_time,23.5,-2.2237344866061735
B4_zmean_nearer_1p5R,B,2017-08-25,2017,Train,2017-08-25 10:46:00-04:00,2017-08-25 10:47:00-04:00,2017-08-25 15:55:00-04:00,long_spread,-542.0,,,150.0,11.991666666666674,session_time,-26.5,-2.8856458737716424
B5_z_fixed_1p5R,B,2017-08-25,2017,Train,2017-08-25 10:46:00-04:00,2017-08-25 10:47:00-04:00,2017-08-25 15:55:00-04:00,long_spread,-542.0,,,150.0,225.0,session_time,-26.5,-2.8856458737716424
B4_zmean_nearer_1p5R,B,2017-08-28,2017,Train,2017-08-28 10:53:00-04:00,2017-08-28 10:54:00-04:00,2017-08-28 15:40:00-04:00,short_spread,-515.0,,,150.0,24.850000000000023,target,20.850000000000023,2.0557923411197954
B5_z_fixed_1p5R,B,2017-08-28,2017,Train,2017-08-28 10:53:00-04:00,2017-08-28 10:54:00-04:00,2017-08-28 15:55:00-04:00,short_spread,-515.0,,,150.0,225.0,session_time,15.25,2.0557923411197954
B4_zmean_nearer_1p5R,B,2017-08-29,2017,Train,2017-08-29 10:30:00-04:00,2017-08-29 10:31:00-04:00,2017-08-29 15:55:00-04:00,short_spread,-508.75,,,150.0,23.18333333333328,session_time,-16.75,2.5515892405153022
B5_z_fixed_1p5R,B,2017-08-29,2017,Train,2017-08-29 10:30:00-04:00,2017-08-29 10:31:00-04:00,2017-08-29 15:55:00-04:00,short_spread,-508.75,,,150.0,225.0,session_time,-16.75,2.5515892405153022
B4_zmean_nearer_1p5R,B,2017-08-30,2017,Train,2017-08-30 10:49:00-04:00,2017-08-30 10:50:00-04:00,2017-08-30 11:33:00-04:00,short_spread,-450.25,,,150.0,4.179166666666674,target,0.17916666666667425,2.372098099739764
B5_z_fixed_1p5R,B,2017-08-30,2017,Train,2017-08-30 10:49:00-04:00,2017-08-30 10:50:00-04:00,2017-08-30 15:55:00-04:00,short_spread,-450.25,,,150.0,225.0,session_time,-40.25,2.372098099739764
B4_zmean_nearer_1p5R,B,2017-08-31,2017,Train,2017-08-31 10:39:00-04:00,2017-08-31 10:40:00-04:00,2017-08-31 10:47:00-04:00,short_spread,-390.5,,,150.0,8.287500000000023,target,4.287500000000023,2.2805380748143156
B5_z_fixed_1p5R,B,2017-08-31,2017,Train,2017-08-31 10:39:00-04:00,2017-08-31 10:40:00-04:00,2017-08-31 15:55:00-04:00,short_spread,-390.5,,,150.0,225.0,session_time,-18.75,2.2805380748143156
B4_zmean_nearer_1p5R,B,2017-09-01,2017,Train,2017-09-01 11:36:00-04:00,2017-09-01 11:37:00-04:00,2017-09-01 11:42:00-04:00,short_spread,-396.0,,,150.0,4.762499999999989,target,0.7624999999999886,2.5035030600996038
B5_z_fixed_1p5R,B,2017-09-01,2017,Train,2017-09-01 11:36:00-04:00,2017-09-01 11:37:00-04:00,2017-09-01 15:55:00-04:00,short_spread,-396.0,,,150.0,225.0,session_time,-0.5,2.5035030600996038
B4_zmean_nearer_1p5R,B,2017-09-04,2017,Train,2017-09-04 10:32:00-04:00,2017-09-04 10:33:00-04:00,2017-09-04 10:37:00-04:00,short_spread,-392.0,,,150.0,1.7375000000000114,target,-2.2624999999999886,2.3630751169540694
B5_z_fixed_1p5R,B,2017-09-04,2017,Train,2017-09-04 10:32:00-04:00,2017-09-04 10:33:00-04:00,2017-09-04 12:59:00-04:00,short_spread,-392.0,,,150.0,225.0,session_time,-14.5,2.3630751169540694
